Date,Contract,ACT,LastPctChg,contractValue,group,timestamp,QTY_MINI,chgValue,abs_chgValue,Anti-19,PNL_Anti-19,50/50,PNL_50/50,29,PNL_29,LowestEquity,PNL_LowestEquity,24,PNL_24,25,PNL_25,26,PNL_26,27,PNL_27,20,PNL_20,21,PNL_21,22,PNL_22,23,PNL_23,RiskOff,PNL_RiskOff,28,PNL_28,Anti-18,PNL_Anti-18,2,PNL_2,4,PNL_4,6,PNL_6,8,PNL_8,benchmark,PNL_benchmark,Anti-33,PNL_Anti-33,30,PNL_30,11,PNL_11,10,PNL_10,13,PNL_13,12,PNL_12,15,PNL_15,14,PNL_14,17,PNL_17,16,PNL_16,19,PNL_19,18,PNL_18,Anti-Custom,PNL_Anti-Custom,RiskOn,PNL_RiskOn,AntiLowestEquity,PNL_AntiLowestEquity,Previous,PNL_Previous,Anti-1,PNL_Anti-1,Anti-3,PNL_Anti-3,Anti-2,PNL_Anti-2,Anti-5,PNL_Anti-5,Anti-4,PNL_Anti-4,Anti-7,PNL_Anti-7,Anti-6,PNL_Anti-6,Anti-9,PNL_Anti-9,Anti-8,PNL_Anti-8,Custom,PNL_Custom,AntiHighestEquity,PNL_AntiHighestEquity,Anti-Seasonality,PNL_Anti-Seasonality,1,PNL_1,3,PNL_3,5,PNL_5,7,PNL_7,9,PNL_9,Anti-32,PNL_Anti-32,Anti-31,PNL_Anti-31,Anti-30,PNL_Anti-30,Anti-36,PNL_Anti-36,Anti-35,PNL_Anti-35,Anti-34,PNL_Anti-34,Anti-15,PNL_Anti-15,Off,PNL_Off,Anti-14,PNL_Anti-14,Anti-17,PNL_Anti-17,Anti50/50,PNL_Anti50/50,HighestEquity,PNL_HighestEquity,Anti-16,PNL_Anti-16,Anti-11,PNL_Anti-11,Anti-10,PNL_Anti-10,Anti-13,PNL_Anti-13,Seasonality,PNL_Seasonality,33,PNL_33,32,PNL_32,31,PNL_31,Anti-12,PNL_Anti-12,36,PNL_36,35,PNL_35,34,PNL_34,Anti-28,PNL_Anti-28,Anti-29,PNL_Anti-29,Anti-Previous,PNL_Anti-Previous,Anti-20,PNL_Anti-20,Anti-21,PNL_Anti-21,Anti-22,PNL_Anti-22,Anti-23,PNL_Anti-23,Anti-24,PNL_Anti-24,Anti-25,PNL_Anti-25,Anti-26,PNL_Anti-26,Anti-27,PNL_Anti-27
20170111,@ESH7,1.0,0.00320265046935,113550.0,index,1484171198,1.0,363.660960795,363.660960795,1,363.660960795,1.0,363.660960795,1.0,363.660960795,1.0,363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,-1,-363.660960795,-1.0,-363.660960795,0.0,0.0,1.0,363.660960795,-1,-363.660960795,0.0,0.0,1.0,363.660960795,1.0,363.660960795,1.0,363.660960795,1.0,363.660960795,1.0,363.660960795,1,320.265046935,1.0,363.660960795,-1.0,-363.660960795,1.0,363.660960795,1.0,363.660960795,-1,-363.660960795,1.0,363.660960795,-1.0,-363.660960795,-1,-363.660960795,1.0,363.660960795,0.0,0.0,-1,-363.660960795,-1.0,-363.660960795,-1,-363.660960795,1.0,363.660960795,-1,-363.660960795,-1.0,-363.660960795,0.0,0.0,1.0,363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,0.0,0.0,-1.0,-363.660960795,1.0,363.660960795,-1.0,-363.660960795,1.0,363.660960795,-1,-363.660960795,1,363.660960795,0.0,0.0,-1.0,-363.660960795,1.0,363.660960795,0.0,0.0,-1.0,-363.660960795,-1,-363.660960795,0,0.0,1.0,363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,1.0,363.660960795,0,0.0,1,363.660960795,-1.0,-363.660960795,-1,-363.660960795,1.0,363.660960795,0.0,0.0,-1.0,-363.660960795,-1.0,-363.660960795,1,363.660960795,-1.0,-363.660960795,-1.0,-363.660960795,1,363.660960795,0,0.0,-1.0,-363.660960795,1.0,363.660960795,1.0,363.660960795,1.0,363.660960795,0.0,0.0,-1.0,-363.660960795,1,363.660960795,1,363.660960795,1.0,363.660960795,0.0,0.0,-1.0,-363.660960795,1.0,363.660960795,1.0,363.660960795,1.0,363.660960795,1.0,363.660960795
20170111,@EMDH7,1.0,0.00428775607432,168640.0,index,1484171198,1.0,723.087184374,723.087184374,0,0.0,-1.0,-723.087184374,-1.0,-723.087184374,1.0,723.087184374,1.0,723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,-1,-723.087184374,1.0,723.087184374,1.0,723.087184374,1.0,723.087184374,-1,-723.087184374,0.0,0.0,-1.0,-723.087184374,-1.0,-723.087184374,1.0,723.087184374,1.0,723.087184374,-1.0,-723.087184374,0,0.0,-1.0,-723.087184374,1.0,723.087184374,-1.0,-723.087184374,0.0,0.0,0,0.0,1.0,723.087184374,1.0,723.087184374,-1,-723.087184374,1.0,723.087184374,1.0,723.087184374,0,0.0,1.0,723.087184374,-1,-723.087184374,1.0,723.087184374,-1,-723.087184374,1.0,723.087184374,0.0,0.0,-1.0,-723.087184374,1.0,723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,1.0,723.087184374,-1.0,-723.087184374,1.0,723.087184374,1.0,723.087184374,1.0,723.087184374,1,723.087184374,1,723.087184374,0.0,0.0,1.0,723.087184374,1.0,723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,1,723.087184374,0,0.0,-1.0,-723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,0,0.0,1,723.087184374,-1.0,-723.087184374,1,723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,1.0,723.087184374,0.0,0.0,0,0.0,-1.0,-723.087184374,1.0,723.087184374,-1,-723.087184374,0,0.0,-1.0,-723.087184374,1.0,723.087184374,1.0,723.087184374,1.0,723.087184374,0.0,0.0,1.0,723.087184374,-1,-723.087184374,1,723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,-1.0,-723.087184374,1.0,723.087184374,1.0,723.087184374,1.0,723.087184374
20170111,@EUH7,1.0,0.00212534832097,132612.5,currency,1484171198,1.0,281.847754215,281.847754215,1,281.847754215,1.0,281.847754215,1.0,281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,-1,-281.847754215,-1.0,-281.847754215,0.0,0.0,1.0,281.847754215,-1,-281.847754215,0.0,0.0,1.0,281.847754215,-1.0,-281.847754215,0.0,0.0,-1.0,-281.847754215,1.0,281.847754215,0,0.0,1.0,281.847754215,-1.0,-281.847754215,1.0,281.847754215,1.0,281.847754215,-1,-281.847754215,1.0,281.847754215,-1.0,-281.847754215,-1,-281.847754215,1.0,281.847754215,0.0,0.0,-1,-281.847754215,-1.0,-281.847754215,-1,-281.847754215,1.0,281.847754215,1,281.847754215,-1.0,-281.847754215,1.0,281.847754215,1.0,281.847754215,1.0,281.847754215,-1.0,-281.847754215,0.0,0.0,0.0,0.0,1.0,281.847754215,1.0,281.847754215,-1.0,-281.847754215,1.0,281.847754215,-1,-281.847754215,1,281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,1.0,281.847754215,0.0,0.0,-1.0,-281.847754215,-1,-281.847754215,0,0.0,1.0,281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,1.0,281.847754215,0,0.0,1,281.847754215,-1.0,-281.847754215,-1,-281.847754215,1.0,281.847754215,0.0,0.0,-1.0,-281.847754215,-1.0,-281.847754215,1,281.847754215,-1.0,-281.847754215,-1.0,-281.847754215,1,281.847754215,0,0.0,-1.0,-281.847754215,1.0,281.847754215,1.0,281.847754215,1.0,281.847754215,0.0,0.0,-1.0,-281.847754215,1,281.847754215,1,281.847754215,1.0,281.847754215,0.0,0.0,-1.0,-281.847754215,1.0,281.847754215,1.0,281.847754215,1.0,281.847754215,1.0,281.847754215
20170111,QCLG7,1.0,0.0308933490752,52390.0,energy,1484171198,1.0,1618.50255805,1618.50255805,0,0.0,-1.0,-1618.50255805,1.0,1618.50255805,1.0,1618.50255805,1.0,1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,1,1618.50255805,-1.0,-1618.50255805,1.0,1618.50255805,1.0,1618.50255805,-1,-1618.50255805,0.0,0.0,-1.0,-1618.50255805,1.0,1618.50255805,1.0,1618.50255805,1.0,1618.50255805,-1.0,-1618.50255805,0,0.0,1.0,1618.50255805,-1.0,-1618.50255805,1.0,1618.50255805,0.0,0.0,0,0.0,-1.0,-1618.50255805,-1.0,-1618.50255805,1,1618.50255805,1.0,1618.50255805,1.0,1618.50255805,0,0.0,1.0,1618.50255805,-1,-1618.50255805,1.0,1618.50255805,-1,-1618.50255805,-1.0,-1618.50255805,0.0,0.0,1.0,1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,1.0,1618.50255805,-1.0,-1618.50255805,1.0,1618.50255805,1.0,1618.50255805,1.0,1618.50255805,1,1618.50255805,1,1618.50255805,0.0,0.0,-1.0,-1618.50255805,1.0,1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,-1,-1618.50255805,0,0.0,1.0,1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,1.0,1618.50255805,0,0.0,-1,-1618.50255805,-1.0,-1618.50255805,1,1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,0.0,0.0,0,0.0,-1.0,-1618.50255805,-1.0,-1618.50255805,1,1618.50255805,0,0.0,1.0,1618.50255805,1.0,1618.50255805,1.0,1618.50255805,1.0,1618.50255805,0.0,0.0,-1.0,-1618.50255805,1,1618.50255805,-1,-1618.50255805,1.0,1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,-1.0,-1618.50255805,1.0,1618.50255805,1.0,1618.50255805,1.0,1618.50255805
20170111,@CDH7,1.0,0.00383420374165,75925.0,currency,1484171198,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1,-0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1,-0.0,0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,1,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
20170111,@CH7,-1.0,-0.00279134682484,17862.5,grain,1484162030,2.0,-99.7208653175,99.7208653175,1,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,-1.0,99.7208653175,0.0,-0.0,1.0,-99.7208653175,-1.0,99.7208653175,-1,99.7208653175,-1.0,99.7208653175,0.0,-0.0,1.0,-99.7208653175,-1,99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,0,-0.0,1.0,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,1.0,-99.7208653175,-1,99.7208653175,1.0,-99.7208653175,-1.0,99.7208653175,-1,99.7208653175,1.0,-99.7208653175,0.0,-0.0,-1,99.7208653175,-1.0,99.7208653175,-1,99.7208653175,1.0,-99.7208653175,-1,99.7208653175,-1.0,99.7208653175,0.0,-0.0,1.0,-99.7208653175,-1.0,99.7208653175,-1.0,99.7208653175,-1.0,99.7208653175,0.0,-0.0,-1.0,99.7208653175,1.0,-99.7208653175,-1.0,99.7208653175,1.0,-99.7208653175,-1,99.7208653175,-1,99.7208653175,0.0,-0.0,-1.0,99.7208653175,1.0,-99.7208653175,0.0,-0.0,-1.0,99.7208653175,1,-99.7208653175,1,-99.7208653175,-1.0,99.7208653175,1.0,-99.7208653175,-1.0,99.7208653175,0.0,-0.0,1.0,-99.7208653175,0,-0.0,1,-99.7208653175,-1.0,99.7208653175,-1,99.7208653175,1.0,-99.7208653175,0.0,-0.0,-1.0,99.7208653175,-1.0,99.7208653175,1,-99.7208653175,1.0,-99.7208653175,-1.0,99.7208653175,-1,99.7208653175,-1,99.7208653175,-1.0,99.7208653175,-1.0,99.7208653175,1.0,-99.7208653175,0.0,-0.0,-1.0,99.7208653175,-1.0,99.7208653175,1,-99.7208653175,1,-99.7208653175,1.0,-99.7208653175,0.0,-0.0,-1.0,99.7208653175,1.0,-99.7208653175,0.0,-0.0,-1.0,99.7208653175,1.0,-99.7208653175
20170111,@BPH7,1.0,0.00361277608999,76393.75,currency,1484171198,1.0,0.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20170111,@BOH7,1.0,0.0103815937149,21606.0,grain,1484162030,1.0,0.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20170111,@TUH7,1.0,7.21032518567e-05,216718.75,rates,1484171198,2.0,31.2522532266,31.2522532266,0,0.0,1.0,31.2522532266,1.0,31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,1.0,31.2522532266,1.0,31.2522532266,1.0,31.2522532266,1,31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,1,31.2522532266,0.0,0.0,1.0,31.2522532266,1.0,31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,1.0,31.2522532266,0,0.0,1.0,31.2522532266,-1.0,-31.2522532266,1.0,31.2522532266,0.0,0.0,0,0.0,-1.0,-31.2522532266,-1.0,-31.2522532266,1,31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,0,0.0,-1.0,-31.2522532266,-1,-31.2522532266,-1.0,-31.2522532266,1,31.2522532266,-1.0,-31.2522532266,0.0,0.0,1.0,31.2522532266,-1.0,-31.2522532266,1.0,31.2522532266,1.0,31.2522532266,-1.0,-31.2522532266,1.0,31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,1.0,31.2522532266,-1,-31.2522532266,-1,-31.2522532266,0.0,0.0,-1.0,-31.2522532266,-1.0,-31.2522532266,1.0,31.2522532266,1.0,31.2522532266,-1,-31.2522532266,0,0.0,1.0,31.2522532266,1.0,31.2522532266,1.0,31.2522532266,1.0,31.2522532266,1.0,31.2522532266,0,0.0,-1,-31.2522532266,1.0,31.2522532266,-1,-31.2522532266,1.0,31.2522532266,1.0,31.2522532266,-1.0,-31.2522532266,0.0,0.0,0,0.0,1.0,31.2522532266,-1.0,-31.2522532266,1,31.2522532266,0,0.0,1.0,31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,0.0,0.0,-1.0,-31.2522532266,1,31.2522532266,-1,-31.2522532266,1.0,31.2522532266,1.0,31.2522532266,1.0,31.2522532266,1.0,31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266,-1.0,-31.2522532266
20170111,@NQH7,1.0,0.00313043478261,100940.0,index,1484171198,1.0,0.0,0.0,1,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,1,0.0,1.0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20170111,@YMH7,1.0,0.00454821103699,99390.0,index,1484171198,1.0,0.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,-1,-0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20170111,@WH7,-1.0,-0.0193321616872,20925.0,grain,1484162030,1.0,-404.525483304,404.525483304,1,-404.525483304,1.0,-404.525483304,1.0,-404.525483304,-1.0,404.525483304,-1.0,404.525483304,-1.0,404.525483304,-1.0,404.525483304,-1.0,404.525483304,-1,404.525483304,-1.0,404.525483304,0.0,-0.0,1.0,-404.525483304,-1,404.525483304,0.0,-0.0,1.0,-404.525483304,-1.0,404.525483304,0.0,-0.0,-1.0,404.525483304,1.0,-404.525483304,0,-0.0,1.0,-404.525483304,-1.0,404.525483304,1.0,-404.525483304,1.0,-404.525483304,-1,404.525483304,1.0,-404.525483304,-1.0,404.525483304,-1,404.525483304,1.0,-404.525483304,0.0,-0.0,-1,404.525483304,-1.0,404.525483304,-1,404.525483304,1.0,-404.525483304,1,-404.525483304,-1.0,404.525483304,1.0,-404.525483304,1.0,-404.525483304,1.0,-404.525483304,-1.0,404.525483304,0.0,-0.0,0.0,-0.0,1.0,-404.525483304,1.0,-404.525483304,-1.0,404.525483304,1.0,-404.525483304,-1,404.525483304,1,-404.525483304,-1.0,404.525483304,-1.0,404.525483304,1.0,-404.525483304,0.0,-0.0,-1.0,404.525483304,-1,404.525483304,0,-0.0,1.0,-404.525483304,-1.0,404.525483304,-1.0,404.525483304,-1.0,404.525483304,1.0,-404.525483304,0,-0.0,1,-404.525483304,-1.0,404.525483304,-1,404.525483304,1.0,-404.525483304,0.0,-0.0,-1.0,404.525483304,-1.0,404.525483304,1,-404.525483304,-1.0,404.525483304,-1.0,404.525483304,1,-404.525483304,0,-0.0,-1.0,404.525483304,1.0,-404.525483304,1.0,-404.525483304,1.0,-404.525483304,0.0,-0.0,-1.0,404.525483304,1,-404.525483304,1,-404.525483304,1.0,-404.525483304,0.0,-0.0,-1.0,404.525483304,1.0,-404.525483304,1.0,-404.525483304,1.0,-404.525483304,1.0,-404.525483304
20170112,QHOH7,1.0,0.0134769267794,70749.0,energy,1484257436,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1,0.0,1.0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0
20170112,@LEG7,-1.0,-0.0136411332634,47000.0,meat,1484247804,1.0,-0.0,0.0,1,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1,0.0,-1.0,0.0,1,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,0,-0.0,1,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1,-0.0,1,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0
