Date,Contract,ACT,LastPctChg,contractValue,group,timestamp,QTY_MINI,chgValue,abs_chgValue,Anti-19,PNL_Anti-19,50/50,PNL_50/50,29,PNL_29,LowestEquity,PNL_LowestEquity,24,PNL_24,25,PNL_25,26,PNL_26,27,PNL_27,20,PNL_20,21,PNL_21,22,PNL_22,23,PNL_23,RiskOff,PNL_RiskOff,28,PNL_28,Anti-18,PNL_Anti-18,2,PNL_2,4,PNL_4,6,PNL_6,8,PNL_8,benchmark,PNL_benchmark,Anti-33,PNL_Anti-33,30,PNL_30,11,PNL_11,10,PNL_10,13,PNL_13,12,PNL_12,15,PNL_15,14,PNL_14,17,PNL_17,16,PNL_16,19,PNL_19,18,PNL_18,Anti-Custom,PNL_Anti-Custom,RiskOn,PNL_RiskOn,AntiLowestEquity,PNL_AntiLowestEquity,Previous,PNL_Previous,Anti-1,PNL_Anti-1,Anti-3,PNL_Anti-3,Anti-2,PNL_Anti-2,Anti-5,PNL_Anti-5,Anti-4,PNL_Anti-4,Anti-7,PNL_Anti-7,Anti-6,PNL_Anti-6,Anti-9,PNL_Anti-9,Anti-8,PNL_Anti-8,Custom,PNL_Custom,AntiHighestEquity,PNL_AntiHighestEquity,Anti-Seasonality,PNL_Anti-Seasonality,1,PNL_1,3,PNL_3,5,PNL_5,7,PNL_7,9,PNL_9,Anti-32,PNL_Anti-32,Anti-31,PNL_Anti-31,Anti-30,PNL_Anti-30,Anti-36,PNL_Anti-36,Anti-35,PNL_Anti-35,Anti-34,PNL_Anti-34,Anti-15,PNL_Anti-15,Off,PNL_Off,Anti-14,PNL_Anti-14,Anti-17,PNL_Anti-17,Anti50/50,PNL_Anti50/50,HighestEquity,PNL_HighestEquity,Anti-16,PNL_Anti-16,Anti-11,PNL_Anti-11,Anti-10,PNL_Anti-10,Anti-13,PNL_Anti-13,Seasonality,PNL_Seasonality,33,PNL_33,32,PNL_32,31,PNL_31,Anti-12,PNL_Anti-12,36,PNL_36,35,PNL_35,34,PNL_34,Anti-28,PNL_Anti-28,Anti-29,PNL_Anti-29,Anti-Previous,PNL_Anti-Previous,Anti-20,PNL_Anti-20,Anti-21,PNL_Anti-21,Anti-22,PNL_Anti-22,Anti-23,PNL_Anti-23,Anti-24,PNL_Anti-24,Anti-25,PNL_Anti-25,Anti-26,PNL_Anti-26,Anti-27,PNL_Anti-27
20170206,@LEJ7,-1.0,-0.000432432432432,46230.0,meat,1486407734,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,1,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1,0.0,-1,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,1,-0.0,1.0,-0.0,0,-0.0,-1.0,0.0,1,-0.0,-1,0.0,1.0,-0.0,1,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,1,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
20170206,@HEJ7,1.0,0.0106761565836,28400.0,meat,1486407734,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,-1,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20170206,@ADH7,-1.0,-0.00182553136002,76550.0,currency,1486417738,1.0,-0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,1,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1,-0.0,-1,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,0.0,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,0,-0.0,1,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
20170206,@BOH7,1.0,0.015948021264,20640.0,grain,1486408551,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,1,0.0,-1,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,-1,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,-1,-0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20170206,@BPH7,-1.0,-0.00104091600609,77975.0,currency,1486417738,1.0,-0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0,-0.0,1,-0.0,-1,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,1,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,-1,0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1,-0.0,0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,-1.0,0.0,-1.0,0.0,0,-0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0
20170206,@CH7,-1.0,-0.00342231348392,18200.0,grain,1486408551,1.0,-62.2861054073,62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,-1.0,62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,0,-0.0,1,-62.2861054073,-1,62.2861054073,0.0,-0.0,1.0,-62.2861054073,1.0,-62.2861054073,0.0,-0.0,-1.0,62.2861054073,1.0,-62.2861054073,0,-0.0,1.0,-62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,1.0,-62.2861054073,-1.0,62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,1,-62.2861054073,0,-0.0,1.0,-62.2861054073,-1.0,62.2861054073,-1,62.2861054073,1.0,-62.2861054073,-1,62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,0.0,-0.0,0.0,-0.0,1.0,-62.2861054073,1.0,-62.2861054073,-1.0,62.2861054073,1.0,-62.2861054073,1,-62.2861054073,-1,62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,1.0,-62.2861054073,0.0,-0.0,-1.0,62.2861054073,-1.0,62.2861054073,0.0,-0.0,1.0,-62.2861054073,1.0,-62.2861054073,1,-62.2861054073,1,-62.2861054073,-1.0,62.2861054073,0,-0.0,-1.0,62.2861054073,-1,62.2861054073,1,-62.2861054073,-1.0,62.2861054073,0,-0.0,1.0,-62.2861054073,1.0,-62.2861054073,-1.0,62.2861054073,1.0,-62.2861054073,-1.0,62.2861054073,1.0,-62.2861054073,0.0,-0.0,1.0,-62.2861054073,-1.0,62.2861054073,-1,62.2861054073,-1,62.2861054073,0.0,-0.0,-1.0,62.2861054073,1,-62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,0,-0.0,-1,62.2861054073,1.0,-62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073,-1.0,62.2861054073
20170206,@CDH7,-1.0,-0.00442621883747,76475.0,currency,1486417738,1.0,-0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,1,-0.0,-1,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,-1,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,1,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,-1,0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,1,-0.0,-1.0,0.0,-1.0,0.0,0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
20170206,QCLH7,-1.0,-0.0131896711871,53120.0,energy,1486417738,1.0,-700.635333457,700.635333457,0.0,-0.0,1.0,-700.635333457,-1.0,700.635333457,1.0,-700.635333457,-1.0,700.635333457,1.0,-700.635333457,1.0,-700.635333457,1.0,-700.635333457,-1.0,700.635333457,1.0,-700.635333457,-1,700.635333457,-1,700.635333457,-1,700.635333457,0.0,-0.0,1.0,-700.635333457,1.0,-700.635333457,0.0,-0.0,1.0,-700.635333457,1.0,-700.635333457,0,-0.0,-1.0,700.635333457,1.0,-700.635333457,-1.0,700.635333457,0.0,-0.0,0.0,-0.0,1.0,-700.635333457,1.0,-700.635333457,-1.0,700.635333457,-1,700.635333457,-1,700.635333457,0.0,-0.0,-1.0,700.635333457,-1,700.635333457,1.0,-700.635333457,-1,700.635333457,1.0,-700.635333457,-1.0,700.635333457,-1.0,700.635333457,-1.0,700.635333457,1.0,-700.635333457,0.0,-0.0,-1.0,700.635333457,-1.0,700.635333457,-1.0,700.635333457,-1.0,700.635333457,1.0,-700.635333457,-1,700.635333457,-1,700.635333457,1.0,-700.635333457,1.0,-700.635333457,-1.0,700.635333457,1.0,-700.635333457,1.0,-700.635333457,1.0,-700.635333457,0.0,-0.0,-1.0,700.635333457,1.0,-700.635333457,1,-700.635333457,1,-700.635333457,-1.0,700.635333457,0,-0.0,1.0,-700.635333457,1,-700.635333457,-1,700.635333457,1.0,-700.635333457,1,-700.635333457,1.0,-700.635333457,0.0,-0.0,0.0,-0.0,1.0,-700.635333457,1.0,-700.635333457,-1.0,700.635333457,0.0,-0.0,-1.0,700.635333457,-1.0,700.635333457,-1,700.635333457,-1,700.635333457,0.0,-0.0,1.0,-700.635333457,-1,700.635333457,1.0,-700.635333457,-1.0,700.635333457,1,-700.635333457,1,-700.635333457,1.0,-700.635333457,-1.0,700.635333457,-1.0,700.635333457,-1.0,700.635333457
20170206,@EUH7,-1.0,-0.00139127208644,134581.25,currency,1486417738,1.0,-187.239136484,187.239136484,-1.0,187.239136484,-1.0,187.239136484,-1.0,187.239136484,-1.0,187.239136484,1.0,-187.239136484,1.0,-187.239136484,1.0,-187.239136484,1.0,-187.239136484,1.0,-187.239136484,1.0,-187.239136484,0,-0.0,-1,187.239136484,-1,187.239136484,0.0,-0.0,-1.0,187.239136484,-1.0,187.239136484,-1.0,187.239136484,-1.0,187.239136484,-1.0,187.239136484,0,-0.0,-1.0,187.239136484,1.0,-187.239136484,-1.0,187.239136484,-1.0,187.239136484,1.0,-187.239136484,-1.0,187.239136484,1.0,-187.239136484,1.0,-187.239136484,-1,187.239136484,0,-0.0,1.0,-187.239136484,1.0,-187.239136484,-1,187.239136484,1.0,-187.239136484,1,-187.239136484,1.0,-187.239136484,0.0,-0.0,-1.0,187.239136484,1.0,-187.239136484,1.0,-187.239136484,1.0,-187.239136484,0.0,-0.0,1.0,-187.239136484,-1.0,187.239136484,1.0,-187.239136484,1.0,-187.239136484,1,-187.239136484,-1,187.239136484,0.0,-0.0,1.0,-187.239136484,-1.0,187.239136484,0.0,-0.0,1.0,-187.239136484,1.0,-187.239136484,0.0,-0.0,-1.0,187.239136484,1.0,-187.239136484,1,-187.239136484,1,-187.239136484,-1.0,187.239136484,0,-0.0,-1.0,187.239136484,1,-187.239136484,1,-187.239136484,-1.0,187.239136484,0,-0.0,1.0,-187.239136484,1.0,-187.239136484,-1.0,187.239136484,1.0,-187.239136484,1.0,-187.239136484,-1.0,187.239136484,0.0,-0.0,1.0,-187.239136484,-1.0,187.239136484,-1,187.239136484,-1,187.239136484,0.0,-0.0,1.0,-187.239136484,-1,187.239136484,-1.0,187.239136484,-1.0,187.239136484,0,-0.0,1,-187.239136484,-1.0,187.239136484,-1.0,187.239136484,-1.0,187.239136484,-1.0,187.239136484
20170206,@SFH7,1.0,0.00307478674866,126412.5,currency,1486417738,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,1,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0
20170206,@ESH7,-1.0,-0.00218245307726,114300.0,index,1486417738,1.0,-249.454386731,249.454386731,0.0,-0.0,1.0,-249.454386731,-1.0,249.454386731,-1.0,249.454386731,-1.0,249.454386731,1.0,-249.454386731,1.0,-249.454386731,1.0,-249.454386731,-1.0,249.454386731,1.0,-249.454386731,-1,249.454386731,-1,249.454386731,-1,249.454386731,0.0,-0.0,1.0,-249.454386731,-1.0,249.454386731,-1.0,249.454386731,-1.0,249.454386731,1.0,-249.454386731,1,-218.245307726,-1.0,249.454386731,1.0,-249.454386731,-1.0,249.454386731,0.0,-0.0,0.0,-0.0,1.0,-249.454386731,1.0,-249.454386731,-1.0,249.454386731,-1,249.454386731,-1,249.454386731,0.0,-0.0,-1.0,249.454386731,-1,249.454386731,1.0,-249.454386731,1,-249.454386731,1.0,-249.454386731,0.0,-0.0,-1.0,249.454386731,1.0,-249.454386731,1.0,-249.454386731,1.0,-249.454386731,-1.0,249.454386731,1.0,-249.454386731,-1.0,249.454386731,-1.0,249.454386731,1.0,-249.454386731,-1,249.454386731,-1,249.454386731,0.0,-0.0,1.0,-249.454386731,-1.0,249.454386731,1.0,-249.454386731,1.0,-249.454386731,1.0,-249.454386731,0.0,-0.0,-1.0,249.454386731,1.0,-249.454386731,1,-249.454386731,1,-249.454386731,-1.0,249.454386731,0,-0.0,1.0,-249.454386731,1,-249.454386731,-1,249.454386731,1.0,-249.454386731,1,-249.454386731,1.0,-249.454386731,0.0,-0.0,0.0,-0.0,1.0,-249.454386731,1.0,-249.454386731,-1.0,249.454386731,0.0,-0.0,-1.0,249.454386731,-1.0,249.454386731,-1,249.454386731,-1,249.454386731,0.0,-0.0,1.0,-249.454386731,-1,249.454386731,1.0,-249.454386731,-1.0,249.454386731,1,-249.454386731,1,-249.454386731,1.0,-249.454386731,-1.0,249.454386731,-1.0,249.454386731,-1.0,249.454386731
20170206,@GFH7,-1.0,-0.000404612583451,61762.5,meat,1486407734,1.0,-0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0,-0.0,1,-0.0,-1,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1,-0.0,0,-0.0,1.0,-0.0,-1.0,0.0,1,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1,-0.0,1,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,-1,0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1,-0.0,0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,-1.0,0.0,-1.0,0.0,0,-0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0
20170206,@FVH7,1.0,0.00331696961656,118156.25,rates,1486417738,1.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,0,0.0,1.0,0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20170206,QGCJ7,1.0,0.0133519003932,123710.0,metal,1486417738,1.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,1.0,0.0,0,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20170206,QHGH7,1.0,0.0131880733945,66262.5,metal,1486417738,1.0,873.874713303,873.874713303,0.0,0.0,1.0,873.874713303,1.0,873.874713303,-1.0,-873.874713303,-1.0,-873.874713303,1.0,873.874713303,1.0,873.874713303,1.0,873.874713303,1.0,873.874713303,-1.0,-873.874713303,-1,-873.874713303,-1,-873.874713303,-1,-873.874713303,0.0,0.0,1.0,873.874713303,1.0,873.874713303,-1.0,-873.874713303,-1.0,-873.874713303,1.0,873.874713303,0,0.0,1.0,873.874713303,-1.0,-873.874713303,1.0,873.874713303,0.0,0.0,0.0,0.0,-1.0,-873.874713303,-1.0,-873.874713303,1.0,873.874713303,-1,-873.874713303,-1,-873.874713303,0.0,0.0,-1.0,-873.874713303,-1,-873.874713303,1.0,873.874713303,1,873.874713303,-1.0,-873.874713303,0.0,0.0,1.0,873.874713303,-1.0,-873.874713303,1.0,873.874713303,1.0,873.874713303,-1.0,-873.874713303,1.0,873.874713303,-1.0,-873.874713303,-1.0,-873.874713303,1.0,873.874713303,-1,-873.874713303,-1,-873.874713303,0.0,0.0,-1.0,-873.874713303,-1.0,-873.874713303,1.0,873.874713303,1.0,873.874713303,-1.0,-873.874713303,0.0,0.0,1.0,873.874713303,1.0,873.874713303,1,873.874713303,1,873.874713303,1.0,873.874713303,0,0.0,-1.0,-873.874713303,1,873.874713303,-1,-873.874713303,1.0,873.874713303,1,873.874713303,-1.0,-873.874713303,0.0,0.0,0.0,0.0,1.0,873.874713303,-1.0,-873.874713303,1.0,873.874713303,0.0,0.0,1.0,873.874713303,-1.0,-873.874713303,-1,-873.874713303,-1,-873.874713303,0.0,0.0,-1.0,-873.874713303,1,873.874713303,-1.0,-873.874713303,1.0,873.874713303,1,873.874713303,1,873.874713303,1.0,873.874713303,-1.0,-873.874713303,-1.0,-873.874713303,-1.0,-873.874713303
