Date,Contract,ACT,LastPctChg,contractValue,group,timestamp,QTY,chgValue,abs_chgValue,Anti-19,PNL_Anti-19,50/50,PNL_50/50,29,PNL_29,LowestEquity,PNL_LowestEquity,24,PNL_24,25,PNL_25,26,PNL_26,27,PNL_27,20,PNL_20,21,PNL_21,22,PNL_22,23,PNL_23,RiskOff,PNL_RiskOff,28,PNL_28,Anti-18,PNL_Anti-18,2,PNL_2,4,PNL_4,6,PNL_6,8,PNL_8,benchmark,PNL_benchmark,Anti-33,PNL_Anti-33,30,PNL_30,11,PNL_11,10,PNL_10,13,PNL_13,12,PNL_12,15,PNL_15,14,PNL_14,17,PNL_17,16,PNL_16,19,PNL_19,18,PNL_18,Anti-Custom,PNL_Anti-Custom,RiskOn,PNL_RiskOn,AntiLowestEquity,PNL_AntiLowestEquity,Previous,PNL_Previous,Anti-1,PNL_Anti-1,Anti-3,PNL_Anti-3,Anti-2,PNL_Anti-2,Anti-5,PNL_Anti-5,Anti-4,PNL_Anti-4,Anti-7,PNL_Anti-7,Anti-6,PNL_Anti-6,Anti-9,PNL_Anti-9,Anti-8,PNL_Anti-8,Custom,PNL_Custom,AntiHighestEquity,PNL_AntiHighestEquity,Anti-Seasonality,PNL_Anti-Seasonality,1,PNL_1,3,PNL_3,5,PNL_5,7,PNL_7,9,PNL_9,Anti-32,PNL_Anti-32,Anti-31,PNL_Anti-31,Anti-30,PNL_Anti-30,Anti-36,PNL_Anti-36,Anti-35,PNL_Anti-35,Anti-34,PNL_Anti-34,Anti-15,PNL_Anti-15,Off,PNL_Off,Anti-14,PNL_Anti-14,Anti-17,PNL_Anti-17,Anti50/50,PNL_Anti50/50,HighestEquity,PNL_HighestEquity,Anti-16,PNL_Anti-16,Anti-11,PNL_Anti-11,Anti-10,PNL_Anti-10,Anti-13,PNL_Anti-13,Seasonality,PNL_Seasonality,33,PNL_33,32,PNL_32,31,PNL_31,Anti-12,PNL_Anti-12,36,PNL_36,35,PNL_35,34,PNL_34,Anti-28,PNL_Anti-28,Anti-29,PNL_Anti-29,Anti-Previous,PNL_Anti-Previous,Anti-20,PNL_Anti-20,Anti-21,PNL_Anti-21,Anti-22,PNL_Anti-22,Anti-23,PNL_Anti-23,Anti-24,PNL_Anti-24,Anti-25,PNL_Anti-25,Anti-26,PNL_Anti-26,Anti-27,PNL_Anti-27
20170711,@SX7,1.0,0.00433004570604,52187.5,grain,1499796689,1.0,225.974260284,225.974260284,0.0,0.0,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,0.0,0.0,-1.0,-225.974260284,1.0,225.974260284,-1.0,-225.974260284,1.0,225.974260284,-1,-225.974260284,-1,-225.974260284,-1,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,1.0,225.974260284,0,0.0,-1.0,-225.974260284,-1.0,-225.974260284,-1,-225.974260284,0,0.0,1.0,225.974260284,1.0,225.974260284,1.0,225.974260284,1.0,225.974260284,-1.0,-225.974260284,0.0,0.0,0.0,0.0,1.0,225.974260284,1,225.974260284,1.0,225.974260284,1,225.974260284,1.0,225.974260284,0.0,0.0,-1.0,-225.974260284,1.0,225.974260284,1.0,225.974260284,1.0,225.974260284,-1.0,-225.974260284,1.0,225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,-1,-225.974260284,1,225.974260284,0.0,0.0,1.0,225.974260284,-1.0,-225.974260284,1.0,225.974260284,1.0,225.974260284,1.0,225.974260284,0.0,0.0,1.0,225.974260284,1.0,225.974260284,1.0,225.974260284,1.0,225.974260284,-1.0,-225.974260284,0,0.0,-1.0,-225.974260284,1.0,225.974260284,1,225.974260284,1.0,225.974260284,0.0,0.0,1,225.974260284,0,0.0,-1.0,-225.974260284,-1.0,-225.974260284,1.0,225.974260284,-1.0,-225.974260284,0.0,0.0,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,-1.0,-225.974260284,1.0,225.974260284,1.0,225.974260284,-1,-225.974260284,1.0,225.974260284,-1.0,-225.974260284,1,225.974260284,1,225.974260284,1.0,225.974260284,0.0,0.0,1.0,225.974260284,-1.0,-225.974260284
20170711,QGCQ7,1.0,0.00197823936696,121560.0,metal,1499805857,1.0,240.474777448,240.474777448,0.0,0.0,-1.0,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,1.0,240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,1.0,240.474777448,1,240.474777448,1,240.474777448,1,240.474777448,0.0,0.0,-1.0,-240.474777448,-1.0,-240.474777448,0.0,0.0,1.0,240.474777448,-1.0,-240.474777448,0,0.0,-1.0,-240.474777448,1.0,240.474777448,1,240.474777448,1,240.474777448,-1.0,-240.474777448,1.0,240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,0.0,0.0,0.0,0.0,1.0,240.474777448,-1,-240.474777448,-1.0,-240.474777448,1,240.474777448,1.0,240.474777448,1.0,240.474777448,1.0,240.474777448,1.0,240.474777448,1.0,240.474777448,0.0,0.0,0.0,0.0,-1.0,-240.474777448,-1.0,-240.474777448,1.0,240.474777448,1.0,240.474777448,1,240.474777448,-1,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,0.0,0.0,1.0,240.474777448,1.0,240.474777448,0.0,0.0,-1.0,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,-1.0,-240.474777448,1.0,240.474777448,0,0.0,1.0,240.474777448,1.0,240.474777448,1,240.474777448,-1.0,-240.474777448,0.0,0.0,-1,-240.474777448,-1,-240.474777448,1.0,240.474777448,1.0,240.474777448,1.0,240.474777448,-1.0,-240.474777448,0.0,0.0,-1.0,-240.474777448,1.0,240.474777448,1.0,240.474777448,1.0,240.474777448,0.0,0.0,1.0,240.474777448,-1,-240.474777448,1.0,240.474777448,-1.0,-240.474777448,-1,-240.474777448,-1,-240.474777448,-1.0,-240.474777448,1.0,240.474777448,1.0,240.474777448,1.0,240.474777448
20170711,@WU7,1.0,0.0122727272727,27837.5,grain,1499796689,1.0,341.642045455,341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,1.0,341.642045455,1.0,341.642045455,0.0,0.0,-1.0,-341.642045455,1.0,341.642045455,1.0,341.642045455,1.0,341.642045455,0,0.0,-1,-341.642045455,-1,-341.642045455,-1.0,-341.642045455,1.0,341.642045455,1.0,341.642045455,0.0,0.0,1.0,341.642045455,-1.0,-341.642045455,0,0.0,-1.0,-341.642045455,-1.0,-341.642045455,-1,-341.642045455,-1,-341.642045455,0.0,0.0,-1.0,-341.642045455,1.0,341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,1.0,341.642045455,-1.0,-341.642045455,-1,-341.642045455,1.0,341.642045455,-1,-341.642045455,1.0,341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,1.0,341.642045455,0.0,0.0,0.0,0.0,-1.0,-341.642045455,-1.0,-341.642045455,1.0,341.642045455,1.0,341.642045455,1,341.642045455,-1,-341.642045455,1.0,341.642045455,1.0,341.642045455,-1.0,-341.642045455,0.0,0.0,1.0,341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,1.0,341.642045455,-1.0,-341.642045455,1.0,341.642045455,0.0,0.0,-1.0,-341.642045455,0,0.0,1.0,341.642045455,1.0,341.642045455,1,341.642045455,-1.0,-341.642045455,1.0,341.642045455,1,341.642045455,1,341.642045455,0.0,0.0,1.0,341.642045455,1.0,341.642045455,1.0,341.642045455,1.0,341.642045455,1.0,341.642045455,1.0,341.642045455,-1.0,-341.642045455,0.0,0.0,1.0,341.642045455,1.0,341.642045455,-1,-341.642045455,-1.0,-341.642045455,-1.0,-341.642045455,0,0.0,1,341.642045455,-1.0,-341.642045455,0.0,0.0,1.0,341.642045455,-1.0,-341.642045455
20170711,@EUU7,1.0,0.00524269299664,143806.25,currency,1499805857,1.0,753.932019747,753.932019747,0.0,0.0,1.0,753.932019747,1.0,753.932019747,-1.0,-753.932019747,-1.0,-753.932019747,1.0,753.932019747,1.0,753.932019747,1.0,753.932019747,1.0,753.932019747,-1.0,-753.932019747,-1,-753.932019747,-1,-753.932019747,-1,-753.932019747,0.0,0.0,1.0,753.932019747,1.0,753.932019747,-1.0,-753.932019747,-1.0,-753.932019747,1.0,753.932019747,0,0.0,-1.0,-753.932019747,-1.0,-753.932019747,1,753.932019747,0,0.0,1.0,753.932019747,-1.0,-753.932019747,1.0,753.932019747,1.0,753.932019747,1.0,753.932019747,0.0,0.0,0.0,0.0,-1.0,-753.932019747,-1,-753.932019747,1.0,753.932019747,1,753.932019747,-1.0,-753.932019747,0.0,0.0,1.0,753.932019747,-1.0,-753.932019747,1.0,753.932019747,1.0,753.932019747,-1.0,-753.932019747,1.0,753.932019747,-1.0,-753.932019747,-1.0,-753.932019747,1.0,753.932019747,-1,-753.932019747,-1,-753.932019747,0.0,0.0,-1.0,-753.932019747,-1.0,-753.932019747,1.0,753.932019747,1.0,753.932019747,-1.0,-753.932019747,-1.0,-753.932019747,1.0,753.932019747,1.0,753.932019747,-1.0,-753.932019747,0.0,0.0,-1.0,-753.932019747,0,0.0,-1.0,-753.932019747,-1.0,-753.932019747,-1,-753.932019747,1.0,753.932019747,0.0,0.0,-1,-753.932019747,0,0.0,-1.0,-753.932019747,1.0,753.932019747,1.0,753.932019747,1.0,753.932019747,1.0,753.932019747,1.0,753.932019747,-1.0,-753.932019747,1.0,753.932019747,0.0,0.0,0.0,0.0,-1.0,-753.932019747,1,753.932019747,-1.0,-753.932019747,1.0,753.932019747,1,753.932019747,1,753.932019747,1.0,753.932019747,-1.0,-753.932019747,-1.0,-753.932019747,-1.0,-753.932019747
20170711,QSIU7,1.0,0.011261117154,79025.0,metal,1499805857,1.0,889.909783096,889.909783096,1.0,889.909783096,1.0,889.909783096,1.0,889.909783096,1.0,889.909783096,1.0,889.909783096,0.0,0.0,-1.0,-889.909783096,1.0,889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,0,0.0,-1,-889.909783096,1,889.909783096,1.0,889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,1.0,889.909783096,1.0,889.909783096,-1.0,-889.909783096,0,0.0,-1.0,-889.909783096,1.0,889.909783096,-1,-889.909783096,0,0.0,0.0,0.0,1.0,889.909783096,1.0,889.909783096,-1.0,-889.909783096,1.0,889.909783096,1.0,889.909783096,-1.0,-889.909783096,1.0,889.909783096,-1,-889.909783096,-1.0,-889.909783096,-1,-889.909783096,1.0,889.909783096,0.0,0.0,-1.0,-889.909783096,1.0,889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,1.0,889.909783096,-1.0,-889.909783096,1.0,889.909783096,1.0,889.909783096,1.0,889.909783096,-1,-889.909783096,-1,-889.909783096,0.0,0.0,1.0,889.909783096,1.0,889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,1.0,889.909783096,0.0,0.0,-1.0,-889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,0,0.0,1.0,889.909783096,-1.0,-889.909783096,-1,-889.909783096,1.0,889.909783096,-1.0,-889.909783096,1,889.909783096,0,0.0,0.0,0.0,1.0,889.909783096,1.0,889.909783096,-1.0,-889.909783096,0.0,0.0,-1.0,-889.909783096,1.0,889.909783096,1.0,889.909783096,1.0,889.909783096,-1.0,-889.909783096,-1.0,-889.909783096,-1,-889.909783096,1.0,889.909783096,1.0,889.909783096,0,0.0,1,889.909783096,-1.0,-889.909783096,0.0,0.0,1.0,889.909783096,-1.0,-889.909783096
20170711,@TYU7,1.0,0.000999375390381,125203.125,rates,1499805857,2.0,250.249843848,250.249843848,1.0,250.249843848,1.0,250.249843848,1.0,250.249843848,1.0,250.249843848,1.0,250.249843848,0.0,0.0,-1.0,-250.249843848,1.0,250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,0,0.0,-1,-250.249843848,1,250.249843848,1.0,250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,1.0,250.249843848,1.0,250.249843848,-1.0,-250.249843848,0,0.0,-1.0,-250.249843848,1.0,250.249843848,-1,-250.249843848,0,0.0,0.0,0.0,1.0,250.249843848,1.0,250.249843848,-1.0,-250.249843848,1.0,250.249843848,1.0,250.249843848,-1.0,-250.249843848,1.0,250.249843848,-1,-250.249843848,-1.0,-250.249843848,-1,-250.249843848,1.0,250.249843848,0.0,0.0,-1.0,-250.249843848,1.0,250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,1.0,250.249843848,-1.0,-250.249843848,1.0,250.249843848,1.0,250.249843848,1.0,250.249843848,-1,-250.249843848,-1,-250.249843848,0.0,0.0,1.0,250.249843848,1.0,250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,1.0,250.249843848,0.0,0.0,-1.0,-250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,0,0.0,1.0,250.249843848,-1.0,-250.249843848,-1,-250.249843848,1.0,250.249843848,-1.0,-250.249843848,1,250.249843848,0,0.0,0.0,0.0,1.0,250.249843848,1.0,250.249843848,-1.0,-250.249843848,0.0,0.0,-1.0,-250.249843848,1.0,250.249843848,1.0,250.249843848,1.0,250.249843848,-1.0,-250.249843848,-1.0,-250.249843848,-1,-250.249843848,1.0,250.249843848,1.0,250.249843848,0,0.0,1,250.249843848,-1.0,-250.249843848,0.0,0.0,1.0,250.249843848,-1.0,-250.249843848
20170711,@USU7,1.0,0.000616776315789,152093.75,rates,1499805857,1.0,93.8078227796,93.8078227796,0.0,0.0,-1.0,-93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,1,93.8078227796,1,93.8078227796,1,93.8078227796,0.0,0.0,-1.0,-93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,0,0.0,-1.0,-93.8078227796,1.0,93.8078227796,-1,-93.8078227796,0,0.0,-1.0,-93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,0.0,0.0,0.0,0.0,1.0,93.8078227796,-1,-93.8078227796,-1.0,-93.8078227796,-1,-93.8078227796,1.0,93.8078227796,0.0,0.0,-1.0,-93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,1.0,93.8078227796,1.0,93.8078227796,1,93.8078227796,-1,-93.8078227796,0.0,0.0,1.0,93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,0.0,0.0,-1.0,-93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,0,0.0,1.0,93.8078227796,1.0,93.8078227796,1,93.8078227796,-1.0,-93.8078227796,0.0,0.0,1,93.8078227796,0,0.0,1.0,93.8078227796,1.0,93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,0.0,0.0,-1.0,-93.8078227796,1.0,93.8078227796,1.0,93.8078227796,1.0,93.8078227796,0.0,0.0,1.0,93.8078227796,-1,-93.8078227796,1.0,93.8078227796,-1.0,-93.8078227796,-1,-93.8078227796,-1,-93.8078227796,-1.0,-93.8078227796,1.0,93.8078227796,1.0,93.8078227796,1.0,93.8078227796
20170711,@PXU7,1.0,0.004,27610.0,currency,1499805857,3.0,331.32,331.32,0.0,0.0,1.0,331.32,-1.0,-331.32,1.0,331.32,-1.0,-331.32,1.0,331.32,1.0,331.32,1.0,331.32,-1.0,-331.32,1.0,331.32,-1,-331.32,-1,-331.32,-1,-331.32,0.0,0.0,-1.0,-331.32,1.0,331.32,0.0,0.0,1.0,331.32,-1.0,-331.32,0,0.0,-1.0,-331.32,1.0,331.32,-1,-331.32,-1,-331.32,1.0,331.32,-1.0,-331.32,1.0,331.32,1.0,331.32,-1.0,-331.32,0.0,0.0,0.0,0.0,1.0,331.32,-1,-331.32,1.0,331.32,-1,-331.32,1.0,331.32,-1.0,-331.32,-1.0,-331.32,-1.0,-331.32,1.0,331.32,0.0,0.0,0.0,0.0,-1.0,-331.32,-1.0,-331.32,1.0,331.32,1.0,331.32,-1,-331.32,-1,-331.32,1.0,331.32,1.0,331.32,-1.0,-331.32,0.0,0.0,1.0,331.32,-1.0,-331.32,-1.0,-331.32,-1.0,-331.32,-1.0,-331.32,1.0,331.32,0.0,0.0,-1.0,-331.32,0,0.0,-1.0,-331.32,1.0,331.32,-1,-331.32,1.0,331.32,0.0,0.0,1,331.32,1,331.32,-1.0,-331.32,1.0,331.32,1.0,331.32,1.0,331.32,1.0,331.32,1.0,331.32,1.0,331.32,-1.0,-331.32,0.0,0.0,0.0,0.0,1.0,331.32,-1,-331.32,1.0,331.32,-1.0,-331.32,1,331.32,1,331.32,1.0,331.32,-1.0,-331.32,-1.0,-331.32,-1.0,-331.32
20170711,@SFU7,1.0,0.00124951941561,130212.5,currency,1499805857,1.0,162.703046905,162.703046905,0.0,0.0,-1.0,-162.703046905,-1.0,-162.703046905,-1.0,-162.703046905,-1.0,-162.703046905,0.0,0.0,1.0,162.703046905,-1.0,-162.703046905,1.0,162.703046905,-1.0,-162.703046905,-1,-162.703046905,-1,-162.703046905,-1,-162.703046905,-1.0,-162.703046905,1.0,162.703046905,1.0,162.703046905,-1.0,-162.703046905,-1.0,-162.703046905,1.0,162.703046905,0,0.0,-1.0,-162.703046905,-1.0,-162.703046905,1,162.703046905,0,0.0,1.0,162.703046905,-1.0,-162.703046905,1.0,162.703046905,1.0,162.703046905,1.0,162.703046905,0.0,0.0,0.0,0.0,-1.0,-162.703046905,-1,-162.703046905,1.0,162.703046905,1,162.703046905,-1.0,-162.703046905,0.0,0.0,1.0,162.703046905,-1.0,-162.703046905,1.0,162.703046905,1.0,162.703046905,-1.0,-162.703046905,1.0,162.703046905,-1.0,-162.703046905,-1.0,-162.703046905,1.0,162.703046905,-1,-162.703046905,-1,-162.703046905,0.0,0.0,-1.0,-162.703046905,-1.0,-162.703046905,1.0,162.703046905,1.0,162.703046905,-1.0,-162.703046905,-1.0,-162.703046905,1.0,162.703046905,1.0,162.703046905,-1.0,-162.703046905,0.0,0.0,-1.0,-162.703046905,0,0.0,-1.0,-162.703046905,-1.0,-162.703046905,1,162.703046905,1.0,162.703046905,0.0,0.0,-1,-162.703046905,0,0.0,-1.0,-162.703046905,1.0,162.703046905,1.0,162.703046905,1.0,162.703046905,1.0,162.703046905,1.0,162.703046905,-1.0,-162.703046905,1.0,162.703046905,0.0,0.0,1.0,162.703046905,1.0,162.703046905,1,162.703046905,-1.0,-162.703046905,1.0,162.703046905,1,162.703046905,1,162.703046905,1.0,162.703046905,0.0,0.0,-1.0,-162.703046905,1.0,162.703046905
20170711,@EMDU7,1.0,0.00241019166762,174680.0,index,1499805857,1.0,421.0122805,421.0122805,0.0,0.0,1.0,421.0122805,1.0,421.0122805,-1.0,-421.0122805,-1.0,-421.0122805,1.0,421.0122805,1.0,421.0122805,1.0,421.0122805,1.0,421.0122805,-1.0,-421.0122805,-1,-421.0122805,-1,-421.0122805,-1,-421.0122805,0.0,0.0,1.0,421.0122805,1.0,421.0122805,-1.0,-421.0122805,-1.0,-421.0122805,1.0,421.0122805,0,0.0,-1.0,-421.0122805,-1.0,-421.0122805,1,421.0122805,0,0.0,1.0,421.0122805,-1.0,-421.0122805,1.0,421.0122805,1.0,421.0122805,1.0,421.0122805,0.0,0.0,0.0,0.0,-1.0,-421.0122805,-1,-421.0122805,1.0,421.0122805,1,421.0122805,-1.0,-421.0122805,0.0,0.0,1.0,421.0122805,-1.0,-421.0122805,1.0,421.0122805,1.0,421.0122805,-1.0,-421.0122805,1.0,421.0122805,-1.0,-421.0122805,-1.0,-421.0122805,1.0,421.0122805,-1,-421.0122805,-1,-421.0122805,0.0,0.0,-1.0,-421.0122805,-1.0,-421.0122805,1.0,421.0122805,1.0,421.0122805,-1.0,-421.0122805,-1.0,-421.0122805,1.0,421.0122805,1.0,421.0122805,-1.0,-421.0122805,0.0,0.0,-1.0,-421.0122805,0,0.0,-1.0,-421.0122805,-1.0,-421.0122805,-1,-421.0122805,1.0,421.0122805,0.0,0.0,-1,-421.0122805,0,0.0,-1.0,-421.0122805,1.0,421.0122805,1.0,421.0122805,1.0,421.0122805,1.0,421.0122805,1.0,421.0122805,-1.0,-421.0122805,1.0,421.0122805,0.0,0.0,0.0,0.0,-1.0,-421.0122805,1,421.0122805,-1.0,-421.0122805,1.0,421.0122805,1,421.0122805,1,421.0122805,1.0,421.0122805,-1.0,-421.0122805,-1.0,-421.0122805,-1.0,-421.0122805
20170711,@ADU7,1.0,0.00328947368421,76250.0,currency,1499805857,2.0,501.644736842,501.644736842,0.0,0.0,1.0,501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,1.0,501.644736842,1.0,501.644736842,1.0,501.644736842,-1.0,-501.644736842,1.0,501.644736842,-1,-501.644736842,-1,-501.644736842,-1,-501.644736842,0.0,0.0,-1.0,-501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,1.0,501.644736842,0,0.0,-1.0,-501.644736842,1.0,501.644736842,-1,-501.644736842,0,0.0,1.0,501.644736842,1.0,501.644736842,1.0,501.644736842,1.0,501.644736842,-1.0,-501.644736842,0.0,0.0,0.0,0.0,1.0,501.644736842,-1,-501.644736842,1.0,501.644736842,1,501.644736842,1.0,501.644736842,0.0,0.0,-1.0,-501.644736842,1.0,501.644736842,1.0,501.644736842,1.0,501.644736842,-1.0,-501.644736842,1.0,501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,1.0,501.644736842,-1,-501.644736842,-1,-501.644736842,0.0,0.0,1.0,501.644736842,-1.0,-501.644736842,1.0,501.644736842,1.0,501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,1.0,501.644736842,0.0,0.0,-1.0,-501.644736842,0,0.0,-1.0,-501.644736842,1.0,501.644736842,-1,-501.644736842,1.0,501.644736842,0.0,0.0,1,501.644736842,0,0.0,-1.0,-501.644736842,1.0,501.644736842,1.0,501.644736842,1.0,501.644736842,1.0,501.644736842,-1.0,-501.644736842,1.0,501.644736842,-1.0,-501.644736842,0.0,0.0,0.0,0.0,1.0,501.644736842,-1,-501.644736842,1.0,501.644736842,-1.0,-501.644736842,1,501.644736842,1,501.644736842,1.0,501.644736842,-1.0,-501.644736842,-1.0,-501.644736842,-1.0,-501.644736842
20170711,@NKDU7,1.0,0.00299177262528,88200.4735596,index,1499805857,1.0,263.875762332,263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,1.0,263.875762332,0.0,0.0,-1.0,-263.875762332,1.0,263.875762332,1.0,263.875762332,1.0,263.875762332,0,0.0,-1,-263.875762332,-1,-263.875762332,-1.0,-263.875762332,1.0,263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,1.0,263.875762332,0,0.0,-1.0,-263.875762332,-1.0,-263.875762332,-1,-263.875762332,0,0.0,0.0,0.0,1.0,263.875762332,1.0,263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,1.0,263.875762332,-1.0,-263.875762332,1,263.875762332,1.0,263.875762332,1,263.875762332,1.0,263.875762332,0.0,0.0,-1.0,-263.875762332,1.0,263.875762332,1.0,263.875762332,1.0,263.875762332,-1.0,-263.875762332,1.0,263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,1,263.875762332,-1,-263.875762332,0.0,0.0,1.0,263.875762332,-1.0,-263.875762332,1.0,263.875762332,1.0,263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,1.0,263.875762332,-1.0,-263.875762332,1.0,263.875762332,0.0,0.0,-1.0,-263.875762332,0,0.0,1.0,263.875762332,1.0,263.875762332,1,263.875762332,-1.0,-263.875762332,1.0,263.875762332,1,263.875762332,0,0.0,0.0,0.0,1.0,263.875762332,1.0,263.875762332,1.0,263.875762332,1.0,263.875762332,-1.0,-263.875762332,1.0,263.875762332,-1.0,-263.875762332,0.0,0.0,1.0,263.875762332,1.0,263.875762332,-1,-263.875762332,-1.0,-263.875762332,-1.0,-263.875762332,0,0.0,1,263.875762332,-1.0,-263.875762332,0.0,0.0,1.0,263.875762332,-1.0,-263.875762332
20170711,QPLV7,1.0,0.000332631112097,45110.0,metal,1499805857,1.0,15.0049894667,15.0049894667,0.0,0.0,-1.0,-15.0049894667,1.0,15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,-1.0,-15.0049894667,-1.0,-15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,-1.0,-15.0049894667,1,15.0049894667,1,15.0049894667,1,15.0049894667,0.0,0.0,1.0,15.0049894667,-1.0,-15.0049894667,0.0,0.0,-1.0,-15.0049894667,1.0,15.0049894667,0,0.0,1.0,15.0049894667,-1.0,-15.0049894667,1,15.0049894667,1,15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,-1.0,-15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,0.0,0.0,0.0,0.0,-1.0,-15.0049894667,-1,-15.0049894667,-1.0,-15.0049894667,1,15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,1.0,15.0049894667,1.0,15.0049894667,-1.0,-15.0049894667,0.0,0.0,0.0,0.0,1.0,15.0049894667,1.0,15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,1,15.0049894667,-1,-15.0049894667,-1.0,-15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,0.0,0.0,-1.0,-15.0049894667,-1.0,-15.0049894667,0.0,0.0,1.0,15.0049894667,-1.0,-15.0049894667,-1.0,-15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,0,0.0,1.0,15.0049894667,-1.0,-15.0049894667,1,15.0049894667,-1.0,-15.0049894667,0.0,0.0,-1,-15.0049894667,-1,-15.0049894667,1.0,15.0049894667,1.0,15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,0.0,0.0,-1.0,-15.0049894667,1.0,15.0049894667,1.0,15.0049894667,1.0,15.0049894667,0.0,0.0,-1.0,-15.0049894667,1,15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,-1,-15.0049894667,-1,-15.0049894667,-1.0,-15.0049894667,1.0,15.0049894667,1.0,15.0049894667,1.0,15.0049894667
