dates,signals,safef
2016-03-18 22:20:00,-1,1
2016-03-18 22:21:00,-1,1
2016-03-18 22:21:00,-1,1
2016-03-18 22:21:00,-1,1
2016-03-18 22:21:00,-1,1
2016-03-18 22:24:00,-1,1
2016-03-18 22:24:00,-1,1
2016-03-18 22:24:00,-1,1
2016-03-18 22:26:00,-1,1
2016-03-18 22:26:00,-1,1
2016-03-18 22:26:00,-1,1
2016-03-18 22:26:00,-1,1
2016-03-18 22:26:00,-1,1
2016-03-18 22:26:00,-1,1
2016-03-18 22:30:00,-1,1
2016-03-18 22:30:00,-1,1
2016-03-18 22:32:00,-1,1
2016-03-18 22:32:00,-1,1
2016-03-18 22:32:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:34:00,-1,1
2016-03-18 22:47:00,-1,1
2016-03-18 22:47:00,-1,1
2016-03-18 22:47:00,-1,1
2016-03-18 22:47:00,-1,1
2016-03-18 22:47:00,-1,1
2016-03-18 22:47:00,-1,1
2016-03-18 22:47:00,-1,1
2016-03-18 22:53:00,-1,1
2016-03-18 22:53:00,-1,1
2016-03-18 22:54:00,-1,1
2016-03-18 22:55:00,-1,1
2016-03-18 22:55:00,-1,1
2016-03-18 22:55:00,-1,1
2016-03-18 22:55:00,-1,1
2016-03-18 22:55:00,-1,1
2016-03-18 22:55:00,-1,1
2016-03-18 22:55:00,-1,1
2016-03-18 23:00:00,-1,1
2016-03-18 23:01:00,-1,1
2016-03-18 23:02:00,-1,1
2016-03-18 23:02:00,-1,1
2016-03-18 23:04:00,-1,1
2016-03-18 23:04:00,-1,1
2016-03-18 23:04:00,-1,1
2016-03-18 23:07:00,-1,1
2016-03-18 23:07:00,-1,1
2016-03-18 23:07:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:09:00,-1,1
2016-03-18 23:19:00,-1,1
2016-03-18 23:19:00,-1,1
