dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-05-12,-0.000301317517293,0.0,0.00131876094679,0.0,114213.26,3.16,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,-0.00112130126319,wf_is_short,109151.6,3.02,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f19_is8,1.0,,
2016-05-13,-0.00651544019654,0.0,0.00161514570617,0.0,114085.19,-128.07,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,109029.21,-122.39,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f20_is9,1.0,7.72946666667,20160513 00:07:43 EDT
2016-05-13 00:00:00,-0.0123713313392,0.0,0.00161514570617,0.0,113882.51,-248.84,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,108913.62,-237.98,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f20_is9,1.0,312.352783333,20160513 05:12:21 EDT
2016-05-13 00:00:00,0.0179703195126,0.000133455681255,0.00161514570617,2.05734479457,102865.18,675.55,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102214.35,673.31,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f18_is6,1.0,613.0947,20160513 10:13:05 EDT
2016-05-13 00:00:00,0.0172044054897,0.000128608762466,0.00161514570617,2.05677894094,102836.89,647.26,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102186.24,645.2,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f18_is6,1.0,1022.7344,20160513 17:02:44 EDT
2016-05-13 00:00:00,0.0141902371743,0.000147685420729,0.00161514570617,2.02962291624,101479.12,532.49,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101120.72,532.62,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f18_is6,1.0,1099.52708333,20160513 18:19:31 EDT
2016-05-13 00:00:00,0.0142735851546,0.000152760494837,0.00161514570617,2.05461455078,102728.67,539.04,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102078.7,537.66,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f18_is6,1.0,3.93,20160514 05:03:57 EDT
2016-05-13 00:00:00,0.014273589252,0.000144223541616,0.00161514570617,2.05357547783,102676.72,538.77,both_sellHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102078.7,537.66,0.0,1.0,sellHold,-1.0,sellHold,1.0,3.57,20160514 17:03:45 EDT
2016-05-13 00:00:00,0.0141613789731,0.000133609921393,0.00161514570617,2.05461455078,102728.67,539.04,both_sellHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102078.7,537.66,0.0,1.0,sellHold,-1.0,sellHold,1.0,2.44,20160515 05:03:27 EDT
2016-05-16 00:00:00,-5.55566512683e-05,0.0,0.00114208048144,2.0295824,101477.09,-2.03,both_sellHold DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,101120.72,0.0,0.0,1.0,sellHold,-1.0,sellHold,1.0,0.82,20160515 17:02:20 EDT
2016-05-16 00:00:00,-5.55566512683e-05,0.0,0.00114208048144,2.0295824,101477.09,-2.03,both_sellHold DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,101120.72,0.0,0.0,1.0,sellHold,-1.0,sellHold,1.0,362.2943,20160516 06:02:17 EDT
2016-05-16 00:00:00,-5.55566512683e-05,0.0,0.00114208048144,2.028556,101425.77,-2.03,both_sellHold DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,101120.72,0.0,0.0,1.0,sellHold,-1.0,sellHold,1.0,1022.77268333,20160516 17:02:46 EDT
2016-05-17 00:00:00,-0.000416686633242,0.0,0.00131876094679,0.0,101079.79,0.0,both_sellHold DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100836.25,0.0,0.0,1.0,sellHold,-1.0,sellHold,1.0,-297.692616667,20160516 19:02:18 EDT
2016-05-19 00:00:00,0.00112734203201,6e-05,0.00161514570617,0.0,103400.21,48.15,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,101964.05,23.75,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is10,1.0,-329.6166,20160518 18:30:23 EDT
2016-05-19 00:00:00,0.0116908057645,0.000271810386411,0.00161514570617,0.0,102276.12,-29.44,both_buyHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,101345.88,-14.58,0.0,1.0,buyHold,1.0,buyHold,1.0,-247.822883333,20160518 19:52:10 EDT
2016-05-19 00:00:00,0.00844776609987,0.00109550479823,0.00161514570617,0.0,102151.36,-154.2,both_buyHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,101284.07,-76.39,0.0,1.0,buyHold,1.0,buyHold,1.0,-219.366033333,20160518 20:20:38 EDT
