dates,dpsNetEquity,netEquity,CAR25,RS_netEquity,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-06-09 20:00:00,100868.6,100582.33,0.0683843956665,100582.33,6.10368075039e-05,0.00659380473396,0.0,-8.45,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,-0.000321022806577,wf_is_short,-4.21,0.0,1.0,sellHold,-1.0,sellHold,1.0,,
2016-06-10 00:00:00,100933.36,100614.62,0.0865186764805,99675.26,0.000120395019315,0.00659380473396,0.0,64.76,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,32.29,0.0,1.0,sellHold,-1.0,sellHold,1.0,-274.0589,20160609 19:25:56 EDT
2016-06-10 00:00:00,100801.51,100530.5,0.0574990136234,,8e-05,0.00131876094679,6.04845349999,235.38,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,236.75,4.02138097731,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is17,1.0,-180.899766667,20160609 20:59:06 EDT
2016-06-10 04:00:00,100436.6,100480.81,0.0615425102191,99429.01,3.99996e-05,0.00659380473396,0.0,-84.4,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-42.2,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is9,1.0,-193.028616667,20160610 00:46:58 EDT
2016-06-10 08:00:00,100510.49,100517.33,0.0647926571936,,7.1e-05,0.00131876094679,2.01025007294,265.9,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,267.93,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is13,1.0,-191.480066667,20160610 04:48:31 EDT
2016-06-10 12:00:00,100474.0,100458.31,0.0192321107669,,6e-05,0.00161514570617,0.0,45.05,both_sellHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,22.53,0.0,1.0,sellHold,-1.0,sellHold,1.0,-191.3558,20160610 08:48:38 EDT
2016-06-10 16:00:00,100514.33,100518.35,0.0615250877273,,8e-05,0.00186500961648,2.01032686784,335.04,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,337.06,0.0,1.0,sellHold,-1.0,sellHold,1.0,-191.537833333,20160610 12:48:27 EDT
2016-06-10 20:00:00,100885.73,100740.87,0.0897105103195,,5.9998800008e-05,0.00208514414057,8.071503801,297.8,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,148.91,4.02979599534,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is22,1.0,-191.826083333,20160610 16:48:10 EDT
2016-06-10 20:00:00,100735.64,100665.82,0.0763065854029,,5.09993400044e-05,0.00208514414057,8.05949566903,147.71,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,73.86,4.02679384207,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is22,1.0,47.7101833333,20160610 20:47:42 EDT
2016-06-10 20:00:00,101152.08,100665.82,0.0785094734177,,3.999982e-05,0.00208514414057,8.09281358385,148.32,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,73.86,4.02679384207,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is22,1.0,1.97,20160611 00:47:46 EDT
