dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.4_system,safef,cycleTime,timestamp
2016-06-10,-0.00072527469378,0.0,0.00161514570617,2.0023362775,100114.81,-22.14,both_gainAhead_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.00010055304173,wf_is_pv2e_p2p,100104.7,-10.07,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is22,1.0,,
2016-06-13,-0.000138891446766,0.0,0.00186500961648,4.00499507395,100120.87,6.06,both_gainAhead_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100110.76,6.06,4.00459063328,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is22,1.0,1275.57791667,20160613 21:15:34 EDT
2016-06-13 00:00:00,5.17323954563e-05,6.81730913625e-05,0.00186500961648,8.01032020022,100120.99,12.12,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100060.52,6.06,4.00258083121,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f93_is20,1.0,1854.0703,20160614 06:54:04 EDT
2016-06-14 00:00:00,0.000338425982838,0.000180325406349,0.00208514414057,2.00080871955,100038.44,28.17,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100046.45,30.17,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f94_is22,1.0,1278.9766,20160614 21:18:58 EDT
2016-06-15 00:00:00,0.000316996991678,0.00010534527731,0.00186500961648,0.0,100038.44,0.0,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100046.45,0.0,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f94_is22,1.0,1575.07031667,20160616 02:15:04 EDT
2016-06-16 00:00:00,0.000336847593774,9.08864734372e-05,0.00208514414057,0.0,100058.55,20.11,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100056.51,10.06,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f94_is22,1.0,1279.98878333,20160616 21:19:59 EDT
2016-06-16 00:00:00,0.000255295540197,7.99989090642e-05,0.00208514414057,2.00092989848,100044.49,8.05,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100056.51,10.06,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f94_is22,1.0,1539.91106667,20160617 01:39:54 EDT
2016-06-17 00:00:00,0.000114711230159,0.000394927540167,0.00228416096288,6.00255311698,100036.55,34.2,both_gainAhead_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,100056.59,36.21,4.00242356792,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is17,1.0,45.9,20160618 02:41:52 EDT
2016-06-17 00:00:00,-0.000251346073354,0.0,0.00228416096288,4.00653001809,100159.24,36.24,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100114.81,36.23,4.0047525038,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f93_is20,1.0,4.58,20160619 04:24:55 EDT
2016-06-20 00:00:00,0.000409891577391,0.0,0.00114208048144,2.00261743929,100128.87,48.31,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100120.76,50.31,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is22,1.0,1246.61538333,20160620 20:46:36 EDT
2016-06-20 00:00:00,0.000409891577391,0.0,0.00114208048144,2.00261743929,100128.87,48.31,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100120.76,50.31,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is22,1.0,2560.8104,20160621 18:40:48 EDT
2016-06-21 00:00:00,-0.000416686633242,0.0,0.00131876094679,6.0107508,100173.17,-6.01,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100116.76,-4.0,4.0048304,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is22,1.0,1471.27988333,20160622 00:31:16 EDT
2016-06-22 00:00:00,-0.000416686633242,0.0,0.00161514570617,4.0049144,100118.86,-4.0,both_gainAhead_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100112.76,-4.0,4.0046704,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is49,1.0,1231.77685,20160622 20:31:46 EDT
