dates,signals,safef,comment
2016-05-11 05:35:19.577000-04:00,1,1,
2016-05-11 06:42:51.694000-04:00,1,1,
2016-05-11 06:51:03.529000-04:00,1,1,
2016-05-11 06:55:25.142000-04:00,1,1,
2016-05-11 07:11:18.097000-04:00,1,1,
2016-05-11 08:05:42.914000-04:00,1,1,
2016-05-11 14:36:06.945000-04:00,1,1,
2016-05-11 15:10:23.952000-04:00,-1,1,
2016-05-11 17:02:02.425000-04:00,-1,1,
2016-05-11 17:43:18.923000-04:00,-1,1,
2016-05-11 18:21:54.833000-04:00,1,1,
2016-05-11 18:28:46.888000-04:00,-1,1,
2016-05-12 00:21:29.548000-04:00,-1,1,
2016-05-12 03:05:48.926000-04:00,-1,1,
2016-05-12 06:37:32.660000-04:00,1,1,
2016-05-12 08:56:34.073000-04:00,1,1,
2016-05-12 10:37:00.684000-04:00,-1,1,
2016-05-12 11:56:33.174000-04:00,1,1,
2016-05-12 11:58:37.592000-04:00,1,1,
2016-05-12 15:38:28.935000-04:00,1,1,
2016-05-12 16:06:46.038000-04:00,1,1,
2016-05-12 17:31:36.719000-04:00,1,1,
2016-05-12 19:57:21.846000-04:00,-1,1,
2016-05-12 20:20:03.591000-04:00,1,1,
2016-05-12 21:16:38.631000-04:00,1,1,
2016-05-13 00:29:10.435000-04:00,1,1,
2016-05-13 00:59:49.707000-04:00,1,1,
2016-05-13 03:23:43.755000-04:00,-1,1,
2016-05-13 04:43:16.654000-04:00,1,1,
2016-05-13 05:13:51.571000-04:00,1,1,
2016-05-13 06:03:42.440000-04:00,1,1,
2016-05-13 06:19:46.571000-04:00,-1,1,
2016-05-13 07:22:50.387000-04:00,-1,1,
2016-05-13 09:16:18.473000-04:00,1,1,
2016-05-13 10:23:21.514000-04:00,1,1,
2016-05-13 13:26:47.872000-04:00,1,1,
2016-05-13 13:38:22.124000-04:00,1,1,
2016-05-13 15:05:17.839000-04:00,1,1,
2016-05-13 15:18:15.177000-04:00,1,1,
2016-05-13 16:39:47.622000-04:00,1,1,
2016-05-13 17:27:57.333000-04:00,1,1,
2016-05-13 17:40:40.336000-04:00,1,1,
2016-05-13 19:02:30.271000-04:00,1,1,
2016-05-13 22:28:52.400000-04:00,1,1,
2016-05-13 23:35:12.119000-04:00,-1,1,
2016-05-13 23:50:30.550000-04:00,1,1,
2016-05-14 02:45:49.256000-04:00,1,1,
2016-05-14 05:41:17.353000-04:00,1,1,
2016-05-14 06:46:02.047000-04:00,1,1,
2016-05-14 07:03:42.095000-04:00,1,1,
2016-05-14 09:27:14.476000-04:00,-1,1,
2016-05-14 09:53:20.402000-04:00,1,1,
2016-05-14 11:02:59.719000-04:00,1,1,
2016-05-14 11:19:14.914000-04:00,1,1,
2016-05-14 13:39:20.128000-04:00,1,1,
2016-05-14 13:54:35.177000-04:00,-1,1,
2016-05-14 14:10:15.229000-04:00,1,1,
2016-05-14 16:32:25.536000-04:00,1,1,
2016-05-14 17:14:19.781000-04:00,-1,1,
2016-05-14 19:35:15.745000-04:00,1,1,
2016-05-14 19:47:33.162000-04:00,1,1,
2016-05-15 04:47:50.892000-04:00,1,1,
2016-05-15 05:13:15.326000-04:00,1,1,
2016-05-15 05:17:41.414000-04:00,1,1,
2016-05-15 07:52:51.625000-04:00,1,1,
2016-05-15 08:15:32.298000-04:00,1,1,
2016-05-15 08:32:01.910000-04:00,1,1,
2016-05-15 12:15:05.755000-04:00,1,1,
2016-05-15 15:04:42.293000-04:00,1,1,
2016-05-15 17:36:10.156000-04:00,1,1,
2016-05-15 20:17:13.298000-04:00,1,1,
2016-05-15 21:44:19.153000-04:00,1,1,
2016-05-15 21:51:53.101000-04:00,1,1,
2016-05-16 00:11:23.285000-04:00,1,1,
2016-05-16 06:01:25.074000-04:00,1,1,
2016-05-16 06:15:56.875000-04:00,1,1,
2016-05-16 08:09:37.114000-04:00,1,1,
2016-05-16 08:24:24.200000-04:00,1,1,
2016-05-16 08:40:23.659000-04:00,1,1,
2016-05-16 08:56:05.035000-04:00,-1,1,
2016-05-16 09:44:41.905000-04:00,-1,1,
2016-05-16 10:00:27.864000-04:00,-1,1,
2016-05-16 10:15:28.387000-04:00,-1,1,
2016-05-16 11:06:04.539000-04:00,1,1,
2016-05-16 13:01:45.985000-04:00,1,1,
2016-05-16 14:02:00.135000-04:00,1,1,
2016-05-16 15:27:35.026000-04:00,1,1,
2016-05-16 17:27:08.609000-04:00,1,1,
2016-05-16 18:16:56.016000-04:00,1,1,
2016-05-16 18:26:53.615000-04:00,1,1,
2016-05-16 22:13:02.447000-04:00,1,1,
2016-05-16 22:30:33.775000-04:00,1,1,
2016-05-17 01:34:46.149000-04:00,1,1,
2016-05-17 03:11:57.411000-04:00,1,1,
2016-05-17 04:06:55.434000-04:00,-1,1,
2016-05-17 04:17:57.635000-04:00,-1,1,
2016-05-17 05:44:01.418000-04:00,1,1,
2016-05-17 07:16:23.145000-04:00,1,1,
2016-05-17 09:08:48.528000-04:00,1,1,
2016-05-17 09:28:03.770000-04:00,1,1,
2016-05-17 11:31:12.719000-04:00,1,1,
2016-05-17 11:31:14.688000-04:00,1,1,
2016-05-17 13:40:58.634000-04:00,1,1,
2016-05-17 18:59:38.953000-04:00,1,1,
2016-05-17 21:46:15.279000-04:00,1,1,
2016-05-18 00:00:56.226000-04:00,1,1,
2016-05-18 00:03:53.245000-04:00,1,1,
2016-05-18 04:49:37.686000-04:00,1,1,
2016-05-18 07:54:40.302000-04:00,-1,1,
2016-05-18 08:30:44.729000-04:00,1,1,
2016-05-18 11:06:12.522000-04:00,-1,1,
2016-05-18 15:19:18.248000-04:00,-1,1,
2016-05-18 18:13:32.314000-04:00,-1,1,
2016-05-18 19:52:25.699000-04:00,-1,1,
2016-05-18 22:30:11.826000-04:00,1,1,
2016-05-18 22:44:43.819000-04:00,-1,1,
2016-05-19 01:40:35.607000-04:00,-1,1,
2016-05-19 03:15:55.214000-04:00,-1,1,
2016-05-19 06:11:35.989000-04:00,-1,1,
2016-05-19 07:18:33.183000-04:00,-1,1,
2016-05-19 07:35:16.368000-04:00,-1,1,
2016-05-19 09:27:38.881000-04:00,-1,1,
2016-05-19 11:32:50.138000-04:00,1,1,
2016-05-19 11:50:35.804000-04:00,1,1,
2016-05-19 12:14:19.924000-04:00,1,1,
2016-05-19 13:41:29.674000-04:00,1,1,
2016-05-19 14:09:33.810000-04:00,1,1,
2016-05-19 16:35:11.753000-04:00,1,1,
2016-05-19 17:04:03.486000-04:00,1,1,
2016-05-19 17:56:10.405000-04:00,1,1,
2016-05-19 20:51:06.539000-04:00,1,1,
2016-05-19 21:38:28.510000-04:00,1,1,
2016-05-19 21:51:56.843000-04:00,1,1,
2016-05-19 23:12:11.183000-04:00,1,1,
2016-05-20 00:46:21.657000-04:00,-1,1,
2016-05-20 01:05:52.862000-04:00,1,1,
2016-05-20 01:52:54.397000-04:00,1,1,
2016-05-20 04:36:10.018000-04:00,1,1,
2016-05-20 06:25:44.192000-04:00,-1,1,
2016-05-20 06:26:06.999000-04:00,-1,1,
2016-05-20 06:49:54.874000-04:00,-1,1,
2016-05-20 15:30:27.490000-04:00,-1,1,
2016-05-20 15:54:13.436000-04:00,-1,1,
2016-05-20 17:21:34.159000-04:00,-1,1,
2016-05-20 17:30:11.704000-04:00,-1,1,
2016-05-20 17:39:23.085000-04:00,-1,1,
2016-05-20 22:40:52.465000-04:00,-1,1,
2016-05-21 00:36:42.394000-04:00,-1,1,
2016-05-21 00:50:47.080000-04:00,-1,1,
2016-05-21 04:41:14.502000-04:00,-1,1,
2016-05-21 06:31:45.900000-04:00,1,1,
2016-05-21 07:57:49.303000-04:00,-1,1,
2016-05-21 08:29:45.337000-04:00,-1,1,
2016-05-21 08:37:50.330000-04:00,-1,1,
2016-05-21 09:00:51.926000-04:00,-1,1,
2016-05-21 11:59:53.466000-04:00,-1,1,
2016-05-21 17:30:14.546000-04:00,-1,1,
2016-05-21 18:04:41.459000-04:00,-1,1,
2016-05-21 19:39:52.569000-04:00,-1,1,
2016-05-21 20:59:37.703000-04:00,-1,1,
2016-05-21 21:32:22.020000-04:00,-1,1,
2016-05-21 22:34:33.002000-04:00,-1,1,
2016-05-22 00:30:43.868000-04:00,-1,1,
2016-05-22 00:56:36.897000-04:00,-1,1,
2016-05-22 01:12:52.033000-04:00,-1,1,
2016-05-22 01:28:13.527000-04:00,-1,1,
2016-05-22 04:28:44.938000-04:00,-1,1,
