dates,CAR25,cycleTime,dd95,gainAhead,prior_index,safef,signals,system,timestamp,ddTol
2016-03-21 23:30:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160321 22:32:42 EST,
2016-03-21 23:39:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160321 22:41:19 EST,
2016-03-21 23:47:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160321 22:49:33 EST,
2016-03-21 23:58:00,,,,0.0,0,1.0,-1.0,NZDJPY_ALL_DF1_LDA_i250_gainAhead,20160321 23:01:55 EST,
2016-03-22 00:08:00,,,,0.0,0,1.0,1.0,NZDJPY_ALL_DF1_LDA_i250_gainAhead,20160321 23:10:57 EST,
2016-03-22 00:19:00,,,,0.0,0,1.0,-1.0,NZDJPY_ALL_DF1_LDA_i250_gainAhead,20160321 23:21:36 EST,
2016-03-22 00:29:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160321 23:30:57 EST,
2016-03-22 00:33:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_GNBayes_i25_ZZ 0.009,-0.009",20160321 23:34:34 EST,
2016-03-22 00:39:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_GNBayes_i25_ZZ 0.009,-0.009",20160321 23:41:19 EST,
2016-03-22 00:48:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160321 23:50:30 EST,
2016-03-22 00:56:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:58:04 EST,
2016-03-22 01:03:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 00:06:04 EST,
2016-03-22 01:14:00,,,,0.0,0,1.0,1.0,"NZDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 00:16:52 EST,
