dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-30,0.0224833643506,3.99996000001e-05,0.00228416096288,0.0,119987.78,1765.34,both_gainAhead_PCA10_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.00765184122429,wf_is_pv3s_v2v,113067.79,837.93,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is30,1.0,,,,
2016-05-31,0.06995547661,3.999982e-05,0.00246717581898,9.74592279063,121814.29,1826.51,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,113928.41,860.62,4.55731867107,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is30,1.0,1404.0621,20160531 23:24:03 EDT,,
2016-06-01 00:00:00,0.0963082084999,0.000120142248047,0.00263752189358,0.0,119308.63,1647.37,both_gainAhead_PCA10_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,112624.1,782.94,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is19,1.0,1300.55131667,20160601 21:40:33 EDT,,
2016-06-01 00:00:00,0.0479334005505,0.0,0.00263752189358,2.02941168168,101468.55,703.37,both_gainAhead_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101468.56,705.39,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f91_is18,1.0,1928.72473333,20160602 08:08:43 EDT,,
2016-06-02 00:00:00,-0.00104451933467,0.0,0.00279751442472,2.01253680318,100624.83,-73.2,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100662.44,-35.59,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f92_is19,1.0,1222.28645,20160602 20:22:17 EDT,,
2016-06-03 00:00:00,0.00328444036788,0.0,0.0029488391231,2.01972775283,100984.37,953.02,both_zigZag_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100984.37,955.02,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is19,1.0,1258.8877,20160603 20:58:53 EDT,,
2016-06-06 00:00:00,0.0107801622486,0.0,0.00309276856414,2.03206038249,101600.99,646.25,both_gainAhead_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,101600.99,648.27,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f92_is19,1.0,1237.9665,20160606 20:37:57 EDT,,
2016-06-07 00:00:00,0.0443187755299,0.0,0.00323029141235,2.05300645661,102648.27,2006.12,both_gainAhead_VotingSoft DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102648.27,2008.13,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f92_is19,1.0,1232.73061667,20160607 20:32:43 EDT,,
2016-06-08 00:00:00,0.00254068796364,0.0,0.00336219390073,2.04129931137,102062.92,67.56,both_gainAhead_VotingSoft DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102062.92,69.6,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f92_is19,1.0,1335.20275,20160608 22:15:12 EDT,,
2016-06-08 00:00:00,0.0,0.0,0.00336219390073,0.0,100068.24,68.24,both_zigZag_PCA10_VotingSoft DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100066.24,68.24,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is30,1.0,2680.39458333,20160609 20:40:23 EDT,,
2016-06-08 00:00:00,0.0,0.0,0.00336219390073,0.0,100068.24,68.24,both_zigZag_PCA10_VotingSoft DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100066.24,68.24,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is30,1.0,2748.31903333,20160609 21:48:19 EDT,,
2016-06-08 00:00:00,0.00254068796364,0.0,0.00336219390073,2.00136487716,100066.24,66.24,both_zigZag_VotingSoft DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100066.24,68.24,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f93_is19,1.0,2787.44688333,20160609 22:27:26 EDT,,
2016-06-08 00:00:00,0.0,0.0,0.00336219390073,0.0,100068.24,68.24,both_zigZag_VotingSoft DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100066.24,68.24,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f93_is19,1.0,2895.90726667,20160610 00:15:54 EDT,,
2016-06-10 00:00:00,0.0,0.0,0.00348911350395,0.0,102546.03,2546.03,both_zigZag_PCA10_VotingSoft DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,102543.98,2545.98,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is30,1.0,2.84,20160611 22:09:59 EDT,,
2016-06-13 00:00:00,0.0191030719491,0.0,0.00114208048144,0.0,118094.25,4707.9,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,109114.7,2219.2,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1268.13878333,20160613 21:08:08 EDT,gainAhead_PCA10_f10_is19,
2016-06-13 00:00:00,0.0191030719491,0.0,0.00114208048144,0.0,127163.79,5069.46,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,114272.11,2324.09,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1866.07446667,20160614 07:06:04 EDT,gainAhead_PCA10_f10_is19,
2016-06-14 00:00:00,0.0367280434367,7.99976000319e-05,0.00131876094679,0.0,129435.65,2271.86,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,115292.88,1020.77,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1274.85736667,20160614 21:14:51 EDT,gainAhead_PCA10_f10_is36,
2016-06-15 00:00:00,-0.00447489513073,0.0,0.00161514570617,7.67467383692,127903.56,-1532.09,both_gainAhead_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,114609.37,-683.51,4.58455812215,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1540.75923333,20160616 01:40:45 EDT,gainAhead_PCA10_f10_is36,
2016-06-16 00:00:00,-0.0064431349443,0.0,0.00186500961648,0.0,125810.04,-2093.52,both_gainAhead_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,112733.45,-1875.92,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1275.50855,20160616 21:15:30 EDT,gainAhead_PCA10_f10_is36,
