dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-04-28 01:30:00,99107.12,99305.88,-0.451846371378,0.0,0.00437383524868,3.96444332419,-46.36,both_best_wf_is_short DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,-0.000248948979485,wf_is_short,-46.45,3.97239392315,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f25_is22,99305.88,1.0,,
2016-04-28 02:00:00,99127.83,99326.63,-0.233028239725,0.0,0.004472135955,3.96527170466,20.71,both_best_wf_is_short DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,20.75,3.9732240839,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f26_is23,99729.36,1.0,-11.1597833333,20160428 01:48:50 EDT
2016-04-28 02:30:00,98829.69,98869.31,-0.228545878647,0.0,0.004472135955,0.0,64.08,both_best_wf_is_short DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,64.11,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f27_is24,99768.51,1.0,-7.31581666667,20160428 02:22:41 EDT
2016-04-28 03:00:00,98756.98,99057.82,-0.112052161559,0.0,0.004472135955,3.95043721004,-99.58,both_best_wf_is_short DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-99.88,3.96247115763,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f28_is25,99774.76,1.0,-7.39223333333,20160428 02:52:36 EDT
2016-04-28 03:30:00,99046.21,99078.16,-0.301390432168,0.0,0.00456832192576,0.0,126.67,both_best_wf_is_short DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_short,126.71,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f29_is26,99965.71,1.0,2.10385,20160428 03:32:06 EDT
2016-04-28 04:00:00,99051.32,99198.34,-0.253481585339,0.0,0.00427327386967,0.0,16.35,both_finalWorst DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,16.38,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f31_is28,99978.35,1.0,1.82303333333,20160428 04:01:49 EDT
2016-04-28 04:30:00,98472.33,98487.43,-0.0337589479185,0.0,0.00427327386967,0.0,43.23,both_best_wf_is_short DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,43.23,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f22_is28,100094.97,1.0,-4.226,20160428 04:25:46 EDT
2016-04-28 05:00:00,98639.93,98941.19,0.0459571005346,0.00194787819772,0.00427327386967,5.91875086406,23.52,both_best_wf_is_short DPS wl21.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,25.57,3.95780588203,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f22_is29,100268.33,1.0,-12.1886333333,20160428 04:47:48 EDT
2016-04-28 05:30:00,99168.98,99187.44,0.123514163175,0.00173453516999,0.00437383524868,2.0,-99.48,both_best_wf_is_short DPS wl22.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,-59.23,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f23_is30,100065.05,1.0,-13.2951166667,20160428 05:16:42 EDT
2016-04-28 06:00:00,98991.06,99449.16,-0.0247759928787,0.0,0.00437383524868,2.0,-227.59,both_best_wf_is_short DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-113.18,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f24_is31,99896.29,1.0,-17.4584666667,20160428 05:42:32 EDT
2016-04-28 06:30:00,99305.82,99556.24,-0.147875832636,0.0,0.00417028828114,2.0,-56.14,both_best_wf_is_short DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-28.27,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f19_is32,99761.49,1.0,-6.30968333333,20160428 06:23:41 EDT
2016-04-28 07:00:00,99477.83,99633.58,-0.291145148111,0.0,0.00427327386967,0.0,-0.7,both_best_wf_is_short DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-0.7,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f20_is33,99883.99,1.0,-7.76906666667,20160428 06:52:13 EDT
2016-04-28 07:30:00,98890.73,99255.78,-0.212259059185,0.0,0.00427327386967,0.0,161.54,both_best_wf_is_short DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,162.14,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f20_is34,100052.81,1.0,-10.0948,20160428 07:19:54 EDT
2016-04-28 08:00:00,99383.12,99566.58,-0.0637896494938,0.0,0.00395628284037,3.97548385638,-405.66,both_best_wf_is_pv2e_p2p DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-406.41,3.98282259608,1.0,gainAhead_VotingHard,1.0,gainAhead_VotingHard_f24_is51,100291.65,1.0,-8.8192,20160428 07:51:10 EDT
2016-04-28 08:30:00,99093.79,99296.59,0.302910658641,0.00224432630578,0.00406469422349,5.57156003134,-69.7,both_best_wf_is_pv2e_p2p DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.81109770581,0.0,wf_is_pv2e_p2p,-68.23,3.9720226489,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f24_is52,100259.19,1.0,-7.58803333333,20160428 08:22:24 EDT
2016-04-28 09:00:00,98943.43,98988.38,-0.113844068921,0.0,0.00417028828114,4.82418743656,283.43,both_best_wf_is_pv2e_p2p DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,196.8,3.95969349069,1.0,gainAhead_VotingHard,1.0,gainAhead_VotingHard_f24_is53,100423.64,1.0,-11.68155,20160428 08:48:19 EDT
2016-04-28 09:30:00,98803.61,99060.27,0.582771779253,0.00155890200837,0.00384481582077,6.89108099224,-35.74,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-23.41,3.96256932682,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f21_is54,100528.85,1.0,-12.3513333333,20160428 09:17:38 EDT
2016-04-28 10:00:00,98150.82,98385.68,0.41401409176,0.00239609912559,0.00427327386967,6.83453982632,-0.99,both_best_wf_is_pv2e_p2p DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.78342950174,0.0,wf_is_pv2e_p2p,-0.49,3.93558475516,1.0,gainAhead_VotingHard,1.0,gainAhead_VotingHard_f22_is55,100514.21,1.0,-14.7967166667,20160428 09:45:12 EDT
2016-04-28 10:30:00,97956.79,98210.34,0.130225682679,0.00218935928568,0.00348911350395,6.47795546141,-195.64,both_best_wf_is_pv2e_p2p DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.59366876272,0.0,wf_is_pv2e_p2p,-114.57,3.92857064159,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f19_is40,100335.13,1.0,-22.6855666667,20160428 10:07:18 EDT
2016-04-28 11:00:00,98631.93,99038.2,0.0273227844077,0.0031627468612,0.00361157559257,2.0,208.52,both_best_wf_is_pv2e_p2p DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.14191105108,0.0,wf_is_pv2e_p2p,117.34,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f20_is41,100630.96,1.0,-13.42675,20160428 10:46:34 EDT
2016-04-28 11:30:00,98279.83,98758.06,0.249255171759,0.0027349833907,0.00373001923296,2.0,19.06,both_best_wf_is_pv2e_p2p DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.36381787387,0.0,wf_is_pv2e_p2p,21.16,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f20_is42,100342.74,1.0,-21.8205833333,20160428 11:08:10 EDT
2016-04-28 12:00:00,99298.42,99385.56,0.188631679431,0.00214107567534,0.00373001923296,2.0,284.8,both_best_wf_is_pv2e_p2p DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.74212395943,0.0,wf_is_pv2e_p2p,213.65,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f20_is43,100521.0,1.0,-17.6554666667,20160428 11:42:20 EDT
2016-04-28 12:30:00,99095.69,99240.51,0.387506697416,0.00218186950696,0.00384481582077,2.0,-129.59,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.76216579796,0.0,wf_is_pv2e_p2p,-79.41,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f21_is44,100457.57,1.0,-14.8032333333,20160428 12:15:11 EDT
2016-04-28 13:00:00,98587.79,99047.29,0.322318832,0.0022650069051,0.00361157559257,6.71151600065,-192.86,both_best_wf_is_pv2e_p2p DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.59450974937,0.0,wf_is_pv2e_p2p,-107.25,3.9620500736,1.0,gainAhead_VotingHard,1.0,gainAhead_VotingHard_f21_is45,100354.62,1.0,-21.8900166667,20160428 12:38:06 EDT
2016-04-28 13:30:00,98887.43,99168.74,-0.14467643381,0.0,0.00373001923296,5.13313112304,-25.1,both_best_wf_is_pv2e_p2p DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-16.52,3.96690828443,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f22_is46,100302.14,1.0,-18.56845,20160428 13:11:25 EDT
2016-04-28 14:00:00,99153.52,99224.98,-0.0636055610791,0.0,0.00373001923296,2.0,26.59,both_best_wf_is_pv2e_p2p DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,22.67,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f22_is47,100306.11,1.0,-10.7201666667,20160428 13:49:16 EDT
2016-04-28 14:30:00,98990.91,99285.09,-0.0427090418862,0.0,0.00373001923296,2.0,97.67,both_best_wf_is_pv2e_p2p DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,68.04,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f22_is48,100366.87,1.0,-22.7424833333,20160428 14:07:15 EDT
2016-04-28 15:00:00,99359.21,99467.41,-0.116929177792,0.0,0.00373001923296,0.0,40.2,both_best_wf_is_pv2e_p2p DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,40.24,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f23_is49,100750.08,1.0,-17.64,20160428 14:42:21 EDT
2016-04-28 15:30:00,99755.33,99933.83,0.083243745751,0.00203814951515,0.00384481582077,2.0,-81.79,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.88642481437,0.0,wf_is_pv2e_p2p,-79.93,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f23_is50,100808.9,1.0,-22.58325,20160428 15:07:25 EDT
2016-04-28 16:00:00,99521.64,99857.49,-0.0690430381571,0.0,0.00417028828114,0.0,-145.5,both_best_wf_is_pv2e_p2p DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-146.0,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f22_is56,100731.88,1.0,-20.7831333333,20160428 15:39:13 EDT
