dates,signals,safef,comment
2016-05-03 02:36:21.778000-04:00,-1,1,
2016-05-03 02:59:28.343000-04:00,-1,1,
2016-05-03 03:00:12.082000-04:00,-1,1,
2016-05-03 03:08:11.959000-04:00,1,1,
2016-05-03 03:22:22.430000-04:00,1,1,
2016-05-03 03:38:05.656000-04:00,-1,1,
2016-05-03 03:55:25.680000-04:00,-1,1,
2016-05-03 04:08:24.090000-04:00,1,1,
2016-05-03 04:25:47.138000-04:00,1,1,
2016-05-03 04:42:34.130000-04:00,-1,1,
2016-05-03 04:58:58.263000-04:00,-1,1,
2016-05-03 05:13:58.210000-04:00,1,1,
2016-05-03 05:29:32.546000-04:00,1,1,
2016-05-03 05:46:02.055000-04:00,-1,1,
2016-05-03 06:02:26.473000-04:00,-1,1,
2016-05-03 06:18:16.471000-04:00,-1,1,
2016-05-03 06:35:29.934000-04:00,-1,1,
2016-05-03 06:50:38.913000-04:00,-1,1,
2016-05-04 19:50:33.057000-04:00,-1,1,
2016-05-04 20:05:05.672000-04:00,-1,1,
2016-05-04 20:19:39.894000-04:00,-1,1,
2016-05-04 20:34:57.834000-04:00,-1,1,
2016-05-04 20:50:29.916000-04:00,-1,1,
2016-05-04 21:06:12.910000-04:00,-1,1,
2016-05-04 21:21:29.614000-04:00,-1,1,
2016-05-04 21:36:20.656000-04:00,-1,1,
2016-05-04 21:54:46.759000-04:00,-1,1,
2016-05-04 22:35:28.059000-04:00,-1,1,
2016-05-04 22:51:10.483000-04:00,-1,1,
2016-05-04 23:21:11.708000-04:00,-1,1,
2016-05-04 23:38:01.284000-04:00,-1,1,
2016-05-04 23:52:43.145000-04:00,-1,1,
2016-05-05 00:10:05.045000-04:00,-1,1,
2016-05-05 00:25:14.719000-04:00,-1,1,
2016-05-05 00:41:24.500000-04:00,-1,1,
2016-05-05 00:56:42.238000-04:00,-1,1,
2016-05-05 01:13:30.834000-04:00,1,1,
2016-05-05 01:30:10.206000-04:00,-1,1,
2016-05-05 01:44:25.308000-04:00,-1,1,
2016-05-05 02:01:19.868000-04:00,1,1,
2016-05-05 02:17:51.190000-04:00,-1,1,
2016-05-05 02:33:52.641000-04:00,-1,1,
2016-05-05 02:48:45.201000-04:00,-1,1,
2016-05-05 03:05:15.044000-04:00,-1,1,
2016-05-05 03:22:31.079000-04:00,-1,1,
2016-05-05 03:36:36.995000-04:00,-1,1,
2016-05-05 03:53:05.274000-04:00,-1,1,
