dates,signals,safef
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:12:00,-1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:26:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:44:00,1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 22:59:00,-1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:13:00,1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:26:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:44:00,-1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-18 23:58:00,1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
2016-03-19 00:14:00,-1,1
