dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-27,-0.0125797072494,0.0,0.00246717581898,0.0,102942.62,118.72,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,-8.14597588792e-05,wf_is_pv2e_p2p,101904.09,117.53,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is21,1.0,,,,
2016-05-31,-0.00168967169885,0.0,0.00263752189358,0.0,102951.01,8.39,both_gainAhead_PCA10_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,101912.39,8.3,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is21,1.0,1415.15141667,20160531 23:35:09 EDT,,
2016-06-01 00:00:00,0.0105793451875,0.00233934736715,0.00279751442472,2.05680856046,102838.37,564.51,both_buyHold DPS wl9.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,102274.94,563.45,0.0,1.0,buyHold,1.0,buyHold,1.0,1344.59345,20160601 22:24:35 EDT,,
2016-06-01 00:00:00,0.019778296276,0.000166709899143,0.00279751442472,0.0,101440.7,1111.59,both_zigZag_PCA10_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100893.12,555.84,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1923.38778333,20160602 08:03:23 EDT,,
2016-06-02 00:00:00,0.0215378007849,0.000105165620459,0.00208514414057,0.0,101694.08,491.95,both_zigZag_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100900.49,244.65,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1221.32855,20160602 20:21:19 EDT,,
2016-06-03 00:00:00,0.0347809061442,0.0,0.00228416096288,0.0,102833.35,1231.73,both_zigZag_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101411.54,611.01,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f92_is20,1.0,1259.51016667,20160603 20:59:30 EDT,,
2016-06-06 00:00:00,0.00896501386987,0.0,0.00246717581898,0.0,102108.5,98.34,both_zigZag_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,101452.16,48.88,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f96_is28,1.0,1239.67525,20160606 20:39:40 EDT,,
2016-06-07 00:00:00,0.0188947200589,0.000762869796967,0.00263752189358,0.0,101733.23,374.74,both_zigZag_PCA10_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100986.4,186.34,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is20,1.0,1235.9416,20160607 20:35:56 EDT,,
2016-06-08 00:00:00,0.0141171352813,0.000682563837802,0.00279751442472,0.0,100850.49,161.55,both_zigZag_PCA10_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100822.36,80.82,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is20,1.0,1341.23143333,20160608 22:21:13 EDT,,
2016-06-09 00:00:00,0.00655076613794,0.00061831674718,0.0029488391231,0.0,100423.76,208.86,both_zigZag_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100319.32,104.43,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is20,1.0,1248.35365,20160609 20:48:21 EDT,,
2016-06-09 00:00:00,0.00766293311063,0.000788267108833,0.0029488391231,0.0,100423.76,208.86,both_zigZag_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100319.32,104.43,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is20,1.0,1307.59605,20160609 21:47:35 EDT,,
2016-06-09 00:00:00,0.0105198757939,0.0,0.0029488391231,0.0,100597.17,209.23,both_zigZag_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100412.08,104.53,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is28,1.0,1356.85981667,20160609 22:36:51 EDT,,
2016-06-09 00:00:00,0.0101663581019,0.0,0.0029488391231,0.0,100597.17,209.23,both_zigZag_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100412.08,104.53,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is28,1.0,1456.25678333,20160610 00:16:15 EDT,,
2016-06-10 00:00:00,0.0142192364466,0.0,0.00309276856414,0.0,100794.02,321.82,both_zigZag_PCA10_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100528.44,160.74,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is20,1.0,3.06,20160611 22:10:10 EDT,,
2016-06-13 00:00:00,0.00955543529331,0.000540394524924,0.00323029141235,0.0,103884.81,165.84,both_gainAhead_PCA10_VotingSoft DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102377.26,81.78,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1294.44451667,20160613 21:34:26 EDT,gainAhead_PCA10_f10_is20,
2016-06-13 00:00:00,0.00877010702696,0.000611919196324,0.00323029141235,0.0,104511.8,166.85,both_gainAhead_PCA10_VotingSoft DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102833.38,82.15,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1882.60631667,20160614 07:22:36 EDT,gainAhead_PCA10_f10_is20,
2016-06-14 00:00:00,0.0435607982715,0.000499321668939,0.00336219390073,0.0,107924.59,1513.12,both_gainAhead_PCA10_VotingSoft DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,104070.6,734.69,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1251.06915,20160614 20:51:04 EDT,gainAhead_PCA10_f10_is20,
2016-06-15 00:00:00,0.0492981651181,0.000267462888885,0.00348911350395,0.0,105805.66,234.47,both_gainAhead_PCA10_VotingSoft DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103679.51,115.01,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1544.5483,20160616 01:44:32 EDT,gainAhead_PCA10_f10_is20,
2016-06-16 00:00:00,0.0433461903216,0.000467113534759,0.00361157559257,0.0,106772.85,370.94,both_gainAhead_PCA10_VotingSoft DPS wl15.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103860.24,180.73,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1258.22281667,20160616 20:58:13 EDT,gainAhead_PCA10_f10_is20,
2016-06-16 00:00:00,0.0537375802,0.000320758433281,0.00361157559257,0.0,107031.75,371.84,both_gainAhead_PCA10_VotingSoft DPS wl15.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103860.24,180.73,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1508.77018333,20160617 01:08:46 EDT,gainAhead_PCA10_f10_is20,
2016-06-17 00:00:00,0.0259193238104,0.00464384054672,0.00373001923296,0.0,105946.01,-657.68,both_gainAhead_PCA10_VotingSoft DPS wl16.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103539.86,-320.38,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,55.79,20160618 02:51:51 EDT,gainAhead_PCA10_f10_is20,
2016-06-17 00:00:00,0.0372852878699,0.0,0.00373001923296,0.0,102867.12,630.74,both_zigZag_PCA10_VotingSoft DPS wl16.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101547.41,312.28,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,,1.0,11.66,20160619 04:38:38 EDT,zigZag_PCA10_f10_is20,
2016-06-20 00:00:00,0.0080141096233,0.0,0.00114208048144,8.37301140514,104654.27,1787.15,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102429.56,882.15,4.09734614643,1.0,zigZag_PCA10_VotingSoft,1.0,,1.0,1239.64461667,20160620 20:39:38 EDT,zigZag_PCA10_f10_is20,
2016-06-20 00:00:00,0.0080141096233,0.0,0.00114208048144,8.37301140514,104654.27,1787.15,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102429.56,882.15,4.09734614643,1.0,zigZag_PCA10_VotingSoft,1.0,,1.0,2556.75688333,20160621 18:36:45 EDT,zigZag_PCA10_f10_is20,
2016-06-21 00:00:00,-0.0124309055093,0.0,0.00131876094679,2.08102343835,104049.09,-605.18,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,102134.42,-295.14,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,,1.0,1459.15071667,20160622 00:19:09 EDT,zigZag_PCA10_f10_is20,
2016-06-22 00:00:00,0.0177735891404,7.09981400212e-05,0.00161514570617,8.18571731167,102313.28,725.71,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,101658.38,361.83,4.06649787976,1.0,zigZag_PCA10_VotingSoft,1.0,,1.0,1253.4468,20160622 20:53:26 EDT,zigZag_PCA10_f10_is49,
2016-06-22 00:00:00,-0.0225143333427,0.0,0.00161514570617,3.92723247269,98176.88,-359.86,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98174.92,-359.85,3.92715395733,1.0,gainAhead_VotingSoft,-1.0,,1.0,1659.43988333,20160623 03:39:26 EDT,gainAhead_VotingSoft_f96_is49,
2016-06-23 00:00:00,-0.00729844367392,0.0,0.00186500961648,0.0,97840.7,-340.11,both_buyHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,97838.75,-340.1,0.0,1.0,buyHold,1.0,,1.0,1248.09835,20160623 20:48:05 EDT,buyHold,
2016-06-24 00:00:00,-0.00814322466443,0.0,0.00208514414057,0.0,96279.04,-2237.94,both_gainAhead_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,96277.12,-2237.89,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1251.86216667,20160624 20:51:51 EDT,gainAhead_PCA10_f10_is22,
2016-06-27 00:00:00,-0.0016378342176,0.0,0.00114208048144,0.0,95091.82,-1187.22,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,95089.92,-1187.2,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1235.53691667,20160627 20:35:32 EDT,gainAhead_PCA10_f10_is22,
2016-06-27 00:00:00,-0.0016378342176,0.0,0.00114208048144,0.0,96503.93,-1204.85,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,96502.0,-1204.83,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1608.71311667,20160628 02:48:42 EDT,gainAhead_PCA10_f10_is22,
2016-06-28 00:00:00,0.00153520885617,6e-05,0.00131876094679,2.0,96547.14,43.21,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,96547.21,45.21,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1244.11921667,20160628 20:44:07 EDT,gainAhead_PCA10_f10_is49,
2016-06-28 00:00:00,0.0015352076064,8e-05,0.00131876094679,2.0,96547.14,43.21,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,96547.21,45.21,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1327.03423333,20160628 22:07:02 EDT,gainAhead_PCA10_f10_is41,
2016-06-29 00:00:00,-0.00330126487882,0.0,0.00161514570617,2.0,96443.81,-122.7,both_sellHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,96506.22,-60.35,0.0,1.0,sellHold,-1.0,,1.0,1433.14086667,20160629 23:53:08 EDT,sellHold,
2016-06-29 00:00:00,1.74457532864e-05,0.000735475700218,0.00161514570617,2.09513814127,104754.81,63.33,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103546.84,64.67,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,,1.0,1512.42055,20160630 01:12:25 EDT,zigZag_PCA10_f10_is41,
2016-06-30 00:00:00,0.00918673543211,0.000431319003148,0.00186500961648,2.10168090653,105081.94,325.03,both_zigZag_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103870.2,323.36,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,,1.0,1263.61656667,20160630 21:03:36 EDT,zigZag_PCA10_f10_is41,
