dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.5_system,safef,cycleTime,timestamp
2016-06-28 00:00:00,0.052739354642,5.99994600036e-05,0.00161514570617,7.85626331362,98195.44,170.88,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0057732998893,wf_is_pv3s_v2v,98110.01,85.44,3.92455742877,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f33_is35,1.0,,
2016-06-28 04:00:00,-0.0436204698173,0.0,0.00186500961648,2.0,97059.62,-1135.82,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,97543.59,-566.42,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f33_is35,1.0,-189.599566667,20160628 00:50:24 EDT
2016-06-28 08:00:00,-0.146188276951,0.0,0.00131876094679,0.0,97326.83,-562.7,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98027.94,-566.75,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f18_is5,1.0,-192.339083333,20160628 04:47:39 EDT
2016-06-28 12:00:00,-0.03951037676,0.0,0.00161514570617,0.0,97198.07,-483.58,both_zigZag_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,97196.14,-483.57,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f18_is5,1.0,-189.793533333,20160628 08:50:12 EDT
2016-06-28 16:00:00,-0.0180350877933,0.0,0.00186500961648,3.9318401303,98292.07,353.02,both_zigZag_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,98290.11,353.01,3.93176184601,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is5,1.0,-191.562,20160628 12:48:26 EDT
2016-06-28 20:00:00,-0.0410170359527,0.0,0.00208514414057,0.0,98227.16,-307.34,both_zigZag_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98225.23,-307.33,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f18_is5,1.0,-192.29395,20160628 16:47:42 EDT
2016-06-29 04:00:00,-0.0227860830759,0.0,0.00246717581898,3.94115699842,98524.98,-9.4,both_gainAhead_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98523.02,-9.4,3.94107860276,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f29_is27,1.0,-413.477183333,20160628 21:06:31 EDT
2016-06-29 04:00:00,-0.0476719846185,0.0,0.00246717581898,0.0,98478.73,-280.21,both_sellHold DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98476.75,-280.2,0.0,1.0,sellHold,-1.0,sellHold,1.0,-193.52765,20160629 00:46:28 EDT
2016-06-29 08:00:00,-0.0526056109648,0.0,0.00263752189358,0.0,98903.51,-250.43,both_sellHold DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98901.53,-250.43,0.0,1.0,sellHold,-1.0,sellHold,1.0,-191.024533333,20160629 04:48:58 EDT
2016-06-29 12:00:00,-0.0459455208606,0.0,0.00186500961648,0.0,98533.2,-721.35,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98531.24,-721.34,0.0,1.0,sellHold,-1.0,sellHold,1.0,-191.65765,20160629 08:48:20 EDT
2016-06-29 16:00:00,-0.0337138556747,0.0,0.00208514414057,0.0,98355.2,77.98,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,98353.25,77.98,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is11,1.0,-192.902583333,20160629 12:47:05 EDT
2016-06-29 20:00:00,-0.0531303102108,0.0,0.00228416096288,0.0,98674.15,-214.2,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98672.16,-214.2,0.0,1.0,sellHold,-1.0,sellHold,1.0,-191.5414,20160629 16:48:27 EDT
2016-06-30 00:00:00,-0.0508757457779,0.0,0.00246717581898,0.0,98679.27,-22.96,both_zigZag_GNBayes DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,98960.07,-23.02,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is13,1.0,-190.749233333,20160629 20:49:15 EDT
2016-06-30 04:00:00,-0.0487313297434,0.0,0.00263752189358,0.0,98444.08,-331.31,both_zigZag_GNBayes DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,98442.11,-331.3,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is14,1.0,-192.560466667,20160630 00:47:26 EDT
2016-06-30 08:00:00,0.0584270899536,8.1997800044e-05,0.00131876094679,2.0,98951.34,236.67,both_zigZag_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,98951.36,238.67,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is15,1.0,-191.241716667,20160630 04:48:45 EDT
2016-06-30 12:00:00,-0.0124051705749,0.0,0.00114208048144,0.0,99199.54,-67.92,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,99197.57,-67.92,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is16,1.0,-193.53805,20160630 08:46:27 EDT
2016-06-30 16:00:00,-0.0348037826584,0.0,0.00131876094679,2.0,98482.94,-1337.8,both_gainAhead_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99539.8,-670.51,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f25_is20,1.0,-193.2779,20160630 12:46:43 EDT
2016-06-30 20:00:00,-0.0294795173808,0.0,0.00161514570617,0.0,97876.82,-283.26,both_sellHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98989.54,-286.48,0.0,1.0,sellHold,-1.0,sellHold,1.0,-193.40695,20160630 16:46:35 EDT
2016-07-01 00:00:00,-0.0373467951399,0.0,0.00186500961648,3.93697091654,98420.34,-117.76,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99200.84,-118.7,3.96819240907,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f25_is20,1.0,-191.33085,20160630 20:48:40 EDT
2016-07-01 04:00:00,-0.104042086188,0.0,0.00208514414057,0.0,97732.61,90.42,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98459.45,91.09,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f21_is11,1.0,-190.829833333,20160701 00:49:10 EDT
2016-07-01 08:00:00,-0.140825325059,0.0,0.00228416096288,0.0,97760.34,-62.52,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98487.36,-62.98,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f21_is11,1.0,-192.8291,20160701 04:47:10 EDT
2016-07-01 12:00:00,-0.0578965344632,0.0,0.00246717581898,3.92218525558,98050.71,-221.88,both_gainAhead_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98779.91,-223.53,3.95135441754,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f22_is14,1.0,-192.968966667,20160701 08:47:01 EDT
2016-07-01 16:00:00,-0.0419560073247,0.0,0.00263752189358,0.0,98852.56,259.66,both_gainAhead_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98850.59,259.66,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,-192.059383333,20160701 12:47:56 EDT
2016-07-01 20:00:00,-0.0581844104245,0.0,0.00279751442472,0.0,99156.06,-56.72,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99154.09,-56.72,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,-193.576066667,20160701 16:46:25 EDT
2016-07-01 20:00:00,-0.0401586071321,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,50.5148666667,20160701 20:50:30 EDT
2016-07-01 20:00:00,-0.136710333771,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,1.98,20160702 00:47:01 EDT
2016-07-01 20:00:00,-0.0474772415067,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,2.61,20160702 04:47:44 EDT
2016-07-01 20:00:00,-0.0492708982963,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,3.53,20160702 08:48:38 EDT
2016-07-01 20:00:00,-0.134868841109,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,2.2,20160702 12:48:45 EDT
2016-07-01 20:00:00,-0.0427208889158,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,1.35,20160702 16:47:44 EDT
2016-07-01 20:00:00,-0.0503348706264,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,2.04,20160702 20:47:07 EDT
2016-07-01 20:00:00,-0.0478569711615,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,1.38,20160703 00:46:27 EDT
2016-07-01 20:00:00,-0.0517271996386,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,2.11,20160703 04:47:09 EDT
2016-07-01 20:00:00,-0.117646711132,0.0,0.00279751442472,0.0,99316.77,103.99,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99314.79,103.98,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f22_is14,1.0,1.48,20160703 08:46:34 EDT
