dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_netEquity,safef,cycleTime,timestamp,v4.3_system
2016-04-26 19:00:00,99625.48,99844.64,-0.0716493241496,0.0,0.0029488391231,0.0,-6.12,both_best_wf_is_pv3s_v2v DPS wl10.0 maxL2 dd95_0.003 thres_0.0,1.0,-0.000276462306412,wf_is_pv3s_v2v,-6.13,0.0,1.0,buyHold,1.0,buyHold,99844.64,1.0,,,
2016-04-26 19:30:00,99597.94,99817.04,-0.392325415425,0.0,0.00510753918455,0.0,-27.54,both_best_wf_is_pv3s_v2v DPS wl30.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-27.6,0.0,1.0,buyHold,1.0,buyHold,99817.04,1.0,-0.9636,20160426 19:29:02 EDT,
2016-04-26 20:00:00,99633.08,99836.0,-0.491821019862,0.0,0.00510753918455,0.0,41.31,both_best_wf_is_pv3s_v2v DPS wl30.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,41.4,0.0,1.0,buyHold,1.0,buyHold,99836.0,1.0,-11.9118333333,20160426 19:48:05 EDT,
2016-04-26 20:00:00,99578.07,99836.0,-0.486896929567,0.0,0.00510753918455,0.0,41.29,both_best_wf_is_pv3s_v2v DPS wl30.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,41.4,0.0,1.0,buyHold,1.0,buyHold,99836.0,1.0,7.179,20160426 20:07:10 EDT,
2016-04-26 20:30:00,99676.36,99879.41,-0.425901604574,0.0,0.00510753918455,0.0,11.73,both_best_wf_is_pv3s_v2v DPS wl30.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,11.76,0.0,1.0,buyHold,1.0,buyHold,99879.41,1.0,-4.4831,20160426 20:25:31 EDT,
2016-04-26 21:00:00,99662.12,99865.07,-0.392838020361,0.0,0.00510753918455,0.0,-20.92,both_best_wf_is_pv3s_v2v DPS wl30.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-20.96,0.0,1.0,buyHold,1.0,buyHold,99865.07,1.0,-15.4388833333,20160426 20:44:33 EDT,
2016-04-26 21:00:00,99558.05,99865.07,-0.35133256208,0.0,0.00510753918455,0.0,-20.9,both_best_wf_is_pv3s_v2v DPS wl30.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-20.96,0.0,1.0,buyHold,1.0,buyHold,99865.07,1.0,3.19721666667,20160426 21:03:11 EDT,
2016-04-26 21:30:00,99592.76,99955.09,-0.486561282196,0.0,0.00519196703949,0.0,92.71,both_best_wf_is_pv3s_v2v DPS wl31.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,93.05,0.0,1.0,buyHold,1.0,buyHold,99955.09,1.0,-7.79553333333,20160426 21:22:12 EDT,
2016-04-26 22:00:00,99828.92,100032.26,-0.230339791749,0.0,0.00519196703949,0.0,58.17,both_best_wf_is_pv3s_v2v DPS wl31.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,58.29,0.0,1.0,buyHold,1.0,buyHold,100032.26,1.0,-18.2174166667,20160426 21:41:46 EDT,
2016-04-26 22:00:00,99742.15,100032.26,-0.240132894147,0.0,0.00519196703949,0.0,58.12,both_best_wf_is_pv3s_v2v DPS wl31.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,58.29,0.0,1.0,buyHold,1.0,buyHold,100032.26,1.0,0.225433333333,20160426 22:00:13 EDT,
2016-04-26 22:30:00,98524.67,98845.82,-0.20095917034,0.0,0.00519196703949,0.0,-1240.24,both_best_wf_is_pv3s_v2v DPS wl31.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-1244.28,0.0,1.0,buyHold,1.0,buyHold,98845.82,1.0,-10.5443666667,20160426 22:19:27 EDT,
2016-04-26 23:00:00,98763.34,98766.78,-0.78395337349,0.0,0.00384481582077,0.0,-14.32,both_best_wf_is_pv3s_v2v DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-14.32,0.0,1.0,buyHold,1.0,buyHold,98766.78,1.0,-21.4647333333,20160426 22:38:32 EDT,
2016-04-26 23:00:00,98511.65,98766.78,-0.437492750617,0.0,0.00384481582077,0.0,-14.28,both_best_wf_is_pv3s_v2v DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-14.32,0.0,1.0,buyHold,1.0,buyHold,98766.78,1.0,-3.27841666667,20160426 22:56:43 EDT,
2016-04-26 23:30:00,98622.53,98839.45,-0.588143089679,0.0,0.00395628284037,0.0,34.71,both_best_wf_is_pv3s_v2v DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,34.78,0.0,1.0,buyHold,1.0,buyHold,98839.45,1.0,-14.10865,20160426 23:15:53 EDT,
2016-04-26 23:30:00,98605.78,98839.45,-0.682587550072,0.0,0.00395628284037,0.0,34.7,both_best_wf_is_pv3s_v2v DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,34.78,0.0,1.0,buyHold,1.0,buyHold,98839.45,1.0,4.66783333333,20160426 23:34:40 EDT,
2016-04-27 00:00:00,98262.45,98545.71,-0.873536340307,0.0,0.00437383524868,0.0,-338.3,both_best_wf_is_pv3s_v2v DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-339.27,0.0,1.0,buyHold,1.0,buyHold,98545.71,1.0,-6.45255,20160426 23:53:32 EDT,
2016-04-27 00:30:00,98276.51,98588.65,-0.641220804676,0.0,0.00437383524868,0.0,37.75,both_best_wf_is_pv3s_v2v DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,37.87,0.0,1.0,buyHold,1.0,buyHold,98588.65,1.0,-16.88325,20160427 00:13:07 EDT,
2016-04-27 00:30:00,98323.31,98588.65,-0.441690971983,0.0,0.00437383524868,0.0,37.77,both_best_wf_is_pv3s_v2v DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,37.87,0.0,1.0,buyHold,1.0,buyHold,98588.65,1.0,2.35781666667,20160427 00:32:21 EDT,
2016-04-27 01:00:00,98301.62,98517.07,-0.654272534129,0.0,0.0046625240412,0.0,-32.67,both_best_wf_is_pv3s_v2v DPS wl25.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-32.74,0.0,1.0,buyHold,1.0,buyHold,98517.07,1.0,-8.76681666667,20160427 00:51:13 EDT,
2016-04-27 01:30:00,98258.07,98506.43,-0.738633195048,0.0,0.0046625240412,0.0,-36.24,both_best_wf_is_pv3s_v2v DPS wl25.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-36.33,0.0,1.0,buyHold,1.0,buyHold,98506.43,1.0,-19.7874,20160427 01:10:12 EDT,
2016-04-27 01:30:00,98104.1,98506.43,-0.49819770495,0.0,0.0046625240412,0.0,-36.18,both_best_wf_is_pv3s_v2v DPS wl25.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-36.33,0.0,1.0,buyHold,1.0,buyHold,98506.43,1.0,-1.55263333333,20160427 01:28:26 EDT,
2016-04-27 02:00:00,98183.56,98503.72,-0.598378730161,0.0,0.00475486021374,0.0,-14.28,both_best_wf_is_pv3s_v2v DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-14.33,0.0,1.0,buyHold,1.0,buyHold,98503.72,1.0,-12.1682833333,20160427 01:47:49 EDT,
2016-04-27 02:00:00,98235.78,98503.72,-0.749210472308,0.0,0.00475486021374,0.0,-14.29,both_best_wf_is_pv3s_v2v DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-14.33,0.0,1.0,buyHold,1.0,buyHold,98503.72,1.0,6.91578333333,20160427 02:06:54 EDT,
2016-04-27 02:30:00,98184.61,98507.38,-0.693970754187,0.0,0.00484543711852,0.0,45.38,both_best_wf_is_pv3s_v2v DPS wl27.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,45.53,0.0,1.0,buyHold,1.0,buyHold,98507.38,1.0,-4.00588333333,20160427 02:25:59 EDT,
2016-04-27 03:00:00,98014.17,98316.39,-0.814400732124,0.0,0.00484543711852,0.0,-141.7,both_best_wf_is_pv3s_v2v DPS wl27.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-142.13,0.0,1.0,buyHold,1.0,buyHold,98316.39,1.0,-9.83931666667,20160427 02:50:09 EDT,
2016-04-27 12:00:00,102365.25,101902.15,0.503858265631,0.00521457046466,0.00567220530689,2.0,-41.05,both_finalBest DPS wl37.0 maxL2 dd95_0.006 thres_0.0,1.08776079359,0.0,wf_is_short,-35.1,0.0,1.0,sellHold,-1.0,sellHold,101902.15,1.0,10.2383833333,20160427 12:10:14 EDT,
