dates,signals,gainAhead,prior_index,safef,CAR25,dd95,ddTol,system
2016-03-20 22:54:00,1.0,-0.000343144505251,2561,5.0,0.162220893285,0.000938065724216,0.00475866867267,"bothAUDJPY_ALL_DF1_LDA_i250_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-20 22:55:00,1.0,-2.95915770535e-05,2562,3.81495681744,0.335365656411,0.00124737156943,0.00475866867267,"bothAUDJPY_ALL_DF1_LDA_i250_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-20 22:56:00,1.0,0.00013020679206,2563,3.43331187166,0.323971841224,0.00138602866577,0.00475866867267,"bothAUDJPY_ALL_DF1_LDA_i250_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-20 22:57:00,1.0,0.00035506320125,2564,3.32564191002,0.357537239643,0.0014309023044,0.00475866867267,"bothAUDJPY_ALL_DF1_LDA_i250_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-20 22:58:00,1.0,0.0,2565,4.49919385235,0.151611036077,0.00105767140266,0.00475866867267,"bothAUDJPY_ALL_DF1_LDA_i250_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-20 23:59:00,1.0,0.0,2626,5.0,0.0205040584925,0.000403493923917,0.00475866867267,"bothAUDJPY_ALL_DF1_GNBayes_i25_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-21 00:58:00,1.0,0.0,2685,5.0,0.257539895389,0.000910419269144,0.00475866867267,"bothAUDJPY_ALL_DF1_LDA_i250_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-21 01:58:00,1.0,0.0,2745,5.0,0.225810778961,0.000840877810254,0.00475866867267,"bothAUDJPY_ALL_DF1_GNBayes_i25_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-21 02:58:00,1.0,0.0,2805,0.0,-0.0281935559929,0.0,0.00475866867267,"bothAUDJPY_ALL_DF1_GNBayes_i250_ZZ 0.003,-0.003 DPS wl30.0 maxL5 dd95_0.005 thres_0.0"
2016-03-21 03:59:00,-1.0,0.0,2866,0.0,-0.215270221118,0.0,0.00475866867267,bothAUDJPY_ALL_DF1_LDA_i25_gainAhead DPS wl30.0 maxL5 dd95_0.005 thres_0.0
2016-03-21 06:51:00,1.0,0.0,5810,1.0,,,,bothAUDJPY_ALL_DF1_LDA_i25_gainAhead
2016-03-21 07:28:00,1.0,0.0,5847,1.0,,,,bothAUDJPY_ALL_DF1_LDA_i25_gainAhead
2016-03-21 07:57:00,-1.0,0.0,5876,1.0,,,,bothAUDJPY_ALL_DF1_LDA_i25_gainAhead
