dates,CAR25,cycleTime,dd95,gainAhead,prior_index,safef,signals,system,timestamp,ddTol
2016-03-21 23:31:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 22:33:22 EST,
2016-03-21 23:40:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 22:42:20 EST,
2016-03-21 23:48:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 22:50:11 EST,
2016-03-22 00:00:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:02:18 EST,
2016-03-22 00:09:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:11:22 EST,
2016-03-22 00:20:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:22:18 EST,
2016-03-22 00:29:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:31:49 EST,
2016-03-22 00:33:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:35:02 EST,
2016-03-22 00:40:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:41:46 EST,
2016-03-22 00:49:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160321 23:51:02 EST,
2016-03-22 00:56:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160321 23:58:23 EST,
2016-03-22 01:04:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 00:08:24 EST,
2016-03-22 01:15:00,,,,0.0,0,1.0,-1.0,"CADJPY_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 00:17:31 EST,
