Date,Signal
3/21/2016 0:05,-1.0
3/21/2016 0:09,-1.0
3/21/2016 0:15,-1.0
3/21/2016 0:21,-1.0
3/21/2016 0:25,-1.0
3/21/2016 0:29,1.0
3/21/2016 0:32,1.0
3/21/2016 0:34,1.0
3/21/2016 0:37,1.0
3/21/2016 0:40,-1.0
3/21/2016 0:42,-1.0
3/21/2016 0:45,-1.0
3/21/2016 0:46,-1.0
3/21/2016 0:49,-1.0
3/21/2016 0:52,-1.0
3/21/2016 0:55,-1.0
3/21/2016 0:58,1.0
3/21/2016 1:04,1.0
3/21/2016 1:08,1.0
3/21/2016 1:12,-1.0
3/21/2016 1:20,-1.0
3/21/2016 1:23,1.0
3/21/2016 1:27,-1.0
3/21/2016 1:32,-1.0
3/21/2016 1:34,-1.0
3/21/2016 1:39,1.0
3/21/2016 1:41,-1.0
3/21/2016 1:44,-1.0
3/21/2016 1:48,-1.0
3/21/2016 1:51,1.0
3/21/2016 1:56,1.0
3/21/2016 1:58,-1.0
3/21/2016 2:04,-1.0
3/21/2016 2:13,-1.0
3/21/2016 2:20,-1.0
3/21/2016 2:25,-1.0
3/21/2016 2:30,-1.0
3/21/2016 2:34,-1.0
3/21/2016 2:37,1.0
3/21/2016 2:38,-1.0
3/21/2016 2:41,-1.0
3/21/2016 2:44,-1.0
3/21/2016 2:46,-1.0
3/21/2016 2:49,-1.0
3/21/2016 2:53,-1.0
3/21/2016 2:56,-1.0
3/21/2016 2:59,-1.0
3/21/2016 3:05,-1.0
3/21/2016 3:10,-1.0
3/21/2016 3:14,-1.0
3/21/2016 3:19,-1.0
3/21/2016 3:25,-1.0
3/21/2016 3:27,1.0
3/21/2016 3:29,1.0
3/21/2016 3:33,1.0
3/21/2016 3:35,1.0
3/21/2016 3:37,-1.0
3/21/2016 3:41,-1.0
3/21/2016 3:43,1.0
3/21/2016 3:47,-1.0
3/21/2016 3:50,-1.0
3/21/2016 3:53,-1.0
3/21/2016 3:56,1.0
3/21/2016 3:59,1.0
3/21/2016 4:06,1.0
3/21/2016 4:17,-1.0
3/21/2016 4:24,1.0
3/21/2016 4:27,1.0
3/21/2016 4:30,1.0
3/21/2016 4:32,1.0
3/21/2016 4:34,1.0
3/21/2016 4:36,-1.0
3/21/2016 4:39,1.0
3/21/2016 6:45,-1.0
3/21/2016 6:58,-1.0
3/21/2016 7:03,-1.0
3/21/2016 7:09,1.0
3/21/2016 7:13,-1.0
3/21/2016 7:18,-1.0
3/21/2016 7:24,-1.0
3/21/2016 7:31,-1.0
3/21/2016 7:39,1.0
3/21/2016 7:45,-1.0
3/21/2016 7:52,1.0
3/21/2016 8:02,-1.0
3/21/2016 8:44,-1.0
3/21/2016 10:10,-1.0
3/21/2016 11:35,-1.0
3/21/2016 12:59,-1.0
3/21/2016 13:20,-1.0
3/21/2016 13:58,-1.0
3/21/2016 14:23,-1.0
3/21/2016 14:40,-1.0
3/21/2016 15:17,-1.0
3/21/2016 15:56,1.0
3/21/2016 16:25,-1.0
