dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-06-09 20:00:00,0.0726396899657,3.999982e-05,0.00659380473396,8.08382244553,101039.7,126.73,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.00283813382418,wf_is_pv3s_v2v,100775.17,63.24,4.03116803996,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is32,100775.17,1.0,,
2016-06-10 00:00:00,0.102383327129,3.99996000001e-05,0.00659380473396,0.0,101613.23,573.53,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101061.18,286.01,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f31_is32,99121.25,1.0,-238.845766667,20160609 20:01:09 EDT
2016-06-10 00:00:00,-0.0448701732192,0.0,0.00659380473396,4.01923155851,100476.77,249.52,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100476.77,249.52,4.01923155851,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f23_is16,99230.39,1.0,-181.581083333,20160609 20:58:25 EDT
2016-06-10 04:00:00,0.103850948539,0.0,0.00659380473396,0.0,100989.56,227.37,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,100627.0,113.41,0.0,1.0,sellHold,-1.0,sellHold,99717.39,1.0,-191.7634,20160610 00:48:14 EDT
2016-06-10 08:00:00,0.0367247266775,9.09967200583e-05,0.00131876094679,0.0,100926.64,311.76,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,100493.22,155.45,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is8,,1.0,-193.3477,20160610 04:46:39 EDT
2016-06-10 12:00:00,0.0573677015022,3.999982e-05,0.00659380473396,0.0,101222.48,765.41,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,100841.79,382.71,0.0,1.0,sellHold,-1.0,sellHold,99966.75,1.0,-192.6791,20160610 08:47:19 EDT
2016-06-10 16:00:00,0.0258337150328,0.0,0.00114208048144,8.1324227574,101647.15,318.19,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,100834.1,158.08,4.03352523419,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is5,,1.0,-193.806533333,20160610 12:46:11 EDT
2016-06-10 20:00:00,0.0856960919954,0.000111,0.00131876094679,8.17155817461,102136.31,707.8,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,101156.14,351.73,4.04640763527,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is36,,1.0,-193.1288,20160610 16:46:52 EDT
2016-06-10 20:00:00,0.112961993886,8e-05,0.00131876094679,8.1889504285,102353.69,925.18,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,101264.17,459.76,4.05072894466,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is36,,1.0,48.3456666667,20160610 20:48:20 EDT
2016-06-10 20:00:00,0.11246144782,7.99989200144e-05,0.00131876094679,8.1889504285,102353.69,925.18,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,101264.17,459.76,4.05072894466,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is36,,1.0,1.96,20160611 00:47:03 EDT
