dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.4_system,safef,cycleTime,timestamp
2016-06-10,-0.00558376654618,0.0,0.00186500961648,4.6218535936,115541.72,-2687.49,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,-0.00098944591029,wf_is_pv3s_v2v,107653.27,-2504.01,4.30630315833,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f92_is17,1.0,,
2016-06-13,0.00123503293206,0.000119997300072,0.00131876094679,2.31312084565,115653.73,112.01,both_gainAhead_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,107759.79,106.52,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f96_is25,1.0,1269.03445,20160613 21:09:02 EDT
2016-06-13 00:00:00,0.00123503376541,9.09978000439e-05,0.00131876094679,2.80427073153,140210.73,135.79,both_gainAhead_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,120492.08,119.1,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f96_is25,1.0,1880.14263333,20160614 07:20:08 EDT
2016-06-14 00:00:00,0.0253654131092,5.09993400044e-05,0.00161514570617,0.0,142525.2,2314.47,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,121486.57,994.49,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f96_is25,1.0,1281.65471667,20160614 21:21:39 EDT
2016-06-15 00:00:00,0.0687933799491,4e-05,0.00186500961648,0.0,147117.89,4592.69,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,123443.94,1957.37,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f96_is25,1.0,1581.97148333,20160616 02:21:58 EDT
2016-06-16 00:00:00,0.154489863976,3.99996e-05,0.00208514414057,0.0,151622.13,10486.34,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,128029.86,4585.92,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f96_is25,1.0,1238.87636667,20160616 20:38:52 EDT
2016-06-16 00:00:00,0.141218890609,3.99996000001e-05,0.00208514414057,0.0,158048.7,10930.81,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,128029.86,4585.92,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f96_is25,1.0,1514.41315,20160617 01:14:24 EDT
2016-06-17 00:00:00,-0.00249677643388,0.0,0.00228416096288,2.7818169413,139088.07,-12534.06,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,122739.15,-5290.71,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f96_is25,1.0,56.57,20160618 02:52:38 EDT
2016-06-17 00:00:00,-0.00299521471316,0.0,0.00228416096288,0.0,101109.63,4012.45,both_zigZag_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,103638.85,4112.82,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f98_is29,1.0,3.23,20160619 04:25:10 EDT
2016-06-20 00:00:00,0.0283615128754,0.0,0.00114208048144,2.0845629866,104226.06,3116.43,both_zigZag_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,106835.38,3196.53,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f98_is29,1.0,1230.08173333,20160620 20:30:04 EDT
2016-06-20 00:00:00,0.0283615128754,0.0,0.00114208048144,2.08671311882,104333.57,3119.65,both_zigZag_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,106835.38,3196.53,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f98_is29,1.0,2578.32681667,20160621 18:58:19 EDT
2016-06-21 00:00:00,-0.00579203051594,0.0,0.00131876094679,2.05531551046,102763.72,-1462.34,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,106086.96,-748.42,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f94_is21,1.0,1462.86775,20160622 00:22:52 EDT
2016-06-22 00:00:00,-0.00671481184035,0.0,0.00161514570617,0.0,102023.1,-740.62,both_zigZag_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,105322.39,-764.57,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f94_is21,1.0,1239.80573333,20160622 20:39:48 EDT
2016-06-22 00:00:00,-0.00596704479411,0.0,0.00161514570617,0.0,108216.99,-785.58,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,105821.85,-768.19,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is25,1.0,1669.00946667,20160623 03:49:00 EDT
2016-06-23 00:00:00,-0.00219934940193,0.0,0.00186500961648,0.0,106210.39,1137.2,both_zigZag_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,106967.15,1145.3,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is25,1.0,1240.05286667,20160623 20:40:03 EDT
2016-06-24 00:00:00,-0.00659681368586,0.0,0.00208514414057,0.0,104874.72,-4513.5,both_zigZag_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,102553.54,-4413.61,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is25,1.0,1280.01196667,20160624 21:20:00 EDT
2016-06-27 00:00:00,-0.00220905314348,0.0,0.00228416096288,0.0,102960.77,-1913.95,both_zigZag_PCA10_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100681.95,-1871.59,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is25,1.0,1258.00995,20160627 20:58:00 EDT
