CAR25,cycleTime,dates,dd95,gainAhead,prior_index,safef,signals,system,timestamp
,,2016-03-21 23:32:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160321 22:33:44 EST
,,2016-03-21 23:41:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 22:42:54 EST
,,2016-03-21 23:49:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 22:50:31 EST
,,2016-03-22 00:01:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:02:37 EST
,,2016-03-22 00:10:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:11:40 EST
,,2016-03-22 00:21:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:22:40 EST
,,2016-03-22 00:30:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:32:08 EST
,,2016-03-22 00:33:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:35:22 EST
,,2016-03-22 00:40:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:42:06 EST
,,2016-03-22 00:49:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:51:41 EST
,,2016-03-22 00:57:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160321 23:58:41 EST
,,2016-03-22 01:07:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 00:08:43 EST
,,2016-03-22 01:16:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 00:17:52 EST
,,2016-03-22 01:23:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 00:25:03 EST
,,2016-03-22 01:31:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 00:33:06 EST
,,2016-03-22 01:40:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 00:42:32 EST
,,2016-03-22 01:51:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 00:53:09 EST
,,2016-03-22 01:58:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 01:00:23 EST
,,2016-03-22 02:06:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 01:08:03 EST
,,2016-03-22 02:13:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 01:15:54 EST
,,2016-03-22 02:24:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 01:26:17 EST
,,2016-03-22 02:34:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 01:36:11 EST
,,2016-03-22 02:42:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 01:44:10 EST
,,2016-03-22 02:53:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 01:54:48 EST
,,2016-03-22 03:02:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 02:03:37 EST
,,2016-03-22 03:11:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 02:13:10 EST
,,2016-03-22 03:20:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 03:22:39 EDT
,,2016-03-22 03:30:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 03:31:55 EDT
,,2016-03-22 03:42:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 03:43:31 EDT
,,2016-03-22 03:49:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 03:51:26 EDT
,,2016-03-22 03:57:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 03:59:14 EDT
,,2016-03-22 04:07:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_GNBayes_i250_ZZ 0.009,-0.009",20160322 04:09:08 EDT
,,2016-03-22 04:18:00,,0,0,1,1.0,"CHFJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 04:20:02 EDT
,,2016-03-22 04:25:00,,0,0,1,-1.0,"CHFJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 04:27:05 EDT
