dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-03,94533.51,95568.46,-0.0225443553641,0.0,0.00884651736929,0.0,664.5,both_best_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,-0.00520568098229,wf_is_pv3s_v2v,671.78,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f62_is17,95568.46,1.0,,,,
2016-05-04,95025.62,96065.96,-0.0250689088208,0.0,0.00884651736929,0.0,492.11,both_best_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,497.5,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f62_is17,84827.46,1.0,2081.488,20160505 10:41:29 EDT,,
2016-05-05 00:00:00,89659.35,88989.01,-0.0153373323303,0.0,0.00884651736929,0.0,35.68,both_best_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,35.42,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f62_is17,85026.67,1.0,1538.78023333,20160506 01:38:46 EDT,,
2016-05-05 00:00:00,81825.06,85353.44,0.0159330903799,0.00627909862227,0.00704025691231,0.0,-65.21,both_gainAhead_PCA10_GNBayes DPS wl57.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,-34.0,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is58,,1.0,2539.25015,20160506 18:19:15 EDT,,
2016-05-05 00:00:00,118493.13,109064.02,-0.000481906221572,0.0,0.00493435163795,4.73991497111,43.12,both_gainAhead_PCA10_GNBayes DPS wl28.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_short,39.69,4.36273541879,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is58,,1.0,69.43,20160508 01:21:20 EDT,,
2016-05-06 00:00:00,116411.4,109899.66,0.000652802722811,0.00435028083812,0.00502169207582,2.32827466326,636.38,both_gainAhead_PCA10_GNBayes DPS wl29.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_short,602.97,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is59,,1.0,4877.98988333,20160509 09:17:59 EDT,,
2016-05-09 00:00:00,115484.44,107992.79,0.000693308025324,0.00526660070512,0.00502169207582,0.0,-328.66,both_gainAhead_PCA10_GNBayes DPS wl29.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_short,-153.45,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is60,,1.0,1424.90688333,20160509 23:44:54 EDT,,
2016-05-10 00:00:00,102175.29,102331.45,0.0484312840852,7.09986800176e-05,0.00131876094679,8.17467736403,-2464.01,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-1219.24,4.09342192384,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is57,,1.0,1488.6547,20160511 00:48:39 EDT,,
2016-05-10 00:00:00,118855.31,112857.02,-0.00577648731563,0.0,0.00131876094679,7.13174651001,-2863.82,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1344.64,4.5144612632,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is57,,1.0,2798.20886667,20160511 22:38:12 EDT,,
2016-05-11 00:00:00,117658.57,111877.53,-0.000667559001866,0.0,0.00161514570617,0.0,1264.3,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,1202.18,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f80_is57,,1.0,1697.62213333,20160512 04:17:37 EDT,,
2016-05-12 00:00:00,116161.0,111793.61,-0.00295717871471,0.0,0.00186500961648,0.0,-59.51,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-57.27,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f80_is57,,1.0,1367.69245,20160512 22:47:41 EDT,,
2016-05-12 00:00:00,102589.6,105951.56,-0.00158913469661,0.0,0.00114208048144,4.10374807005,-56.66,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-58.52,4.2382319746,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is14,,1.0,1940.4662,20160513 08:20:27 EDT,,
2016-05-13 00:00:00,104441.62,105121.52,-0.00591674372127,0.0,0.00131876094679,4.17783180926,-1036.7,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1043.45,4.20502894524,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is14,,1.0,118.56,20160514 05:18:49 EDT,,
2016-05-13 00:00:00,112165.24,107978.53,0.0403635228074,9.9998200036e-05,0.00131876094679,6.73031845299,1080.67,both_gainAhead_PCA10_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,1042.48,4.31931377811,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is3,,1.0,6.05,20160515 01:47:24 EDT,,
2016-05-17 00:00:00,112058.11,107936.21,-0.004905899098,0.0,0.00114208048144,6.72389006829,-2273.0,both_gainAhead_PCA10_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,-1084.83,4.31762121754,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is5,,1.0,1494.9413,20160518 00:54:56 EDT,,
