dates,CAR25,cycleTime,dd95,gainAhead,prior_index,safef,signals,system,timestamp,ddTol
2016-03-21 23:38:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 22:40:05 EST,
2016-03-21 23:46:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 22:48:15 EST,
2016-03-21 23:57:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 22:59:30 EST,
2016-03-22 00:07:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 23:09:00 EST,
2016-03-22 00:18:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 23:20:19 EST,
2016-03-22 00:27:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 23:29:05 EST,
2016-03-22 00:38:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 23:40:42 EST,
2016-03-22 00:47:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 23:49:44 EST,
2016-03-22 00:54:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160321 23:56:06 EST,
2016-03-22 01:02:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 00:04:12 EST,
2016-03-22 01:13:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 00:15:18 EST,
2016-03-22 01:22:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 00:23:45 EST,
2016-03-22 01:29:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 00:31:21 EST,
2016-03-22 01:38:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 00:39:31 EST,
2016-03-22 01:47:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 00:49:27 EST,
2016-03-22 01:57:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 00:58:37 EST,
2016-03-22 02:04:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 01:05:49 EST,
2016-03-22 02:11:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 01:13:35 EST,
2016-03-22 02:21:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 01:24:12 EST,
2016-03-22 02:32:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 01:33:32 EST,
2016-03-22 02:40:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 01:42:17 EST,
2016-03-22 02:50:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 01:51:51 EST,
2016-03-22 02:58:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 01:59:51 EST,
2016-03-22 03:08:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 02:10:19 EST,
2016-03-22 03:18:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 02:20:07 EST,
2016-03-22 03:27:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 03:29:11 EDT,
2016-03-22 03:39:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 03:41:16 EDT,
2016-03-22 03:47:00,,,,0.0,0,1.0,-1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 03:49:17 EDT,
2016-03-22 03:56:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 03:57:51 EDT,
2016-03-22 04:04:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 04:06:06 EDT,
2016-03-22 04:14:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 04:16:01 EDT,
2016-03-22 04:24:00,,,,0.0,0,1.0,1.0,EURGBP_ALL_DF1_LDA_i250_gainAhead,20160322 04:25:36 EDT,
