dates,dpsNetEquity,netEquity,CAR25,RS_netEquity,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-06-09 20:00:00,100812.7,100472.31,0.0482882552252,100472.31,0.00105155391433,0.00659380473396,0.0,-104.19,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.000717370407036,wf_is_short,-51.89,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is15,1.0,,
2016-06-10 00:00:00,100957.34,100544.39,0.0598449707813,99708.91,0.00103091506561,0.00659380473396,0.0,144.64,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,72.08,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is16,1.0,-237.357083333,20160609 20:02:38 EDT
2016-06-10 00:00:00,100434.57,100412.16,0.049140259454,100412.16,0.000574215024762,0.00659380473396,0.0,-54.79,both_finalBestOfWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-27.38,0.0,1.0,sellHold,-1.0,sellHold,1.0,-183.7167,20160609 20:56:16 EDT
2016-06-10 04:00:00,100260.37,100190.97,0.0151527337983,99940.6,3.99999940576e-05,0.00659380473396,8.02147105064,142.81,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,71.41,4.00779902292,1.0,buyHold,1.0,buyHold,1.0,-193.633366667,20160610 00:46:21 EDT
2016-06-10 08:00:00,100309.18,100198.26,0.0179720732403,,1.7656839057e-05,0.00208514414057,0.0,225.52,both_sellHold DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,112.76,0.0,1.0,sellHold,-1.0,sellHold,1.0,-192.32025,20160610 04:47:40 EDT
2016-06-10 12:00:00,100460.61,100461.74,0.0108014301487,,2.78542996077e-05,0.00228416096288,2.00925235288,423.0,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,425.0,0.0,1.0,sellHold,-1.0,sellHold,1.0,-192.766083333,20160610 08:47:14 EDT
2016-06-10 16:00:00,102013.26,101020.05,0.171930877452,,1.70360078993e-05,0.00208514414057,0.0,1042.51,both_sellHold DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,518.83,0.0,1.0,sellHold,-1.0,sellHold,1.0,-192.088416667,20160610 12:47:54 EDT
2016-06-10 20:00:00,101905.82,101241.07,0.19258317679,,2.08633582268e-05,0.00228416096288,0.0,397.5,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,197.84,0.0,1.0,sellHold,-1.0,sellHold,1.0,-192.948583333,20160610 16:47:03 EDT
2016-06-10 20:00:00,102754.27,101371.49,0.219472458729,,2.08632643421e-05,0.00228416096288,0.0,663.34,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,328.26,0.0,1.0,sellHold,-1.0,sellHold,1.0,47.7820666667,20160610 20:47:46 EDT
2016-06-10 20:00:00,102754.27,101371.49,0.221815483029,,2.08633582268e-05,0.00228416096288,0.0,663.34,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,328.26,0.0,1.0,sellHold,-1.0,sellHold,1.0,3.45,20160611 00:48:32 EDT
2016-06-10 20:00:00,102754.27,101371.49,0.21940711347,,2.08631495943e-05,0.00228416096288,0.0,663.34,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,328.26,0.0,1.0,sellHold,-1.0,sellHold,1.0,2.17,20160611 04:48:04 EDT
2016-06-10 20:00:00,102754.27,101371.49,0.196397488413,,3.12949054078e-05,0.00228416096288,0.0,663.34,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,328.26,0.0,1.0,sellHold,-1.0,sellHold,1.0,1.21,20160611 08:47:18 EDT
2016-06-10 20:00:00,102167.87,101371.49,0.219668483312,,2.08632643421e-05,0.00228416096288,0.0,659.55,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,328.26,0.0,1.0,sellHold,-1.0,sellHold,1.0,1.28,20160611 12:46:19 EDT
2016-06-10 20:00:00,102754.27,101371.49,0.219407114779,,2.08632643422e-05,0.00228416096288,0.0,663.34,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,328.26,0.0,1.0,sellHold,-1.0,sellHold,1.0,1.28,20160611 16:46:22 EDT
2016-06-10 20:00:00,102167.87,101371.49,0.210036951132,,2.66005198424e-05,0.00228416096288,0.0,659.55,both_sellHold DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,328.26,0.0,1.0,sellHold,-1.0,sellHold,1.0,1.41,20160611 20:46:31 EDT
