dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.5_system,safef,cycleTime,timestamp
2016-06-28 00:00:00,0.0162392767063,9.0997800044e-05,0.00131876094679,7.92182494815,99014.89,140.32,both_zigZag_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,-0.000514031675465,wf_is_short,98973.48,70.18,3.95909769853,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is3,1.0,,
2016-06-28 04:00:00,-0.0127655962704,0.0,0.00161514570617,2.0,98911.1,-103.79,both_zigZag_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,98922.6,-50.88,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is4,1.0,-190.565283333,20160628 00:49:26 EDT
2016-06-28 08:00:00,-0.0710683580394,0.0,0.00161514570617,0.0,98699.2,-204.86,both_zigZag_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,98690.95,-204.84,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is5,1.0,-191.027766667,20160628 04:48:58 EDT
2016-06-28 12:00:00,-0.0407094730941,0.0,0.00186500961648,5.85930470761,97649.22,-1011.01,both_gainAhead_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99088.1,-511.32,3.96368239964,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,-191.993466667,20160628 08:48:00 EDT
2016-06-28 16:00:00,0.023011391356,0.0,0.00114208048144,5.88449082474,98068.96,135.22,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,98666.38,138.02,3.94681295331,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is7,1.0,-190.3413,20160628 12:49:39 EDT
2016-06-28 20:00:00,0.0466110379882,9.9998200036e-05,0.00131876094679,7.94139770395,99259.53,380.64,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,99069.22,190.33,3.96292722599,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f19_is7,1.0,-191.640766667,20160628 16:48:21 EDT
2016-06-29 00:00:00,-0.0722134788505,0.0,0.00161514570617,3.95844711994,98957.22,-105.03,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99242.7,-105.33,3.96986665683,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f19_is7,1.0,-175.5003,20160628 21:04:29 EDT
2016-06-29 04:00:00,-0.0945025490502,0.0,0.00186500961648,0.0,98649.38,-134.88,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98993.74,-135.35,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f19_is7,1.0,-191.442566667,20160629 00:48:33 EDT
2016-06-29 08:00:00,-0.0928835785695,0.0,0.00208514414057,0.0,98260.43,-52.55,both_gainAhead_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98857.04,-52.87,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is7,1.0,-191.2808,20160629 04:48:43 EDT
2016-06-29 12:00:00,-0.148386516356,0.0,0.00186500961648,3.92430841843,98103.79,-326.49,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98101.81,-326.49,3.92422947798,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f19_is7,1.0,-192.791883333,20160629 08:47:12 EDT
2016-06-29 16:00:00,-0.0949619763233,0.0,0.00208514414057,0.0,98868.41,91.87,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,98866.44,91.87,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f19_is7,1.0,-193.608116667,20160629 12:46:23 EDT
2016-06-29 20:00:00,-0.0911201700858,0.0,0.00228416096288,0.0,99183.27,-79.86,both_gainAhead_PCA10_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99181.3,-79.86,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is7,1.0,-192.628216667,20160629 16:47:22 EDT
2016-06-30 00:00:00,-0.0365047160881,0.0,0.00246717581898,3.96426652688,99102.7,34.6,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99100.72,34.6,3.96418729605,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is7,1.0,-192.0181,20160629 20:47:58 EDT
2016-06-30 04:00:00,-0.104538278201,0.0,0.00263752189358,0.0,99368.35,-85.8,both_gainAhead_PCA10_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99366.4,-85.8,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is28,1.0,-191.221016667,20160630 00:48:46 EDT
2016-06-30 08:00:00,-0.119492328498,0.0,0.00279751442472,3.97670844441,99413.73,-120.23,both_gainAhead_PCA10_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99411.73,-120.22,3.97662813832,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,-190.773183333,20160630 04:49:13 EDT
2016-06-30 12:00:00,-0.153764512232,0.0,0.00323029141235,3.97872272922,99464.09,-156.89,both_zigZag_VotingSoft DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99462.13,-156.89,3.97864444956,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,1.0,-191.761833333,20160630 08:48:14 EDT
2016-06-30 16:00:00,-0.0792823866455,0.0,0.00336219390073,0.0,99533.95,-78.25,both_buyHold DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,99757.84,-78.43,0.0,1.0,buyHold,1.0,buyHold,1.0,-193.110166667,20160630 12:46:53 EDT
2016-06-30 20:00:00,-0.115917608412,0.0,0.00348911350395,0.0,99479.81,-190.04,both_buyHold DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,99477.83,-190.03,0.0,1.0,buyHold,1.0,buyHold,1.0,-191.10595,20160630 16:48:53 EDT
2016-07-01 00:00:00,-0.0532102074427,0.0,0.00336219390073,0.0,99620.04,-332.9,both_zigZag_PCA10_VotingSoft DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99702.56,-333.18,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is7,1.0,-191.567066667,20160630 20:48:25 EDT
2016-07-01 04:00:00,-0.103244329829,0.0,0.00348911350395,3.98159621622,99535.92,215.99,both_gainAhead_PCA10_VotingSoft DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99533.91,215.99,3.98151563815,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,-193.057883333,20160701 00:46:56 EDT
2016-07-01 08:00:00,-0.14463282695,0.0,0.00361157559257,0.0,99593.38,-126.28,both_gainAhead_VotingSoft DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99591.4,-126.28,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f20_is10,1.0,-191.202383333,20160701 04:48:47 EDT
2016-07-01 12:00:00,-0.0751788426125,0.0,0.00373001923296,0.0,99802.75,55.56,both_buyHold DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,99800.75,55.56,0.0,1.0,buyHold,1.0,buyHold,1.0,-191.7936,20160701 08:48:12 EDT
2016-07-01 16:00:00,-0.0433872587571,0.0,0.00384481582077,0.0,99768.75,-142.54,both_zigZag_VotingSoft DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99766.76,-142.54,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f19_is7,1.0,-192.282066667,20160701 12:47:43 EDT
2016-07-01 20:00:00,-0.0809955972412,0.0,0.00395628284037,0.0,99911.28,5.56,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99909.28,5.56,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,-191.600616667,20160701 16:48:23 EDT
2016-07-01 20:00:00,-0.0862966018153,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,49.72495,20160701 20:49:43 EDT
2016-07-01 20:00:00,-0.0452666034126,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.76,20160702 00:46:49 EDT
2016-07-01 20:00:00,-0.110018699523,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,2.41,20160702 04:47:30 EDT
2016-07-01 20:00:00,-0.095472364806,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,2.07,20160702 08:47:10 EDT
2016-07-01 20:00:00,-0.106150666651,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.12,20160702 12:46:32 EDT
2016-07-01 20:00:00,-0.0682268098093,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.16,20160702 16:48:25 EDT
2016-07-01 20:00:00,-0.079222382791,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.56,20160702 20:48:29 EDT
2016-07-01 20:00:00,-0.0704000947899,0.0,0.00395628284037,0.0,99608.59,-76.25,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.0,20160703 00:48:02 EDT
2016-07-01 20:00:00,-0.0646444810743,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.05,20160703 04:48:15 EDT
2016-07-01 20:00:00,-0.112291976097,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.31,20160703 08:48:01 EDT
2016-07-01 20:00:00,-0.0777508034442,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.4,20160703 12:46:29 EDT
2016-07-01 20:00:00,-0.0791317401455,0.0,0.00395628284037,0.0,99829.3,-76.42,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99827.3,-76.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,1.72,20160703 16:48:25 EDT
2016-07-04 00:00:00,-0.00387936690027,0.0,0.00406469422349,0.0,99883.93,5.56,both_zigZag_PCA10_VotingSoft DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99881.94,5.56,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is7,1.0,1.04,20160703 20:48:02 EDT
2016-07-04 04:00:00,-0.0932353710656,0.0,0.00417028828114,3.98321542809,99576.4,-60.16,both_gainAhead_VotingSoft DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99574.41,-60.16,3.98313587297,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f19_is7,1.0,-191.584916667,20160704 00:48:24 EDT
2016-07-04 08:00:00,-0.146552450039,0.0,0.00246717581898,0.0,99471.3,-286.35,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99469.31,-286.34,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is13,1.0,-191.5129,20160704 04:48:29 EDT
2016-07-04 12:00:00,-0.108442191051,0.0,0.00263752189358,3.98214720393,99549.7,-42.94,both_gainAhead_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99627.97,-42.98,3.98527837856,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f22_is13,1.0,-191.71055,20160704 08:48:17 EDT
2016-07-04 16:00:00,-0.0928056649861,0.0,0.00279751442472,0.0,99608.98,65.31,both_zigZag_GNBayes DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,99606.99,65.31,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f18_is24,1.0,-191.328883333,20160704 12:48:40 EDT
2016-07-04 20:00:00,-0.0975787904834,0.0,0.0029488391231,0.0,99444.62,-5.55,both_zigZag_GNBayes DPS wl10.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,99442.62,-5.55,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f18_is25,1.0,-192.8961,20160704 16:47:06 EDT
2016-07-05 00:00:00,-0.0968678704443,0.0,0.00309276856414,0.0,99488.03,-75.77,both_zigZag_GNBayes DPS wl11.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,99486.04,-75.77,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f18_is26,1.0,-190.892016667,20160704 20:49:06 EDT
2016-07-05 04:00:00,-0.108392457776,0.0,0.00323029141235,0.0,99465.09,-49.99,both_zigZag_GNBayes DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,99463.1,-49.99,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f18_is27,1.0,-190.915733333,20160705 00:49:05 EDT
