,gainAhead,safef,signals,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-13 20:30:00,0.0,1,1,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-13 21:00:00,0.000125197233775,1,1,0.0,0.0,1.0,99998.0,100000.0,2e-05,2e-05
2016-04-13 21:30:00,-0.000158680417921,1,1,12.519472983,0.0,2.0,100010.519473,100010.519473,0.0,2e-05
2016-04-13 22:00:00,0.000340774451268,1,1,-15.8697110265,0.0,3.0,99994.649762,100010.519473,0.000158680417921,0.000158680417921
2016-04-13 22:30:00,-0.000522056373473,1,1,34.0756219024,0.0,4.0,100028.725384,100028.725384,0.0,0.000158680417921
2016-04-13 23:00:00,-0.0003700329312,1,1,-52.220633617,0.0,5.0,99976.5047502,100028.725384,0.000522056373473,0.000522056373473
2016-04-13 23:30:00,2.94756792446e-05,1,1,-36.9945991039,0.0,6.0,99939.5101511,100028.725384,0.000891896126623,0.000891896126623
2016-04-14 00:00:00,0.000201221601294,1,1,2.94578494508,0.0,7.0,99942.4559361,100028.725384,0.000862446736622,0.000891896126623
2016-04-14 00:30:00,-0.000130690929629,1,1,20.1105810207,0.0,8.0,99962.5665171,100028.725384,0.000661398678242,0.000891896126623
2016-04-14 01:00:00,0.000100055051838,1,1,-13.0642007462,0.0,9.0,99949.5023164,100028.725384,0.000792003169063,0.000891896126623
2016-04-14 01:30:00,9.33954501402e-05,1,1,10.0004526355,0.0,10.0,99959.502769,100028.725384,0.000692027361142,0.000891896126623
2016-04-14 02:00:00,-0.000342818992099,1,1,9.3357627569,0.0,11.0,99968.8385317,100028.725384,0.000598696543209,0.000891896126623
2016-04-14 02:30:00,0.00024474216573,1,1,-34.2712164668,0.0,12.0,99934.5673153,100028.725384,0.000941310290763,0.000941310290763
2016-04-14 03:00:00,-0.000166760658999,1,1,24.458202436,0.0,13.0,99959.0255177,100028.725384,0.000696798503352,0.000941310290763
