,gainAhead,safef,signals,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-25 04:56:00,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-25 04:57:00,0.0,1,1,0.0,1.0,1.0,1.0,0.0,0.0
2016-03-25 05:01:00,0.0,1,1,0.0,2.0,1.0,1.0,0.0,0.0
2016-03-25 05:02:00,0.0,1,1,0.0,3.0,1.0,1.0,0.0,0.0
2016-03-25 05:08:00,0.0,1,1,0.0,4.0,1.0,1.0,0.0,0.0
2016-03-25 05:09:00,0.0,1,1,0.0,5.0,1.0,1.0,0.0,0.0
2016-03-25 05:10:00,0.0,1,1,0.0,6.0,1.0,1.0,0.0,0.0
2016-03-25 05:15:00,0.0,1,1,0.0,7.0,1.0,1.0,0.0,0.0
2016-03-25 05:16:00,0.0,1,1,0.0,8.0,1.0,1.0,0.0,0.0
2016-03-25 05:17:00,0.0,1,1,0.0,9.0,1.0,1.0,0.0,0.0
2016-03-25 05:22:00,0.0,1,1,0.0,10.0,1.0,1.0,0.0,0.0
2016-03-25 05:23:00,0.0,1,1,0.0,11.0,1.0,1.0,0.0,0.0
2016-03-25 05:24:00,0.0,1,1,0.0,12.0,1.0,1.0,0.0,0.0
2016-03-25 05:25:00,0.0,1,1,0.0,13.0,1.0,1.0,0.0,0.0
2016-03-25 05:26:00,0.0,1,1,0.0,14.0,1.0,1.0,0.0,0.0
2016-03-25 05:27:00,0.0,1,1,0.0,15.0,1.0,1.0,0.0,0.0
2016-03-25 05:28:00,0.0,1,1,0.0,16.0,1.0,1.0,0.0,0.0
2016-03-25 05:29:00,0.0,1,1,0.0,17.0,1.0,1.0,0.0,0.0
2016-03-25 05:30:00,0.0,1,1,0.0,18.0,1.0,1.0,0.0,0.0
2016-03-25 05:32:00,0.0,1,1,0.0,19.0,1.0,1.0,0.0,0.0
2016-03-25 05:33:00,0.0,1,1,0.0,20.0,1.0,1.0,0.0,0.0
2016-03-25 05:34:00,0.0,1,1,0.0,21.0,1.0,1.0,0.0,0.0
2016-03-25 05:35:00,0.0,1,1,0.0,22.0,1.0,1.0,0.0,0.0
2016-03-25 05:36:00,0.0,1,1,0.0,23.0,1.0,1.0,0.0,0.0
2016-03-25 05:37:00,0.0,1,1,0.0,24.0,1.0,1.0,0.0,0.0
2016-03-25 05:38:00,0.0,1,1,0.0,25.0,1.0,1.0,0.0,0.0
2016-03-25 05:39:00,0.0,1,1,0.0,26.0,1.0,1.0,0.0,0.0
2016-03-25 05:40:00,0.0,1,1,0.0,27.0,1.0,1.0,0.0,0.0
2016-03-25 05:41:00,1.87953851878e-06,1,1,0.0,28.0,1.0,1.0,0.0,0.0
2016-03-25 05:42:00,1.32349971659e-05,1,1,1.87953851878e-06,29.0,1.00000187954,1.00000187954,0.0,0.0
2016-03-25 05:43:00,-1.43744197293e-05,1,1,1.32350220416e-05,30.0,1.00001511456,1.00001511456,0.0,0.0
2016-03-25 05:44:00,2.54566103755e-05,1,1,-1.43746369923e-05,31.0,1.00000073992,1.00001511456,1.43744197292e-05,1.43744197292e-05
2016-03-25 05:47:00,-1.80051949195e-05,1,1,2.54566292115e-05,32.0,1.00002619655,1.00002619655,0.0,1.43744197292e-05
2016-03-25 05:48:00,-5.38064808669e-05,1,1,-1.80056665935e-05,33.0,1.00000819089,1.00002619655,1.80051949195e-05,1.80051949195e-05
2016-03-25 05:51:00,-2.89832431075e-05,1,1,-5.38069215897e-05,34.0,0.999954383965,1.00002619655,7.18107069903e-05,7.18107069903e-05
2016-03-25 05:52:00,2.06504220116e-05,1,1,-2.89819210069e-05,35.0,0.999925402044,1.00002619655,0.000100791868791,0.000100791868791
2016-03-25 05:53:00,-4.5559354475e-06,1,1,2.06488815323e-05,36.0,0.999946050925,1.00002619655,8.01435281736e-05,0.000100791868791
2016-03-25 05:54:00,-7.71016978133e-05,1,1,-4.555689659e-06,37.0,0.999941495235,1.00002619655,8.46990984923e-05,0.000100791868791
2016-03-25 05:55:00,2.41995226702e-05,1,1,-7.70971869966e-05,38.0,0.999864398048,1.00002619655,0.000161794265861,0.000161794265861
2016-03-25 05:56:00,-2.70871974691e-05,1,1,2.41962411677e-05,39.0,0.99988859429,1.00002619655,0.000137598658535,0.000161794265861
2016-03-25 05:57:00,6.13330436445e-05,1,1,-2.70841798006e-05,40.0,0.99986151011,1.00002619655,0.000164682128842,0.000164682128842
2016-03-25 05:58:00,-2.3464366247e-05,1,1,6.13245496381e-05,41.0,0.999922834659,1.00002619655,0.000103359185654,0.000164682128842
2016-03-25 06:02:00,-3.94986322735e-05,1,1,-2.34625556112e-05,42.0,0.999899372104,1.00002619655,0.000126821126643,0.000164682128842
2016-03-25 06:03:00,1.18204622659e-05,1,1,-3.94946576093e-05,43.0,0.999859877446,1.00002619655,0.000166314749656,0.000166314749656
2016-03-25 06:04:00,1.1354219438e-05,1,1,1.18188059525e-05,44.0,0.999871696252,1.00002619655,0.000154496253307,0.000166314749656
2016-03-25 06:05:00,-9.49789176399e-06,1,1,1.13527626491e-05,45.0,0.999883049015,1.00002619655,0.000143143788053,0.000166314749656
2016-03-25 06:08:00,-9.89834154992e-05,1,1,-9.49678097619e-06,46.0,0.999873552234,1.00002619655,0.000152640320253,0.000166314749656
2016-03-25 06:09:00,2.5669486998e-05,1,1,-9.89708992674e-05,47.0,0.999774581335,1.00002619655,0.000251608626892,0.000251608626892
2016-03-25 06:10:00,2.82827027971e-05,1,1,2.56637006165e-05,48.0,0.999800245035,1.00002619655,0.000225945598558,0.000251608626892
2016-03-25 06:11:00,-2.2462436699e-05,1,1,2.82770531868e-05,49.0,0.999828522088,1.00002619655,0.000197669286114,0.000251608626892
2016-03-25 06:12:00,-3.08981546151e-05,1,1,-2.24585848873e-05,50.0,0.999806063504,1.00002619655,0.000220127282679,0.000251608626892
2016-03-25 06:15:00,-2.42718383628e-05,1,1,-3.08921623353e-05,51.0,0.999775171341,1.00002619655,0.000251018635767,0.000251608626892
2016-03-25 06:16:00,1.67878826577e-05,1,1,-2.42663813579e-05,52.0,0.99975090496,1.00002619655,0.000275284381446,0.000275284381446
2016-03-25 06:17:00,0.000111343229928,1,1,1.67837008793e-05,53.0,0.999767688661,1.00002619655,0.00025850112023,0.000275284381446
2016-03-25 06:21:00,3.77140846181e-05,1,1,0.000111317363633,54.0,0.999879006024,1.00002619655,0.000147186672652,0.000275284381446
2016-03-25 06:25:00,-2.76900036501e-05,1,1,3.77095214411e-05,55.0,0.999916715546,1.00002619655,0.000109478139045,0.000275284381446
2016-03-25 06:26:00,-1.01482207959e-05,1,1,-2.76876975033e-05,56.0,0.999889027848,1.00002619655,0.000137165111245,0.000275284381446
2016-03-25 06:27:00,-2.85994671382e-05,1,1,-1.0147094626e-05,57.0,0.999878880754,1.00002619655,0.000147311940059,0.000275284381446
2016-03-25 06:28:00,2.26642841995e-05,1,1,-2.85960031923e-05,58.0,0.99985028475,1.00002619655,0.000175907194154,0.000275284381446
2016-03-25 06:30:00,9.80478430856e-05,1,1,2.26608910105e-05,59.0,0.999872945641,1.00002619655,0.000153246896765,0.000275284381446
2016-03-25 06:31:00,-1.14255523892e-05,1,1,9.80353856798e-05,60.0,0.999970981027,1.00002619655,5.52140792072e-05,0.000275284381446
2016-03-25 06:32:00,-4.08098758658e-05,1,1,-1.14252208314e-05,61.0,0.999959555806,1.00002619655,6.6639000745e-05,0.000275284381446
