model,params,sample,FS,cols,featureRank,input_signal,test_split,longMemory,v_start,statsLookback,rfe_model,RSILookback,data_type,wf_step,iters,t_start,ticker,rows,ACLookback,ROCLookback,ATRLookback,zScoreLookback,t_end,DPOLookback,v_end,signal,CCLookback,filter,rStochLookback,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,TPYmm,scoremm,timestamp,cycleTime,lastBarTime
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,60,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-20 18:47:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,GBPJPY,25,12,600,5,10,2016-03-20 18:46:00,10,2016-03-20 22:58:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,0.992063492063,5.33654955354,14.2003371852,0.0530967741021,0.0851873456978,0.0,"ZZ 0.003,-0.003",252.0,1.01646695406,3.73620023487,0.0,0.0,0.556,0.0,0.0,0.000112665325594,0.0,0.722,15.3352167193,0.444,0,111,0,139,0.0,1.0,0.0,0.0,-0.859269058732,-0.0,0.943635248694,0.983495486862,0.958983430729,-0.0,2.02684510755,2016-03-20 23:33:36,,
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,60,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-20 18:47:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,GBPJPY,25,12,600,5,10,2016-03-20 18:46:00,10,2016-03-20 22:58:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,0.992063492063,5.33654955354,14.2003371852,0.0530967741021,0.0851873456978,0.0,"ZZ 0.003,-0.003",252.0,1.01646695406,3.73620023487,0.0,0.0,0.556,0.0,0.0,0.000112665325594,0.0,0.722,15.3352167193,0.444,0,111,0,139,0.0,1.0,0.0,0.0,-0.859269058732,-0.0,0.943635248694,0.983495486862,0.958983430729,-0.0,2.02684510755,2016-03-20 23:33:36,,
GNBayes,GaussianNB(),DF1,None,60,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-20 19:47:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,GBPJPY,25,12,600,5,10,2016-03-20 19:46:00,10,2016-03-20 23:58:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,0.992063492063,6.6293199227,15.6425100668,0.0470944045942,0.0517304618803,0.0,"ZZ 0.003,-0.003",252.0,1.87839634576,4.00798552404,0.0,0.0,0.576,0.0,0.0,0.000106426974541,0.0,0.712,14.6444411914,0.424,0,106,0,144,0.0,1.0,0.0,0.0,-0.876863463252,-0.0,1.0,0.938765153159,0.939559275245,-0.0,2.00146096515,2016-03-21 00:29:05,,
GNBayes,GaussianNB(),DF1,None,60,"['priceChangeCADJPY', 'ROC_CADJPY', 'priceChangeEURGBP', 'priceChangeUSDJPY', 'ROC_USDJPY', 'priceChangeAUDJPY', 'ROC_AUDJPY', 'Pri_RSI', 'Pri_ATR_Y4', 'priceChange']",1,0,False,2016-03-20 20:49:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,GBPJPY,25,12,600,5,10,2016-03-20 20:48:00,10,2016-03-21 00:59:00,gainAhead,60,DF1,300,0.0,10,0,0.992063492063,4.36337358608,17.3099126823,0.0530167933847,0.0668096715945,0.0,gainAhead,252.0,0.871646431384,2.53283684049,0.0,0.502242152466,0.556,0.538461538462,0.470588235294,8.78541189838e-05,8.93261838981e-05,0.630524886878,15.335370242,0.444,56,63,48,83,0.778686362437,0.952380952381,0.997477931904,0.470588235294,-0.911921593508,-0.622653803662,1.0,1.0,1.0,-0.0,1.46542460283,2016-03-21 01:02:40,,
GNBayes,GaussianNB(),DF1,None,60,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-20 21:47:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,GBPJPY,25,12,600,5,10,2016-03-20 21:46:00,10,2016-03-21 01:58:00,"ZZ 0.009,-0.009",60,DF1,300,0.0,10,0,0.992063492063,4.43193142559,19.0991338625,0.0503235713088,0.0765487945389,0.0,"ZZ 0.009,-0.009",252.0,0.543977909817,2.62855144073,0.0,0.637602179837,0.468,0.468,1.0,0.0,6.45875526011e-05,0.734,18.3750544279,0.532,117,0,133,0,1.0,0.0,0.883018867925,1.0,-0.0,-0.832387939133,1.0,1.0,1.0,-0.0,2.16761206087,2016-03-21 02:25:18,,
