model,params,sample,FS,cols,barSizeSetting,perturbDataPct,validationPeriod,rows,rStochBars,CAR25_threshold,maxReadLines,rfe_model,RSILookback,version_,t_start,ROCLookback,ticker,zScoreLookback,signal,CCLookback,rStochLookback,maxLeverage,input_signal,test_split,longMemory,initial_equity,v_start,version,statsLookback,data_type,wf_step,iters,wf_is_period,ACLookback,ATRLookback,t_end,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,minSafef,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,SOR25mm,TPYmm,scoremm,windowLength,timestamp,lastBartime,cycleTime
None,None,DF1,Univariate,10,30m,0.0002,10,280,250,0,5000,None,1.5,v3.1,2016-04-07 09:00:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-15 14:30:00,v3,250,ALL,1,1,0,10,10,2016-04-15 14:00:00,3,2016-04-17 19:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9998243946,1,0.390751696322,0.42470062841,-0.330268353615,SH1,0.002,-99.9999802208,-99.9999469208,-7.77915129709,0.0,0.5,0.0,0.0,0.0017421663726,0.0,0.75,17.2693881975,0.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 19:40:42 EDT,20160417 19:00:00 EDT,1.81
None,None,DF1,Univariate,10,30m,0.0002,10,280,250,0,5000,None,1.5,v3.1,2016-04-07 09:00:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-15 14:30:00,v3,250,ALL,1,1,0,10,10,2016-04-15 14:00:00,3,2016-04-17 19:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9998243946,1,0.390751696322,0.42470062841,-0.330268353615,SH1,0.002,-99.9999802208,-99.9999469208,-7.77915129709,0.0,0.5,0.0,0.0,0.0017421663726,0.0,0.75,17.2693881975,0.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 19:40:42 EDT,20160417 19:00:00 EDT,1.81
None,None,DF1,Univariate,10,30m,0.0002,10,280,250,0,5000,None,1.5,v3.1,2016-04-07 09:00:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-15 14:30:00,v3,250,ALL,1,1,0,10,10,2016-04-15 14:00:00,3,2016-04-17 19:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9998527193,1,0.392342216967,0.404506294101,-0.334784616244,SH1,0.002,-99.9999834025,-99.9999613794,-7.90016650089,0.0,0.5,0.0,0.0,0.0017421663726,0.0,0.75,17.2693881975,0.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 19:49:56 EDT,20160417 19:00:00 EDT,1.43
None,None,DF1,Univariate,10,30m,0.0002,3,287,250,0,5000,None,1.5,v3.1,2016-04-07 09:00:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-17 18:00:00,v3,250,ALL,1,1,0,10,10,2016-04-15 17:30:00,3,2016-04-17 19:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-89.7981584612,1,0.0866362342336,0.0883002483833,-0.327320831117,SH1,0.002,-94.3863138865,-91.9043766741,-6.67092260258,0.0,0.666666666667,0.0,0.0,0.000699374297655,0.0,0.666666666667,11.512925465,0.333333333333,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 19:58:04 EDT,20160417 19:00:00 EDT,1.27
None,None,DF1,Univariate,10,30m,0.0002,3,287,250,0,5000,None,1.5,v3.1,2016-04-07 09:30:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-17 18:30:00,v3,250,ALL,1,1,0,10,10,2016-04-17 18:00:00,3,2016-04-17 19:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-14.6744453235,1,0.0291984260656,0.0308471876104,-0.107102226153,SH1,0.002,-45.3706035789,-34.703552252,-1.81206373197,0.0,0.666666666667,0.0,0.0,0.000448008905874,0.0,0.666666666667,11.512925465,0.333333333333,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 20:06:31 EDT,20160417 19:30:00 EDT,1.36
None,None,DF1,Univariate,10,30m,0.0002,10,280,250,0,5000,None,1.5,v3.1,2016-04-07 09:30:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-15 15:00:00,v3,250,ALL,1,1,0,10,10,2016-04-15 14:30:00,3,2016-04-17 19:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9999538341,1,0.431817316769,0.438047641296,-0.361328638776,SH1,0.002,-99.9999957965,-99.9999858713,-8.61871040781,0.0,0.4,0.0,0.0,0.00152647346148,0.0,0.8,20.7232658369,0.6,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 20:20:12 EDT,20160417 19:30:00 EDT,2.07
None,None,DF1,Univariate,10,30m,0.0002,10,280,250,0,5000,None,1.5,v3.1,2016-04-07 06:00:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-15 14:00:00,v3,250,ALL,1,1,0,10,10,2016-04-15 13:30:00,3,2016-04-17 19:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9998464128,1,0.398676139679,0.420031612813,-0.348895887085,SH1,0.002,-99.9999688485,-99.9999245373,-8.29089508542,0.0,0.5,0.0,0.0,0.00169904244921,0.0,0.75,17.2693881975,0.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 20:30:58 EDT,20160417 19:30:00 EDT,1.29
None,None,DF1,Univariate,10,30m,0.0002,3,287,250,0,5000,None,1.5,v3.1,2016-04-07 06:30:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-17 19:00:00,v3,250,ALL,1,1,0,10,10,2016-04-17 18:30:00,3,2016-04-17 21:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9999999979,1,0.518587111212,0.524205778846,-0.810818883561,SH1,0.002,-99.9999999989,-99.9999999985,-30.917445292,0.0,0.333333333333,0.0,0.0,0.00142494485033,0.0,0.833333333333,23.0258509299,0.666666666667,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 20:38:49 EDT,20160417 21:00:00 EDT,1.19
None,None,DF1,Univariate,10,30m,0.0002,3,287,250,0,5000,None,1.5,v3.1,2016-04-07 06:30:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-17 19:00:00,v3,250,ALL,1,1,0,10,10,2016-04-17 18:30:00,3,2016-04-17 21:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9999999977,1,0.526342189271,0.526990686604,-0.815383514802,SH1,0.002,-99.9999999993,-99.9999999987,-31.4318639865,0.0,0.333333333333,0.0,0.0,0.00142494485033,0.0,0.833333333333,23.0258509299,0.666666666667,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 20:46:44 EDT,20160417 21:00:00 EDT,1.37
None,None,DF1,Univariate,10,30m,0.0002,10,280,250,0,5000,None,1.5,v3.1,2016-04-07 06:30:00,250,EURAUD,30,SH1,10,30,2,1,0,False,10000,2016-04-15 14:30:00,v3,250,ALL,1,1,0,10,10,2016-04-15 14:00:00,3,2016-04-17 21:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.999999218,1,0.468722019877,0.489439643013,-0.450820733652,SH1,0.002,-99.9999998985,-99.9999997611,-11.2650141229,0.0,0.4,0.0,0.0,0.00181618217347,0.0,0.8,20.7232658369,0.6,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160417 20:54:38 EDT,20160417 21:00:00 EDT,1.34
