model,params,sample,FS,cols,featureRank,input_signal,test_split,longMemory,v_start,statsLookback,rfe_model,RSILookback,data_type,wf_step,iters,t_start,ticker,rows,ACLookback,ROCLookback,ATRLookback,zScoreLookback,t_end,DPOLookback,v_end,signal,CCLookback,filter,rStochLookback,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,TPYmm,scoremm,timestamp
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,56,"['Pri_rStochCADJPY', 'ROC_GBPJPY', 'corrAUDUSD', 'Pri_rStochAUDUSD', 'Pri_rStochUSDJPY', 'ROC_USDJPY', 'corrEURJPY', 'Pri_rStochEURJPY', 'Pri_rStoch', 'std60_ga']",1,0,False,2016-03-17 23:16:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,AUDJPY,250,12,600,5,10,2016-03-17 23:15:00,10,2016-03-20 22:58:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.55555555556,0.723964753605,3.48269226037,0.0468946089409,0.0658302168124,0.0,"ZZ 0.003,-0.003",252.0,0.0548993631552,0.295439913485,0.0,0.296072507553,0.500714285714,0.466666666667,0.216814159292,0.000161064808724,0.000160276929465,0.531383270122,17.2448135946,0.499285714286,147,531,168,554,0.000906351193419,0.723404255319,0.159609026879,0.0,-0.203307189833,-0.182603491229,0.9413708145,0.881726654497,1.0,-0.0,2.43718678794,2016-03-20 23:42:15
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,56,"['Pri_rStochCADJPY', 'ROC_GBPJPY', 'corrAUDUSD', 'Pri_rStochAUDUSD', 'Pri_rStochUSDJPY', 'ROC_USDJPY', 'corrEURJPY', 'Pri_rStochEURJPY', 'Pri_rStoch', 'std60_ga']",1,0,False,2016-03-17 23:16:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,AUDJPY,250,12,600,5,10,2016-03-17 23:15:00,10,2016-03-20 22:58:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.55555555556,0.723964753605,3.48269226037,0.0468946089409,0.0658302168124,0.0,"ZZ 0.003,-0.003",252.0,0.0548993631552,0.295439913485,0.0,0.296072507553,0.500714285714,0.466666666667,0.216814159292,0.000161064808724,0.000160276929465,0.531383270122,17.2448135946,0.499285714286,147,531,168,554,0.000906351193419,0.723404255319,0.159609026879,0.0,-0.203307189833,-0.182603491229,0.9413708145,0.881726654497,1.0,-0.0,2.43718678794,2016-03-20 23:42:15
GNBayes,GaussianNB(),DF1,None,56,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-18 00:17:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,AUDJPY,25,12,600,5,10,2016-03-18 00:16:00,10,2016-03-20 23:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.55555555556,0.579929426092,3.18760609854,0.0451377116746,0.0579382099251,0.0,"ZZ 0.003,-0.003",252.0,0.0825616024736,0.319673199806,0.0,0.295180722892,0.498571428571,0.45652173913,0.218100890208,0.000161105328716,0.00015064034028,0.525525600383,17.3188292563,0.501428571429,147,527,175,551,0.0,0.690476190476,0.0505782160466,0.0,-0.550038517495,-0.0979463789275,1.0,0.990401211293,0.922497028553,-0.0,2.26491334342,2016-03-21 00:47:02
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,56,"['Pri_rStochCADJPY', 'Pri_rStochGBPJPY', 'Pri_rStochAUDUSD', 'ROC_AUDUSD', 'Pri_rStochUSDJPY', 'Pri_rStoch', 'Pri_rStoch_Y1', 'Pri_rStoch_Y2', 'Pri_rStoch_Y3', 'mean60_ga']",1,0,False,2016-03-18 01:16:00,100,None,1.5,ALL,1,1,2016-03-17 03:19:00,AUDJPY,250,12,600,5,10,2016-03-18 01:15:00,10,2016-03-21 00:58:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.55555555556,0.759143525473,3.98662363631,0.0459167517979,0.0590488545526,0.0,"ZZ 0.003,-0.003",252.0,-0.0640011088967,0.369040891908,0.0,0.337760910816,0.501428571429,0.46719160105,0.264487369985,0.00016349585723,0.000143899627604,0.542625199803,17.2201630299,0.498571428571,178,495,203,524,0.0108675241187,0.810810810811,0.238350915961,0.00561797752809,-0.871818788393,-0.0723836466011,0.870768422289,1.0,1.0,-0.0,1.9265659873,2016-03-21 01:13:42
