model,params,sample,FS,f1mm,cols,CAR50mm,DD95,tp,barSizeSetting,perturbDataPct,validationPeriod,rows,ham,prec,C25sig,tn,CAR25_threshold,maxReadLines,TPY,rfe_model,CAR25,fp_magmm,RSILookback,YIF,TPYmm,scoremm,version_,avg_prec,t_start,CAR25mm,ROCLookback,fp_mag,ticker,zScoreLookback,recmm,accmm,signal,CCLookback,precmm,logloss,CAR50,rStochLookback,SHA25,maxLeverage,f1,CAR75,fn_magmm,input_signal,test_split,longMemory,initial_equity,fn_mag,v_start,version,statsLookback,rec,windowLength,fp,data_type,wf_step,iters,wf_is_period,ACLookback,DD100,safef,SOR25,ATRLookback,n_features,fn,t_end,acc,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,beLongThreshold,tox_adj,CAR75mm,timestamp,lastBartime,cycleTime

           metric_params=None, n_jobs=1, n_neighbors=5, p=2,













































































































           weights='uniform'))],













































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.010845763352,0,30m,0.0002,30,250,0.621169916435,0.0,No DPS NZDJPY_30m Validation Period 30,136,0,5000,0.467075208914,None,3.48998309646,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 06:30:00,1.0,600,0.000836332138222,NZDJPY,10,0.0,1.0,GA15,60,0.0,21.4549455328,11.9136528207,300,0.297119177149,2,0.0,20.2700688487,-0.0,1,0,False,1,0.0,2016-03-29 21:30:00,v3,100,0.0,50.0,223,ALL,15,1,250,12,0.0120039483517,0.182607686689,0.0123145126305,5,10,0,2016-03-29 21:00:00,0.378830083565,10,2016-04-01 11:30:00,95,0.01,DF1,50,0.0,0,1.0,20160401 11:31:54 EDT,20160401 11:30:00 EDT,1.9119

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,












































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',












































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,












































































































           weights='uniform'))],












































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.0104073166904,0,30m,0.0002,30,250,0.49860724234,0.0,No DPS NZDJPY_30m Validation Period 30,180,0,5000,0.500798514392,None,104.428016764,-1.0,1.5,1077,-1.0,1.0,v3.1,,2016-03-03 07:00:00,1.0,600,0.000854784056839,NZDJPY,10,0.0,1.0,GA15,60,0.0,17.2216827371,138.736070256,300,3.071835315,2,0.0,195.461610497,-0.0,1,0,False,1,0.0,2016-03-29 22:00:00,v3,100,0.0,10.0,179,ALL,15,1,250,12,0.0126566673776,0.381116334172,0.156247823792,5,10,0,2016-03-29 21:30:00,0.50139275766,10,2016-04-01 12:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 11:48:56 EDT,20160401 12:00:00 EDT,-11.0516666667

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,











































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',











































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,











































































































           weights='uniform'))],











































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.0115662898992,0,30m,0.0002,30,250,0.523676880223,0.0,No DPS NZDJPY_30m Validation Period 30,171,0,5000,0.502321262767,None,33.7285879342,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 07:00:00,1.0,600,0.00078771736014,NZDJPY,10,0.0,1.0,GA15,60,0.0,18.0875773999,55.5928043717,300,1.50069082146,2,0.0,79.9353301008,-0.0,1,0,False,1,0.0,2016-03-29 22:00:00,v3,100,0.0,10.0,188,ALL,15,1,250,12,0.0122759395683,0.309544584153,0.0675449298638,5,10,0,2016-03-29 21:30:00,0.476323119777,10,2016-04-01 12:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 13:16:17 EDT,20160401 12:00:00 EDT,76.2837833333

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,










































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',










































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,










































































































           weights='uniform'))],










































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.0107903570318,0,30m,0.0002,120,250,0.493036211699,0.0,No DPS NZDJPY_30m Validation Period 120,182,0,5000,0.501262766945,None,34.2687851003,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 08:30:00,1.0,600,0.000789264248227,NZDJPY,10,0.0,1.0,GA15,60,0.0,17.029261701,53.2373284683,300,1.70059478435,2,0.0,72.814557551,-0.0,1,0,False,1,0.0,2016-03-29 23:30:00,v3,100,0.0,50.0,177,ALL,15,1,250,12,0.0127327478331,0.272917733367,0.0704264910643,5,10,0,2016-03-29 23:00:00,0.506963788301,10,2016-04-01 13:30:00,95,0.01,DF1,50,0.0,0,1.0,20160401 14:39:04 EDT,20160401 13:30:00 EDT,69.0732833333

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,









































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',









































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,









































































































           weights='uniform'))],









































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.00978069034152,0,30m,0.0002,120,250,0.57938718663,0.0,No DPS NZDJPY_30m Validation Period 120,151,0,5000,0.48852367688,None,182.756393826,-0.0,1.5,1077,-0.0,3.0,v3.1,,2016-03-03 10:00:00,1.0,600,0.000785785101304,NZDJPY,10,0.0,0.0,GA15,60,0.0,20.0117877616,231.780550447,300,4.14105921116,2,0.0,279.981622164,-0.0,1,0,False,1,0.0,2016-03-30 01:00:00,v3,100,0.0,10.0,208,ALL,15,1,250,12,0.0115280669152,0.396377258667,0.22663690803,5,10,0,2016-03-30 00:30:00,0.42061281337,10,2016-04-01 15:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 15:06:11 EDT,20160401 15:00:00 EDT,6.18345

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,








































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',








































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,








































































































           weights='uniform'))],








































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.0149368013641,0,30m,0.0002,120,250,0.704735376045,0.0,No DPS NZDJPY_30m Validation Period 120,106,0,5000,0.415320334262,None,15.1939927114,-1.0,1.5,1077,-0.0,2.0,v3.1,,2016-03-03 10:30:00,1.0,600,0.000890342623542,NZDJPY,10,0.0,0.0,GA15,60,0.0,24.3412610754,36.9526927167,300,0.809351782556,2,0.0,43.2668059287,-0.0,1,0,False,1,0.0,2016-03-30 01:30:00,v3,100,0.0,10.0,253,ALL,15,1,250,12,0.0206061292582,0.269912885447,0.0335059226095,5,10,0,2016-03-30 01:00:00,0.295264623955,10,2016-04-01 15:30:00,95,0.01,DF1,50,0.0,0,1.0,20160401 16:24:46 EDT,20160401 15:30:00 EDT,54.7832

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,







































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',







































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,







































































































           weights='uniform'))],







































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.0106150965945,0,30m,0.0002,30,250,0.543175487465,0.0,No DPS NZDJPY_30m Validation Period 30,164,0,5000,0.496675951718,None,79.8191417542,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 11:30:00,1.0,600,0.000734051888683,NZDJPY,10,0.0,1.0,GA15,60,0.0,18.7610510265,100.072077792,300,2.76806911771,2,0.0,116.264676843,-0.0,1,0,False,1,0.0,2016-03-30 02:30:00,v3,100,0.0,10.0,195,ALL,15,1,250,12,0.0137722336088,0.335164572996,0.130357981999,5,10,0,2016-03-30 02:00:00,0.456824512535,10,2016-04-01 16:30:00,95,0.01,DF1,50,0.0,0,1.0,20160401 16:48:41 EDT,20160401 16:30:00 EDT,18.6867666667

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,






































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',






































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,






































































































           weights='uniform'))],






































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.00852004742446,0,30m,0.0002,30,500,0.509749303621,0.0,No DPS NZDJPY_30m Validation Period 30,176,0,5000,0.497604456825,None,154.494256342,-0.0,1.5,1077,-1.0,2.0,v3.1,,2016-03-03 12:00:00,1.0,600,0.00081613658808,NZDJPY,10,0.0,1.0,"ZZ15_0.002,-0.002",60,0.0,17.6065248095,200.22637734,300,3.77865506815,2,0.0,241.62862464,-0.0,1,0,False,1,0.0,2016-03-30 03:00:00,v3,100,0.0,10.0,183,ALL,15,1,500,12,0.00930698177408,0.39733798686,0.196548222299,5,10,0,2016-03-30 02:30:00,0.490250696379,10,2016-04-01 17:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 17:19:56 EDT,20160401 17:00:00 EDT,19.9341

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,





































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',





































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,





































































































           weights='uniform'))],





































































































         voting='hard', weights=None)",DF1,None,0.0,56,1.0,0.0117855528534,0,30m,0.0002,30,250,0.509749303621,0.0,No DPS NZDJPY_30m Validation Period 30,176,0,5000,0.500167130919,None,-1.84398553878,-0.0,1.5,1077,-1.0,1.0,v3.1,,2016-03-03 12:00:00,0.0,600,0.000825189526006,NZDJPY,10,0.0,1.0,GA15,60,0.0,17.6065248095,5.20216128348,300,-0.192317099837,2,0.0,13.1030735242,-0.0,1,0,False,1,0.0,2016-03-30 03:00:00,v3,100,0.0,10.0,183,ALL,15,1,250,12,0.0186607535627,0.151917699393,-0.00762616431201,5,10,0,2016-03-30 02:30:00,0.490250696379,10,2016-04-01 17:00:00,95,0.01,DF1,50,0.0,0,1.0,20160401 17:43:59 EDT,20160401 17:00:00 EDT,43.9942

VotingHard,"VotingClassifier(estimators=[('GNBayes', GaussianNB()), ('LDA', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,




































































































              solver='svd', store_covariance=False, tol=0.0001)), ('kNeighbors-uniform', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',




































































































           metric_params=None, n_jobs=1, n_neighbors=5, p=2,




































































































           weights='uniform'))],



































































































