2017-08-01 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-08-01 00:00:00,Close2017-08-01 00:00:00,group,RiskOn,Custom,PC2017-07-31 00:00:00,Close2017-07-31 00:00:00,SEA2017-08-01 00:00:00,SEA2017-07-31 00:00:00,SRUN2017-08-01 00:00:00,SRUN2017-07-31 00:00:00,LastSIG,LastSAFEf,finalQTY,SIG2017-07-31 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-08-01 00:00:00,0.5SIG2017-07-31 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-08-01 00:00:00,0.75SIG2017-07-31 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-08-01 00:00:00,1SIG2017-07-31 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,prevACT,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6
AC,@ACU7,1.539,0.0288087895,-0.00645577792124,-1.0,1.0,1.0,1.0,-1.0,14.0,2017-07-12,835.4548955,1.0,1.0,1.0,44631.0,1.0,-0.00645577792124,1.539,energy,1.0,1.0,,,-1.0,,14.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1.0,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0
AD,@ADU7,0.7965,0.006915,-0.00362772079059,-1.0,-1.0,-1.0,1.0,-1.0,23.0,2017-06-28,691.5,1.0,1.0,1.0,79650.0,1.0,-0.00362772079059,0.7965,currency,1.0,1.0,,,-1.0,,23.0,,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,1.0,,0,-1,-1,-1,1,1,1,-1.0,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1
AEX,AEXQ7,523.95,4.478134349,0.00392795554704,1.0,1.0,-1.0,1.0,-1.0,-14.0,2017-07-12,1056.83970636,1.0,1.0,1.0,123652.2,0.847457627119,0.00392795554704,523.95,index,1.0,1.0,,,-1.0,,-14.0,,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,1.0,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1
BO,@BOZ7,34.28,0.6325,-0.024195844008,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2017-07-26,379.5,2.0,1.0,1.0,20568.0,1.0,-0.024195844008,34.28,grain,1.0,1.0,,,-1.0,,4.0,,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,-1,1,1,1,1,-1.0,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1
BP,@BPU7,1.3231,0.008645,0.00105924188545,1.0,-1.0,-1.0,-1.0,-1.0,16.0,2017-07-10,540.3125,1.0,1.0,1.0,82693.75,1.0,0.00105924188545,1.3231,currency,1.0,1.0,,,-1.0,,16.0,,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1
C,@CZ7,376.5,10.311091551,-0.0214424951267,-1.0,-1.0,1.0,-1.0,1.0,-4.0,2017-07-26,515.55457755,1.0,1.0,1.0,18825.0,1.0,-0.0214424951267,376.5,grain,1.0,1.0,,,1.0,,-4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,-1.0,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1
CC,@CCU7,2023.0,52.55,-0.0179611650485,-1.0,1.0,1.0,1.0,-1.0,-12.0,2017-07-14,525.5,1.0,1.0,1.0,20230.0,1.0,-0.0179611650485,2023.0,soft,1.0,1.0,,,-1.0,,-12.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1.0,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0
CD,@CDU7,0.79905,0.0060825,-0.00566202090592,-1.0,-1.0,-1.0,1.0,-1.0,-22.0,2017-06-29,608.25,1.0,1.0,1.0,79905.0,1.0,-0.00566202090592,0.79905,currency,1.0,1.0,,,-1.0,,-22.0,,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,,2.0,1.0,-1.0,,1.0,1.0,1.0,,0,-1,-1,-1,1,1,1,-1.0,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1
CGB,CBU7,138.59,0.726,0.00946900721101,1.0,-1.0,1.0,-1.0,1.0,1.0,2017-06-26,578.670492587,1.0,1.0,1.0,110465.487008,1.2546,0.00946900721101,138.59,rates,-1.0,1.0,,,1.0,,1.0,,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,1.0,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,0.0,0
CL,QCLU7,49.16,1.276763135,-0.0201315527207,-1.0,1.0,-1.0,1.0,-1.0,-13.0,2017-07-13,1276.763135,1.0,1.0,1.0,49160.0,1.0,-0.0201315527207,49.16,energy,1.0,1.0,,,-1.0,,-13.0,,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,-1.0,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0
