trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,currency,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,underlying
114681866,344,1509742176,,,153.90625,USD,,future,long,2017-11-03 16:49:36,1509742176,open,2017-11-03 16:49:34,153.87500,1000,,0,1,,@USZ7,,
114580332,513,1509137161,,,2578.25000,USD,,future,long,2017-10-27 16:46:01,1509137161,open,2017-10-27 16:45:58,2578.25000,50,,0,1,,@ESZ7,,
114601360,1835,1509396397,,,6221.25000,USD,,future,long,2017-10-30 16:46:37,1509396397,open,2017-10-30 16:46:34,6221.25000,20,,0,1,,@NQZ7,,
114661425,430,1509655667,,,1276.80000,USD,,future,long,2017-11-02 16:47:47,1509655667,open,2017-11-02 16:47:45,1276.80000,100,,0,1,,QGCZ7,,
114580352,88,1509137161,,,0.00882,USD,,future,short,2017-10-27 16:46:01,1509137161,open,2017-10-27 16:45:59,0.00881,12500000,,0,1,,@JYZ7,,
110695380,228,1491636832,2017-04-05 14:14:24,1491416064,31.84000,USD,,future,long,,1491329648,closed,2017-04-04 14:14:06,31.46000,600,,1,1,,@BOK7,,
110662553,-438,1491636832,2017-04-05 16:47:44,1491425264,2345.75000,USD,,future,long,,1491252571,closed,2017-04-03 16:49:30,2354.50000,50,,1,1,,@ESM7,,
110700382,1475,1491636832,2017-04-05 16:47:44,1491425264,267.80000,USD,,future,long,,1491338962,closed,2017-04-04 16:49:20,261.90000,250,,1,1,,QHGK7,,
110700384,-230,1491636832,2017-04-05 16:47:45,1491425265,3.27000,USD,,future,long,,1491338962,closed,2017-04-04 16:49:20,3.29300,10000,,1,1,,QNGK7,,
110662576,16,1491636832,2017-04-05 16:47:46,1491425266,125.18750,USD,,future,short,,1491252589,closed,2017-04-03 16:49:48,125.20313,1000,,1,1,,@TYM7,,
110735030,108,1491847211,2017-04-07 14:14:03,1491588843,31.65000,USD,,future,short,,1491416066,closed,2017-04-05 14:14:25,31.83000,600,,1,1,,@BOK7,,
110741925,-338,1491848046,2017-04-07 16:47:39,1491598059,2352.50000,USD,,future,short,,1491425268,closed,2017-04-05 16:47:44,2345.75000,50,,1,1,,@ESM7,,
110741928,775,1491848046,2017-04-07 16:47:39,1491598059,264.70000,USD,,future,short,,1491425268,closed,2017-04-05 16:47:45,267.80000,250,,1,1,,QHGK7,,
110741931,130,1491848046,2017-04-07 16:47:40,1491598060,3.25700,USD,,future,short,,1491425268,closed,2017-04-05 16:47:45,3.27000,10000,,1,1,,QNGK7,,
110741934,-297,1492116518,2017-04-10 16:53:24,1491857604,124.87500,USD,,future,long,,1491425268,closed,2017-04-05 16:47:46,125.17188,1000,,1,1,,@TYM7,,
110891824,-125,1492128247,2017-04-11 16:48:32,1491943712,2351.25000,USD,,future,long,,1491857606,closed,2017-04-10 16:53:23,2353.75000,50,,1,1,,@ESM7,,
110891826,730,1492128247,2017-04-11 16:48:34,1491943714,3.16800,USD,,future,short,,1491857606,closed,2017-04-10 16:53:24,3.24100,10000,,1,1,,QNGK7,,
110887145,72,1492233496,2017-04-12 14:14:16,1492020856,31.24000,USD,,future,short,,1491848046,closed,2017-04-10 14:14:05,31.36000,600,,1,1,,@BOK7,,
110922465,-1763,1492233496,2017-04-12 16:50:54,1492030254,253.75000,USD,,future,long,,1491943716,closed,2017-04-11 16:48:33,260.80000,250,,1,1,,QHGK7,,
110922463,1275,1492233496,2017-04-13 16:48:35,1492116515,2325.75000,USD,,future,short,,1491943716,closed,2017-04-11 16:48:33,2351.25000,50,,1,1,,@ESM7,,
110922468,680,1492233496,2017-04-13 16:48:35,1492116515,3.23500,USD,,future,long,,1491943716,closed,2017-04-11 16:48:34,3.16700,10000,,1,1,,QNGK7,,
110922470,547,1492233496,2017-04-13 16:48:36,1492116516,126.01563,USD,,future,long,,1491943716,closed,2017-04-11 16:48:35,125.46875,1000,,1,1,,@TYM7,,
110952353,-1475,1492712168,2017-04-17 16:49:49,1492462189,259.65000,USD,,future,short,,1492030256,closed,2017-04-12 16:50:54,253.75000,250,,1,1,,QHGK7,,
110984748,710,1492712168,2017-04-17 16:49:50,1492462190,3.16400,USD,,future,short,,1492116518,closed,2017-04-13 16:48:36,3.23500,10000,,1,1,,QNGK7,,
111066259,-320,1492733996,2017-04-18 14:00:19,1492538419,3.13000,USD,,future,long,,1492462192,closed,2017-04-17 16:49:51,3.16200,10000,,1,1,,QNGK7,,
111066255,-1663,1492798566,2017-04-18 16:51:41,1492548701,252.95000,USD,,future,long,,1492462193,closed,2017-04-17 16:49:50,259.60000,250,,1,1,,QHGK7,,
111101463,38,1492844164,2017-04-19 14:00:19,1492624819,252.80000,USD,,future,short,,1492548703,closed,2017-04-18 16:51:41,252.95000,250,,1,1,,QHGK7,,
111060385,-54,1492844164,2017-04-20 14:16:07,1492712167,32.10000,USD,,future,short,,1492452880,closed,2017-04-17 14:14:39,32.01000,600,,1,1,,@BON7,,
111066248,-325,1492844164,2017-04-20 16:57:04,1492721824,2351.75000,USD,,future,short,,1492462193,closed,2017-04-17 16:49:48,2345.25000,50,,1,1,,@ESM7,,
111101465,-210,1492844164,2017-04-20 16:57:05,1492721825,3.25900,USD,,future,short,,1492548703,closed,2017-04-18 16:51:42,3.23800,10000,,1,1,,QNGM7,,
111066261,94,1492844164,2017-04-20 16:57:05,1492721825,126.00000,USD,,future,long,,1492462193,closed,2017-04-17 16:49:51,125.90625,1000,,1,1,,@TYM7,,
111198010,192,1493291594,2017-04-24 07:17:26,1493032646,32.45000,USD,,future,long,,1492798566,closed,2017-04-21 14:16:04,32.13000,600,,1,1,,@BON7,,
111202915,1375,1493291594,2017-04-24 07:17:27,1493032647,2373.25000,USD,,future,long,,1492808197,closed,2017-04-21 16:56:35,2345.75000,50,,1,1,,@ESM7,,
111135307,-588,1493291594,2017-04-24 07:17:28,1493032648,256.55000,USD,,future,short,,1492635068,closed,2017-04-19 16:51:07,254.20000,250,,1,1,,QHGN7,,
111224263,138,1493325816,2017-04-24 16:51:34,1493067094,2370.50000,USD,,future,short,,1493032651,closed,2017-04-24 07:17:28,2373.25000,50,,1,1,,@ESM7,,
111224268,-640,1493325816,2017-04-24 16:51:35,1493067095,3.14800,USD,,future,long,,1493032651,closed,2017-04-24 07:17:29,3.21200,10000,,1,1,,QNGM7,,
111224258,450,1493379089,2017-04-25 08:45:38,1493124338,31.70000,USD,,future,short,,1493032651,closed,2017-04-24 07:17:27,32.45000,600,,1,1,,@BON7,,
111224266,750,1493379089,2017-04-25 08:45:40,1493124340,259.50000,USD,,future,long,,1493032651,closed,2017-04-24 07:17:29,256.50000,250,,1,1,,QHGN7,,
111244439,126,1493402404,2017-04-25 14:14:56,1493144096,31.85000,USD,,future,long,,1493124343,closed,2017-04-25 08:45:39,31.64000,600,,1,1,,@BON7,,
111237157,650,1493451101,2017-04-26 08:25:38,1493209538,2383.25000,USD,,future,long,,1493067097,closed,2017-04-24 16:51:34,2370.25000,50,,1,1,,@ESM7,,
111202917,594,1493451101,2017-04-26 08:25:39,1493209539,125.37500,USD,,future,short,,1492808197,closed,2017-04-21 16:56:36,125.96875,1000,,1,1,,@TYM7,,
111267464,38,1493451101,2017-04-26 16:49:32,1493239772,2382.50000,USD,,future,short,,1493209541,closed,2017-04-26 08:25:38,2383.25000,50,,1,1,,@ESM7,,
111256148,-162,1493451101,2017-04-27 07:13:10,1493291590,32.12000,USD,,future,short,,1493144099,closed,2017-04-25 14:14:57,31.85000,600,,1,1,,@BON7,,
111244442,-75,1493451101,2017-04-27 07:13:11,1493291591,259.80000,USD,,future,short,,1493124343,closed,2017-04-25 08:45:41,259.50000,250,,1,1,,QHGN7,,
111237160,-990,1493451101,2017-04-27 07:13:12,1493291592,3.24700,USD,,future,short,,1493067097,closed,2017-04-24 16:51:35,3.14800,10000,,1,1,,QNGM7,,
111288923,-102,1493451101,2017-04-27 14:15:02,1493316902,31.94000,USD,,future,long,,1493291594,closed,2017-04-27 07:13:11,32.11000,600,,1,1,,@BON7,,
111282258,200,1493451101,2017-04-27 16:43:32,1493325812,2386.25000,USD,,future,long,,1493239774,closed,2017-04-26 16:49:33,2382.25000,50,,1,1,,@ESM7,,
111288926,-25,1493451101,2017-04-27 16:43:33,1493325813,259.65000,USD,,future,long,,1493291594,closed,2017-04-27 07:13:12,259.75000,250,,1,1,,QHGN7,,
111288929,-60,1493451101,2017-04-27 16:43:34,1493325814,3.24000,USD,,future,long,,1493291594,closed,2017-04-27 07:13:12,3.24600,10000,,1,1,,QNGM7,,
111267467,266,1493451101,2017-04-27 16:43:35,1493325815,125.62500,USD,,future,long,,1493209541,closed,2017-04-26 08:25:39,125.35938,1000,,1,1,,@TYM7,,
111313494,-210,1493662529,2017-04-28 14:15:33,1493403333,31.70000,USD,,future,long,,1493379065,closed,2017-04-28 07:31:02,32.05000,600,,1,1,,@BON7,,
111313523,400,1493662529,2017-04-28 16:43:57,1493412237,2380.00000,USD,,future,short,,1493379089,closed,2017-04-28 07:31:26,2388.00000,50,,1,1,,@ESM7,,
111313525,338,1493662529,2017-04-28 16:43:58,1493412238,260.75000,USD,,future,long,,1493379089,closed,2017-04-28 07:31:27,259.40000,250,,1,1,,QHGN7,,
111313527,300,1493662529,2017-04-28 16:43:58,1493412238,3.26900,USD,,future,long,,1493379089,closed,2017-04-28 07:31:27,3.23900,10000,,1,1,,QNGM7,,
111313529,-94,1493662529,2017-04-28 16:43:59,1493412239,125.67188,USD,,future,short,,1493379089,closed,2017-04-28 07:31:28,125.57813,1000,,1,1,,@TYM7,,
111340149,180,1493901559,2017-05-01 14:15:27,1493662527,32.13000,USD,,future,long,,1493639450,closed,2017-05-01 07:50:48,31.83000,600,,1,1,,@BON7,,
111340151,100,1493921728,2017-05-01 16:44:51,1493671491,2386.75000,USD,,future,long,,1493639458,closed,2017-05-01 07:50:55,2384.75000,50,,1,1,,@ESM7,,
111340153,1538,1493921728,2017-05-01 16:44:52,1493671492,266.25000,USD,,future,long,,1493639458,closed,2017-05-01 07:50:56,260.10000,250,,1,1,,QHGN7,,
111340155,740,1493921728,2017-05-01 16:44:52,1493671492,3.22900,USD,,future,short,,1493639458,closed,2017-05-01 07:50:56,3.30300,10000,,1,1,,QNGM7,,
111340157,78,1493921727,2017-05-01 16:44:53,1493671493,125.50000,USD,,future,short,,1493639458,closed,2017-05-01 07:50:57,125.57813,1000,,1,1,,@TYM7,,
111359579,-216,1494007278,2017-05-02 14:15:18,1493748918,32.64000,USD,,future,short,,1493728222,closed,2017-05-02 08:30:20,32.28000,600,,1,1,,@BON7,,
111359583,213,1494008399,2017-05-02 16:44:18,1493757858,263.95000,USD,,future,long,,1493728234,closed,2017-05-02 08:30:31,263.10000,250,,1,1,,QHGN7,,
111359581,-113,1494008399,2017-05-02 16:44:18,1493757858,2384.50000,USD,,future,long,,1493728234,closed,2017-05-02 08:30:30,2386.75000,50,,1,1,,@ESM7,,
111359587,-270,1494008399,2017-05-02 16:44:19,1493757859,3.18300,USD,,future,long,,1493728234,closed,2017-05-02 08:30:32,3.21000,10000,,1,1,,QNGM7,,
111359589,406,1494008399,2017-05-02 16:44:19,1493757859,125.75000,USD,,future,long,,1493728234,closed,2017-05-02 08:30:33,125.34375,1000,,1,1,,@TYM7,,
111380521,-90,1494029971,2017-05-03 14:15:43,1493835343,32.57000,USD,,future,short,,1493815232,closed,2017-05-03 08:40:30,32.42000,600,,1,1,,@BON7,,
