symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
USDCHF,-82,1461828082,,,0.96662,,forex,short,2016-04-28 03:21:22,1461828082,open,2016-04-28 03:20:29,0.96633,10000,,0,2,,,102069299,
CHFJPY,61,1461827818,,,111.96300,,forex,short,2016-04-28 03:16:58,1461827818,open,2016-04-28 03:16:22,111.92400,10000,,0,2,,,102069180,
NZDUSD,-331,1461933377,,,0.69881,,forex,long,2016-04-29 08:36:17,1461933377,open,2016-04-29 08:35:46,0.69819,10000,,0,2,,,102096194,
CADJPY,475,1461827818,,,86.29500,,forex,short,2016-04-28 03:16:58,1461827818,open,2016-04-28 03:16:15,86.27400,10000,,0,2,,,102069173,
AUDJPY,611,1461827819,,,82.76500,,forex,short,2016-04-28 03:16:59,1461827819,open,2016-04-28 03:16:42,82.75900,10000,,0,2,,,102069216,
EURJPY,-76,1461827819,,,122.92300,,forex,short,2016-04-28 03:16:59,1461827819,open,2016-04-28 03:15:31,122.84000,10000,,0,2,,,102069121,
GBPJPY,272,1461827819,,,157.76300,,forex,short,2016-04-28 03:16:59,1461827819,open,2016-04-28 03:16:35,157.74800,10000,,0,2,,,102069210,
AUDUSD,-607,1461933377,,,0.76440,,forex,long,2016-04-29 08:36:17,1461933377,open,2016-04-29 08:35:32,0.76415,10000,,0,2,,,102096165,
EURCHF,-131,1461828082,,,1.09821,,forex,short,2016-04-28 03:21:22,1461828082,open,2016-04-28 03:20:36,1.09821,10000,,0,2,,,102069310,
GBPUSD,12,1461578506,,,1.44309,,forex,long,2016-04-25 06:01:46,1461578506,open,2016-04-25 06:00:15,1.44284,10000,,0,2,,,102001299,
USDCAD,-620,1461827819,,,1.25359,,forex,short,2016-04-28 03:16:59,1461827819,open,2016-04-28 03:16:01,1.25351,10000,,0,2,,,102069159,
NZDJPY,313,1461827819,,,75.51700,,forex,short,2016-04-28 03:16:59,1461827819,open,2016-04-28 03:16:08,75.51100,10000,,0,2,,,102069164,
EURGBP,234,1461933377,,,0.78046,,forex,long,2016-04-29 08:36:17,1461933377,open,2016-04-29 08:35:39,0.78053,10000,,0,2,,,102096176,
USDJPY,-19,1461827819,,,108.18100,,forex,short,2016-04-28 03:16:59,1461827819,open,2016-04-28 03:15:45,108.16200,10000,,0,2,,,102069137,
EURUSD,-86,1461933377,,,1.14251,,forex,long,2016-04-29 08:36:17,1461933377,open,2016-04-29 08:35:25,1.14261,10000,,0,2,,,102096157,
