trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,65.872,20160323 10:54:52 EST,20160323 10:54:52 EST,20160323 10:54:52 EST,85.459,,CADJPY,short,,20160323 05:41:16 EST,closed,20160323 05:41:16 EST,86.253,,,1.0,1.0,,CADJPY,,69.872,1.0,20065.872,4.0,399930.128,20069.872
2.0,-8.928,20160323 11:03:27 EST,20160323 11:03:27 EST,20160323 11:03:27 EST,85.403,,CADJPY,long,,20160323 10:54:52 EST,closed,20160323 10:54:52 EST,85.459,,,1.0,1.0,,CADJPY,,-4.928,-1.0,20056.944,4.0,399925.2,20064.944
3.0,-4.528,20160323 11:17:32 EST,20160323 11:17:32 EST,20160323 11:17:32 EST,85.409,,CADJPY,short,,20160323 11:03:27 EST,closed,20160323 11:03:27 EST,85.403,,,1.0,1.0,,CADJPY,,-0.528000000001,1.0,20052.416,4.0,399925.728,20064.416
4.0,-18.52,20160323 11:48:13 EST,20160323 11:48:13 EST,20160323 11:48:13 EST,85.244,,CADJPY,long,,20160323 11:17:32 EST,closed,20160323 11:17:32 EST,85.409,,,1.0,1.0,,CADJPY,,-14.52,-1.0,20033.896,4.0,399911.208,20049.896
5.0,-24.68,20160323 12:17:14 EST,20160323 12:17:14 EST,20160323 12:17:14 EST,85.479,,CADJPY,short,,20160323 11:48:13 EST,closed,20160323 11:48:13 EST,85.244,,,1.0,1.0,,CADJPY,,-20.68,1.0,20009.216,4.0,399931.888,20029.216
6.0,-9.104,20160323 12:49:02 EST,20160323 12:49:02 EST,20160323 12:49:02 EST,85.382,,CADJPY,long,,20160323 12:32:50 EST,closed,20160323 12:32:50 EST,85.44,,,1.0,1.0,,CADJPY,,-5.104,-1.0,20000.112,4.0,399926.784,20024.112
7.0,6.472,20160323 13:48:22 EST,20160323 13:48:22 EST,20160323 13:48:22 EST,85.263,,CADJPY,short,,20160323 12:49:02 EST,closed,20160323 12:49:02 EST,85.382,,,1.0,1.0,,CADJPY,,10.472,1.0,20006.584,4.0,399916.312,20034.584
8.0,-12.536,20160323 14:34:02 EST,20160323 14:34:02 EST,20160323 14:34:02 EST,85.197,,CADJPY,long,,20160323 14:19:05 EST,closed,20160323 14:19:05 EST,85.294,,,1.0,1.0,,CADJPY,,-8.536,-1.0,19994.048,4.0,399907.776,20026.048
9.0,-3.296,20160323 15:05:42 EST,20160323 15:05:42 EST,20160323 15:05:42 EST,85.043,,CADJPY,short,,20160323 14:49:41 EST,closed,20160323 14:49:41 EST,85.051,,,1.0,1.0,,CADJPY,,0.704,1.0,19990.752,4.0,399907.072,20026.752
10.0,-3.032,20160323 15:14:55 EST,20160323 15:14:55 EST,20160323 15:14:55 EST,85.054,,CADJPY,long,,20160323 15:05:42 EST,closed,20160323 15:05:42 EST,85.043,,,1.0,1.0,,CADJPY,,0.968000000001,-1.0,19987.72,4.0,399908.04,20027.72
11.0,-17.352,20160323 15:48:32 EST,20160323 15:48:32 EST,20160323 15:48:32 EST,85.135,,CADJPY,short,,20160323 15:31:47 EST,closed,20160323 15:14:55 EST,85.0705,,,2.0,2.0,,CADJPY,,-11.352,2.0,19970.368,6.0,399919.392,20016.368
12.0,-6.904,20160323 16:03:19 EST,20160323 16:03:19 EST,20160323 16:03:19 EST,85.102,,CADJPY,long,,20160323 15:48:32 EST,closed,20160323 15:48:32 EST,85.135,,,1.0,1.0,,CADJPY,,-2.904,-1.0,19963.464,4.0,399916.488,20013.464
13.0,4.296,20160323 16:51:03 EST,20160323 16:51:03 EST,20160323 16:51:03 EST,85.11,,CADJPY,long,,20160323 16:36:44 EST,closed,20160323 16:20:06 EST,85.08075,,,4.0,4.0,,CADJPY,,10.296,-4.0,19967.76,6.0,399926.784,20023.76
14.0,-2.592,20160323 17:22:58 EST,20160323 17:22:58 EST,20160323 17:22:58 EST,85.089,,CADJPY,short,,20160323 17:15:21 EST,closed,20160323 17:15:21 EST,85.097,,,2.0,2.0,,CADJPY,,1.408,2.0,19965.168,4.0,399925.376,20025.168
15.0,-6.792,20160323 17:58:44 EST,20160323 17:58:44 EST,20160323 17:58:44 EST,85.104,,CADJPY,long,,20160323 17:39:48 EST,closed,20160323 17:22:58 EST,85.107,,,3.0,3.0,,CADJPY,,-0.792000000004,-3.0,19958.376,6.0,399924.584,20024.376
16.0,-5.76,20160323 18:30:46 EST,20160323 18:30:46 EST,20160323 18:30:46 EST,85.115,,CADJPY,short,,20160323 18:15:07 EST,closed,20160323 18:15:07 EST,85.105,,,2.0,2.0,,CADJPY,,-1.76,2.0,19952.616,4.0,399926.344,20022.616
17.0,-39.5440000088,20160323 19:44:09 EST,20160323 19:44:09 EST,20160323 19:44:09 EST,85.091,,CADJPY,long,,20160323 19:29:19 EST,closed,20160323 18:30:46 EST,85.1320666667,,,3.0,3.0,,CADJPY,,-27.5440000088,-3.0,19913.072,12.0,399898.8,19995.072
18.0,-2.856,20160323 21:02:08 EST,20160323 21:02:08 EST,20160323 21:02:08 EST,85.139,,CADJPY,long,,20160323 20:01:53 EST,closed,20160323 20:01:53 EST,85.126,,,1.0,1.0,,CADJPY,,1.144,-1.0,19910.216,4.0,399899.944,19996.216
