trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,-1.6,20160425 07:30:35 EST,20160425 07:30:35 EST,20160425 07:30:35 EST,0.68742,,NZDUSD,long,,20160425 07:16:20 EST,closed,20160425 07:16:20 EST,0.6873,,,2.0,2.0,,NZDUSD,,2.4,-2.0,USD,99998.4,4.0,2000002.4,99998.4,100002.4,100002.4,1.2,-0.799999999999
2.0,-276.2,20160502 10:40:54 EST,20160502 10:40:54 EST,20160502 10:40:54 EST,0.69921,,NZDUSD,short,,20160425 11:35:15 EST,closed,20160425 11:35:15 EST,0.6856,,,2.0,2.0,,NZDUSD,,-272.2,2.0,USD,99722.2,4.0,2000274.6,99722.2,99730.2,99730.2,0.0,-2.0
3.0,-28.2,20160502 11:21:10 EST,20160502 11:21:10 EST,20160502 11:21:10 EST,0.70006,,NZDUSD,short,,20160502 10:44:39 EST,closed,20160502 10:44:39 EST,0.69885,,,2.0,2.0,,NZDUSD,,-24.2,2.0,USD,99696.0,4.0,2014275.8,99696.0,99706.0,99706.0,,
4.0,3.6,20160502 11:53:12 EST,20160502 11:53:12 EST,20160502 11:53:12 EST,0.70044,,NZDUSD,long,,20160502 11:21:10 EST,closed,20160502 11:21:10 EST,0.70006,,,2.0,2.0,,NZDUSD,,7.6,-2.0,USD,99699.6,4.0,2014283.4,99699.6,99713.6,99713.6,-1.8,-3.8
5.0,-25.8,20160502 12:38:43 EST,20160502 12:38:43 EST,20160502 12:38:43 EST,0.70153,,NZDUSD,short,,20160502 11:53:12 EST,closed,20160502 11:53:12 EST,0.70044,,,2.0,2.0,,NZDUSD,,-21.8,2.0,USD,99673.8,4.0,2014305.2,99673.8,99691.8,99691.8,0.800000000001,-1.2
6.0,-2.0,,,,0.0,,NZDUSD,long,,20160502 12:38:43 EST,open,20160502 12:38:43 EST,0.70153,,,0.0,2.0,,NZDUSD,,0.0,2.0,USD,99671.8,2.0,2000274.6,99668.7,99690.7,99691.8,,
7.0,-2.0,,,,0.0,,NZDUSD,short,,20160502 13:05:57 EST,open,20160502 13:05:57 EST,0.70193,,,0.0,2.0,,NZDUSD,,0.0,-2.0,USD,99669.8,2.0,1986236.0,99670.0,99694.0,99691.8,,
8.0,8.0,20160502 14:00:22 EST,20160502 14:00:22 EST,20160502 14:00:22 EST,0.70115,,NZDUSD,short,,20160502 13:42:26 EST,closed,20160502 13:42:26 EST,0.70175,,,2.0,2.0,,NZDUSD,,12.0,2.0,USD,99677.8,4.0,1986224.0,99677.8,99703.8,99703.8,0.100000000001,-1.9
9.0,26.6,20160511 10:58:42 EST,20160511 10:58:42 EST,20160511 10:58:42 EST,0.68223,,NZDUSD,long,,20160511 06:34:15 EST,closed,20160511 06:34:15 EST,0.6807,,,2.0,2.0,,NZDUSD,,30.6,-2.0,USD,99704.4,4.0,1986254.6,99704.4,99734.4,99734.4,-3.8,-5.8
10.0,-23.6,20160511 15:00:10 EST,20160511 15:00:10 EST,20160511 15:00:10 EST,0.68306,,NZDUSD,short,,20160511 11:03:15 EST,closed,20160511 11:03:15 EST,0.68208,,,2.0,2.0,,NZDUSD,,-19.6,2.0,USD,99680.8,4.0,1986274.2,99680.8,99714.8,99714.8,5.4,3.4
11.0,-6.8,20160511 15:48:23 EST,20160511 15:48:23 EST,20160511 15:48:23 EST,0.68314,,NZDUSD,short,,20160511 15:07:48 EST,closed,20160511 15:07:48 EST,0.683,,,2.0,2.0,,NZDUSD,,-2.8,2.0,USD,99674.0,4.0,1986277.0,99674.0,99712.0,99712.0,5.0,3.0
