Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:51 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:51 EST,paperUSD,9998.0,18726.7,0,-2.0,USD
20160318 06:24:20 EST,paperUSD,9995.6,29999.6,0,-4.4,USD
20160318 06:26:12 EST,paperUSD,9993.6,41272.9,0,-6.4,USD
20160318 06:29:11 EST,paperUSD,9991.5,52546.1,0,-8.5,USD
20160318 06:36:50 EST,paperUSD,9995.5,63813.4,0,-4.5,USD
20160318 06:40:03 EST,paperUSD,9989.2,75082.4,0,-10.8,USD
20160318 06:52:23 EST,paperUSD,9991.7,86351.2,0,-8.3,USD
20160318 06:54:33 EST,paperUSD,9982.2,97617.0,0,-17.8,USD
20160318 07:00:36 EST,paperUSD,9984.9,108885.6,0,-15.1,USD
20160318 07:04:46 EST,paperUSD,9981.0,120157.0,0,-19.0,USD
20160318 07:06:23 EST,paperUSD,9983.4,131425.9,0,-16.6,USD
20160318 07:07:49 EST,paperUSD,9976.0,142693.8,0,-24.0,USD
20160318 07:20:17 EST,paperUSD,9971.4,153969.7,0,-28.6,USD
20160318 07:23:17 EST,paperUSD,9967.9,165241.5,0,-32.1,USD
20160318 07:24:13 EST,paperUSD,9965.9,176514.8,0,-34.1,USD
20160318 07:26:22 EST,paperUSD,9967.3,187791.5,0,-32.7,USD
20160318 07:28:13 EST,paperUSD,9961.7,199068.4,0,-38.3,USD
20160318 07:29:11 EST,paperUSD,9964.5,210346.5,0,-35.5,USD
20160318 07:30:18 EST,paperUSD,9957.2,221625.1,0,-42.8,USD
20160318 07:36:21 EST,paperUSD,9961.1,232904.3,0,-38.9,USD
20160318 07:37:20 EST,paperUSD,9951.7,244185.0,0,-48.3,USD
20160318 07:38:18 EST,paperUSD,9956.2,255464.8,0,-43.8,USD
20160318 07:41:14 EST,paperUSD,9945.6,266746.7,0,-54.4,USD
20160318 07:42:25 EST,paperUSD,9953.5,278029.9,0,-46.5,USD
20160318 07:44:23 EST,paperUSD,9945.0,289309.7,0,-55.0,USD
20160318 07:45:14 EST,paperUSD,9949.0,300589.0,0,-51.0,USD
20160318 07:48:14 EST,paperUSD,9943.9,311865.4,0,-56.1,USD
20160318 07:49:13 EST,paperUSD,9946.1,323142.9,0,-53.9,USD
20160318 07:50:21 EST,paperUSD,9940.2,334420.1,0,-59.8,USD
20160318 07:55:20 EST,paperUSD,9944.0,345699.2,0,-56.0,USD
20160318 07:56:21 EST,paperUSD,9937.8,356976.7,0,-62.2,USD
20160318 07:57:20 EST,paperUSD,9939.1,368253.3,0,-60.9,USD
20160318 08:14:47 EST,paperUSD,9923.6,379540.1,0,-76.4,USD
20160318 08:26:57 EST,paperUSD,9939.6,390831.4,0,-60.4,USD
20160318 08:28:24 EST,paperUSD,9923.0,402119.3,0,-77.0,USD
20160318 08:29:41 EST,paperUSD,9936.1,413407.7,0,-63.9,USD
20160318 08:31:40 EST,paperUSD,9920.3,424694.8,0,-79.7,USD
20160318 08:33:38 EST,paperUSD,9932.4,435982.2,0,-67.6,USD
20160318 08:38:00 EST,paperUSD,9917.1,447268.8,0,-82.9,USD
20160318 08:40:29 EST,paperUSD,9927.3,458554.3,0,-72.7,USD
20160318 08:55:48 EST,paperUSD,9912.6,469840.3,0,-87.4,USD
20160318 08:57:35 EST,paperUSD,9923.8,481126.8,0,-76.2,USD
20160318 09:00:20 EST,paperUSD,9912.1,492409.8,0,-87.9,USD
20160318 09:03:15 EST,paperUSD,9919.8,503692.8,0,-80.2,USD
20160318 09:06:11 EST,paperUSD,9908.4,514975.5,0,-91.6,USD
20160318 09:08:13 EST,paperUSD,9916.2,526258.6,0,-83.8,USD
20160318 09:09:23 EST,paperUSD,9905.0,537541.1,0,-95.0,USD
20160318 09:10:12 EST,paperUSD,9909.0,548820.4,0,-91.0,USD
20160318 09:13:14 EST,paperUSD,9899.1,560101.6,0,-100.9,USD
20160318 09:20:17 EST,paperUSD,9902.2,571380.0,0,-97.8,USD
20160318 09:21:15 EST,paperUSD,9891.1,582662.4,0,-108.9,USD
20160318 09:22:12 EST,paperUSD,9898.2,593944.8,0,-101.8,USD
20160318 09:23:18 EST,paperUSD,9885.6,605228.7,0,-114.4,USD
20160318 09:25:11 EST,paperUSD,9892.9,616511.3,0,-107.1,USD
20160318 09:30:46 EST,paperUSD,9879.5,627796.0,0,-120.5,USD
