Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:57 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:57 EST,paperUSD,9996.61813,-139093.5,0,-3.38187,USD
20160318 06:23:58 EST,paperUSD,9993.3039004,-304804.98,0,-6.6960996,USD
20160318 06:23:58 EST,paperUSD,9988.9720204,-521398.98,0,-11.0279796,USD
20160318 06:23:58 EST,paperUSD,9986.02657913,-668671.0434,0,-13.973420868,USD
20160318 06:23:58 EST,paperUSD,9983.08654313,-815672.8434,0,-16.913456868,USD
20160318 06:23:58 EST,paperUSD,9980.79904313,-930047.8434,0,-19.200956868,USD
20160318 06:23:59 EST,paperUSD,9977.88247906,-1075876.047,0,-22.11752094,USD
20160318 06:24:21 EST,paperUSD,9976.00057906,-906781.047,0,-23.99942094,USD
20160318 06:24:32 EST,paperUSD,10038.3433435,-759574.2705,0,38.34334353,USD
20160318 06:24:32 EST,paperUSD,10035.399208,-906781.047,0,35.399208,USD
20160318 06:24:43 EST,paperUSD,10032.4544955,-1054016.6712,0,32.454495516,USD
20160318 06:25:39 EST,paperUSD,10025.1801867,-888301.2312,0,25.180186716,USD
20160318 06:25:39 EST,paperUSD,10021.8658779,-1054016.6712,0,21.865877916,USD
20160318 06:25:50 EST,paperUSD,10018.5515691,-1219732.1112,0,18.551569116,USD
20160318 06:26:12 EST,paperUSD,10015.1695791,-1388831.6112,0,15.169579116,USD
20160318 06:26:24 EST,paperUSD,10011.7875891,-1557931.1112,0,11.787589116,USD
20160318 06:26:35 EST,paperUSD,9995.6478171,-1410942.5112,0,-4.35218288399,USD
20160318 06:27:30 EST,paperUSD,9941.08193706,-1263758.5092,0,-58.918062924,USD
20160318 06:28:16 EST,paperUSD,9913.29392706,-1149358.0092,0,-86.706072924,USD
20160318 06:28:16 EST,paperUSD,9911.00591706,-1263758.5092,0,-88.994082924,USD
20160318 06:28:27 EST,paperUSD,9908.71790706,-1378159.0092,0,-91.282092924,USD
20160318 06:29:12 EST,paperUSD,9903.83594706,-1209061.0092,0,-96.164052924,USD
20160318 06:29:35 EST,paperUSD,9900.89162933,-1356276.8955,0,-99.10837065,USD
20160318 06:29:47 EST,paperUSD,9897.94728124,-1503494.3001,0,-102.052718742,USD
20160318 06:33:34 EST,paperUSD,9837.16044124,-1389152.3001,0,-162.839558742,USD
20160318 06:33:45 EST,paperUSD,9787.14973449,-1241981.9628,0,-212.850265488,USD
20160318 06:33:57 EST,paperUSD,9784.20956649,-1388990.3628,0,-215.790433488,USD
20160318 06:34:08 EST,paperUSD,9781.26942489,-1535997.4428,0,-218.730575088,USD
