Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:08 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:08 EST,paperUSD,19998.0,20000.0,350392.2,0,-2.0,0.0,USD
20160323 11:26:25 EST,paperUSD,19981.04,19985.04,399985.04,0,-18.96,-14.96,USD
20160323 11:26:56 EST,paperUSD,19979.04,19985.04,350390.44,0,-20.96,-14.96,USD
20160323 11:40:31 EST,paperUSD,19937.264,19945.264,390026.344,0,-62.736,-54.736,USD
20160323 12:26:02 EST,paperUSD,19933.328,19943.328,399943.328,0,-66.672,-56.672,USD
20160323 12:26:33 EST,paperUSD,19931.328,19943.328,390026.432,0,-68.672,-56.672,USD
20160323 12:51:20 EST,paperUSD,19928.976,19942.976,380109.888,0,-71.024,-57.024,USD
20160323 13:09:50 EST,paperUSD,19928.736,19944.736,390024.672,0,-71.264,-55.264,USD
20160323 13:35:17 EST,paperUSD,19935.448,19953.448,399932.504,0,-64.552,-46.552,USD
20160323 14:06:29 EST,paperUSD,19933.448,19953.448,390029.864,0,-66.552,-46.552,USD
20160323 15:02:34 EST,paperUSD,19944.296,19966.296,399919.656,0,-55.704,-33.704,USD
20160323 15:39:12 EST,paperUSD,19942.296,19966.296,390025.728,0,-57.704,-33.704,USD
20160323 15:55:59 EST,paperUSD,19942.32,19968.32,390025.728,0,-57.68,-31.68,USD
20160323 16:29:50 EST,paperUSD,19940.32,19968.32,350463.04,0,-59.68,-31.68,USD
20160323 16:46:08 EST,paperUSD,19935.152,19965.152,380141.392,0,-64.848,-34.848,USD
20160323 17:15:26 EST,paperUSD,19933.152,19965.152,370252.392,0,-66.848,-34.848,USD
20160323 17:20:10 EST,paperUSD,19936.6080001,19970.6080001,399919.392,0,-63.391999912,-29.391999912,USD
20160323 18:19:32 EST,paperUSD,19934.6080001,19970.6080001,360360.928,0,-65.391999912,-29.391999912,USD
20160323 18:36:35 EST,paperUSD,19944.2240001,19982.2240001,390038.488,0,-55.775999912,-17.775999912,USD
20160323 18:51:34 EST,paperUSD,19944.9520001,19984.9520001,399928.28,0,-55.047999912,-15.047999912,USD
20160323 18:52:11 EST,paperUSD,19942.9520001,19984.9520001,360370.872,0,-57.047999912,-15.047999912,USD
20160323 19:07:30 EST,paperUSD,19923.7040001,19967.7040001,399945.528,0,-76.295999912,-32.295999912,USD
20160323 19:22:58 EST,paperUSD,19921.7040001,19967.7040001,350482.048,0,-78.295999912,-32.295999912,USD
20160323 19:37:44 EST,paperUSD,19919.2640001,19967.2640001,399945.968,0,-80.735999912,-32.735999912,USD
20160323 20:12:50 EST,paperUSD,19917.2640001,19967.2640001,380160.4,0,-82.735999912,-32.735999912,USD
20160323 20:29:31 EST,paperUSD,19917.9040001,19969.9040001,380160.4,0,-82.095999912,-30.095999912,USD
20160323 20:48:03 EST,paperUSD,19912.2080001,19966.2080001,390050.016,0,-87.791999912,-33.791999912,USD
20160323 21:03:26 EST,paperUSD,19882.2240001,19938.2240001,390050.016,0,-117.775999912,-61.775999912,USD
20160323 21:19:21 EST,paperUSD,19887.1760001,19945.1760001,390050.016,0,-112.823999912,-54.823999912,USD
20160323 21:35:46 EST,paperUSD,19889.8400001,19949.8400001,390050.016,0,-110.159999912,-50.159999912,USD
20160323 22:11:50 EST,paperUSD,19895.1440001,19957.1440001,390050.016,0,-104.855999912,-42.855999912,USD
20160323 22:31:56 EST,paperUSD,19893.1440001,19957.1440001,370193.168,0,-106.855999912,-42.855999912,USD
20160323 22:50:01 EST,paperUSD,19907.5706667,19973.5706667,390032.768,0,-92.429333304,-26.429333304,USD
20160323 23:09:00 EST,paperUSD,19910.704,19978.704,399955.648,0,-89.296,-21.296,USD
20160323 23:09:35 EST,paperUSD,19908.704,19978.704,390033.384,0,-91.296,-21.296,USD
20160323 23:26:32 EST,paperUSD,19907.144,19979.144,399955.208,0,-92.856,-20.856,USD
20160323 23:27:02 EST,paperUSD,19905.144,19979.144,390032.768,0,-94.856,-20.856,USD
20160323 23:41:59 EST,paperUSD,19902.968,19978.968,390032.768,0,-97.032,-21.032,USD
20160323 23:57:48 EST,paperUSD,19906.424,19984.424,380115.96,0,-93.576,-15.576,USD
20160324 00:17:39 EST,paperUSD,19912.168,19992.168,399957.32,0,-87.832,-7.832,USD
20160324 00:37:46 EST,paperUSD,19910.168,19992.168,380111.56,0,-89.832,-7.832,USD
20160324 00:55:01 EST,paperUSD,19914.68,19998.68,399963.832,0,-85.32,-1.32,USD
20160324 00:55:31 EST,paperUSD,19912.68,19998.68,390038.576,0,-87.32,-1.32,USD
20160324 01:13:42 EST,paperUSD,19913.936,20001.936,399967.088,0,-86.064,1.936,USD
20160324 01:30:53 EST,paperUSD,19911.936,20001.936,390038.136,0,-88.064,1.936,USD
20160324 02:06:33 EST,paperUSD,19909.936,20001.936,370187.272,0,-90.064,1.936,USD
20160324 02:26:12 EST,paperUSD,19918.5839999,20012.5839999,399956.44,0,-81.416000088,12.583999912,USD
20160324 02:50:13 EST,paperUSD,19916.5839999,20012.5839999,390031.624,0,-83.416000088,12.583999912,USD
20160324 03:14:56 EST,paperUSD,19928.7519999,20026.7519999,390031.624,0,-71.248000088,26.751999912,USD
20160324 03:31:09 EST,paperUSD,19926.7519999,20026.7519999,399970.608,0,-73.248000088,26.751999912,USD
20160324 03:48:32 EST,paperUSD,19924.7519999,20026.7519999,390037.872,0,-75.248000088,26.751999912,USD
20160324 04:05:55 EST,paperUSD,19918.7919999,20022.7919999,390037.872,0,-81.208000088,22.791999912,USD
20160324 05:16:18 EST,paperUSD,19912.1279999,20018.1279999,399971.312,0,-87.872000088,18.127999912,USD
20160324 05:16:51 EST,paperUSD,19910.1279999,20018.1279999,380105.664,0,-89.872000088,18.127999912,USD
20160324 05:35:42 EST,paperUSD,19903.1999999,20013.1999999,390036.024,0,-96.800000088,13.199999912,USD
20160324 06:05:05 EST,paperUSD,19910.1759999,20022.1759999,390036.024,0,-89.824000088,22.175999912,USD
