trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,2.87608,20160323 06:23:19 EST,20160323 06:23:19 EST,20160323 06:23:19 EST,1.30789,,USDCAD,long,,20160323 05:41:07 EST,closed,20160323 05:41:07 EST,1.30697,,,1.0,1.0,,USDCAD,,6.87608,-1.0,20002.87608,4.0,400006.87608,20006.87608
2.0,10.27534,20160323 07:38:24 EST,20160323 07:38:24 EST,20160323 07:38:24 EST,1.30598,,USDCAD,short,,20160323 06:23:19 EST,closed,20160323 06:23:19 EST,1.30789,,,1.0,1.0,,USDCAD,,14.27534,1.0,20013.15142,4.0,399992.60074,20021.15142
3.0,-1.0104,20160323 08:02:40 EST,20160323 08:02:40 EST,20160323 08:02:40 EST,1.30638,,USDCAD,long,,20160323 07:38:24 EST,closed,20160323 07:38:24 EST,1.30598,,,1.0,1.0,,USDCAD,,2.9896,-1.0,20012.14102,4.0,399995.59034,20024.14102
4.0,-13.41724,20160323 08:16:50 EST,20160323 08:16:50 EST,20160323 08:16:50 EST,1.30764,,USDCAD,short,,20160323 08:02:40 EST,closed,20160323 08:02:40 EST,1.30638,,,1.0,1.0,,USDCAD,,-9.41724,1.0,19998.72378,4.0,400005.00758,20014.72378
5.0,11.77014,20160323 08:40:39 EST,20160323 08:40:39 EST,20160323 08:40:39 EST,1.30975,,USDCAD,long,,20160323 08:16:50 EST,closed,20160323 08:16:50 EST,1.30764,,,1.0,1.0,,USDCAD,,15.77014,-1.0,20010.49392,4.0,400020.77772,20030.49392
6.0,-35.68976,20160323 09:17:52 EST,20160323 09:17:52 EST,20160323 09:17:52 EST,1.31399,,USDCAD,short,,20160323 08:40:39 EST,closed,20160323 08:40:39 EST,1.30975,,,1.0,1.0,,USDCAD,,-31.68976,1.0,19974.80416,4.0,400052.46748,19998.80416
7.0,12.59228,20160323 09:43:35 EST,20160323 09:43:35 EST,20160323 09:43:35 EST,1.31621,,USDCAD,long,,20160323 09:17:52 EST,closed,20160323 09:17:52 EST,1.31399,,,1.0,1.0,,USDCAD,,16.59228,-1.0,19987.39644,4.0,400069.05976,20015.39644
8.0,-25.3009,20160323 10:09:57 EST,20160323 10:09:57 EST,20160323 10:09:57 EST,1.31906,,USDCAD,short,,20160323 09:43:35 EST,closed,20160323 09:43:35 EST,1.31621,,,1.0,1.0,,USDCAD,,-21.3009,1.0,19962.09554,4.0,400090.36066,19994.09554
9.0,-3.70104,20160323 10:32:10 EST,20160323 10:32:10 EST,20160323 10:32:10 EST,1.3191,,USDCAD,long,,20160323 10:09:57 EST,closed,20160323 10:09:57 EST,1.31906,,,1.0,1.0,,USDCAD,,0.298959999999,-1.0,19958.3945,4.0,400090.65962,19994.3945
10.0,-0.18826,20160323 10:57:51 EST,20160323 10:57:51 EST,20160323 10:57:51 EST,1.31859,,USDCAD,short,,20160323 10:32:10 EST,closed,20160323 10:32:10 EST,1.3191,,,1.0,1.0,,USDCAD,,3.81174,1.0,19958.20624,4.0,400086.84788,19998.20624
