symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
EURJPY,open,long,2.0,0.0,125.041,0.0,-2.0,0.0,2.0,1.0,,,,,EURJPY,,20160425 07:07:05 EST,20160425 07:07:05 EST,2.0,JPY,-519.14,-517.14,99998.0,1977492.62,100000.0
NZDJPY,open,long,2.0,0.0,76.357,0.0,-2.0,0.0,2.0,8.0,,,,,NZDJPY,,20160425 07:13:01 EST,20160425 07:13:01 EST,2.0,JPY,-439.76,-437.76,99984.0,1836895.27686,100000.0
AUDJPY,open,long,2.0,0.0,85.762,0.0,-2.0,0.0,2.0,14.0,,,,,AUDJPY,,20160425 07:14:20 EST,20160425 07:14:20 EST,2.0,JPY,-1014.68,-1012.68,99972.0,1711204.28944,100000.0
USDCHF,open,short,2.0,0.0,0.97445,0.0,-2.0,0.0,2.0,16.0,,,,,USDCHF,,20160425 08:41:07 EST,20160425 08:41:07 EST,-2.0,CHF,-404.56316,-402.56316,99969.69324,1697463.74124,100003.69324
EURUSD,open,long,2.0,0.0,1.14856,0.0,-2.0,0.0,2.0,19.0,,,,,EURUSD,,20160502 09:42:40 EST,20160502 09:42:40 EST,2.0,USD,90.0,92.0,99506.5018,1697463.74124,99552.5018
EURCHF,open,long,2.0,0.0,1.09996,0.0,-2.0,0.0,2.0,23.0,,,,,EURCHF,,20160502 09:45:07 EST,20160502 09:45:07 EST,2.0,CHF,18.31282,20.31282,98851.90548,1697463.74124,98913.90548
NZDUSD,open,long,2.0,0.0,0.7004,0.0,-2.0,0.0,2.0,24.0,,,,,NZDUSD,,20160502 09:45:24 EST,20160502 09:45:24 EST,2.0,USD,-49.8,-47.8,98582.50548,1697463.74124,98648.50548
AUDUSD,open,long,2.0,0.0,0.76647,0.0,-2.0,0.0,2.0,25.0,,,,,AUDUSD,,20160502 18:33:46 EST,20160502 18:33:46 EST,2.0,USD,-198.8,-196.8,98681.10548,1697463.74124,98751.10548
GBPUSD,open,long,2.0,0.0,1.46675,0.0,-2.0,0.0,2.0,26.0,,,,,GBPUSD,,20160502 18:49:34 EST,20160502 18:49:34 EST,2.0,USD,2.8,4.8,98660.50548,1697463.74124,98734.50548
USDJPY,open,short,2.0,0.0,105.965,0.0,-2.0,0.0,2.0,27.0,,,,,USDJPY,,20160503 01:26:45 EST,20160503 01:26:45 EST,-2.0,JPY,-7.22,-5.22,98769.04228,1735825.56124,98849.04228
USDCAD,open,long,2.0,0.0,1.2528,0.0,-2.0,0.0,2.0,28.0,,,,,USDCAD,,20160503 01:27:05 EST,20160503 01:27:05 EST,2.0,CAD,-10.98662,-8.98662,99001.53228,1735825.56124,99085.53228
CADJPY,open,short,2.0,0.0,84.595,0.0,-2.0,0.0,2.0,29.0,,,,,CADJPY,,20160503 01:29:01 EST,20160503 01:29:01 EST,-2.0,JPY,-1.1,0.899999999999,98443.67228,1735825.56124,98531.67228
CHFJPY,open,short,2.0,0.0,110.956,0.0,-2.0,0.0,2.0,30.0,,,,,CHFJPY,,20160503 01:42:44 EST,20160503 01:42:44 EST,-2.0,JPY,2.32,4.32,98441.67228,1715853.48124,98531.67228
EURGBP,open,long,2.0,0.0,0.78609,0.0,-2.0,0.0,2.0,31.0,,,,,EURGBP,,20160503 01:42:59 EST,20160503 01:42:59 EST,2.0,GBP,-5.4692,-3.4692,98433.62488,1715853.48124,98527.62488
GBPJPY,open,short,2.0,0.0,155.423,0.0,-2.0,0.0,2.0,32.0,,,,,GBPJPY,,20160503 01:45:07 EST,20160503 01:45:07 EST,-2.0,JPY,-0.200000000002,1.8,98305.24488,1715853.48124,98403.24488
