trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,-2.2,20160425 07:25:06 EST,20160425 07:25:06 EST,20160425 07:25:06 EST,87.652,,CADJPY,short,,20160425 07:16:20 EST,closed,20160425 07:16:20 EST,87.662,,,2.0,2.0,,CADJPY,,1.8,2.0,JPY,99997.8,4.0,1999998.2,99997.8,100001.8,100001.8,1.44,-0.560000000001
2.0,-53.5,20160425 08:48:17 EST,20160425 08:48:17 EST,20160425 08:48:17 EST,87.707,,CADJPY,short,,20160425 08:13:33 EST,closed,20160425 08:13:33 EST,87.432,,,2.0,2.0,,CADJPY,,-49.5,2.0,JPY,99944.3,4.0,2000047.7,99944.3,99952.3,99952.3,-1.26,-3.26
3.0,458.24,20160502 09:42:28 EST,20160502 09:42:28 EST,20160502 09:42:28 EST,85.139,,CADJPY,short,,20160425 09:28:40 EST,closed,20160425 09:28:40 EST,87.707,,,2.0,2.0,,CADJPY,,462.24,2.0,JPY,100402.54,4.0,1999585.46,100402.54,100414.54,100414.54,1.08,-0.920000000003
4.0,-14.08,20160502 11:21:10 EST,20160502 11:21:10 EST,20160502 11:21:10 EST,85.08,,CADJPY,short,,20160502 11:05:17 EST,closed,20160502 11:05:17 EST,85.024,,,2.0,2.0,,CADJPY,,-10.08,2.0,JPY,100388.46,4.0,1999595.54,100388.46,100404.46,100404.46,0.54,-1.46
5.0,-9.76,20160502 17:29:12 EST,20160502 17:29:12 EST,20160502 17:29:12 EST,84.952,,CADJPY,short,,20160502 16:57:12 EST,closed,20160502 16:57:12 EST,84.92,,,2.0,2.0,,CADJPY,,-5.76,2.0,JPY,100378.7,4.0,1999601.3,100378.7,100398.7,100398.7,0.899999999999,-1.1
6.0,-14.08,20160502 17:42:05 EST,20160502 17:42:05 EST,20160502 17:42:05 EST,84.896,,CADJPY,long,,20160502 17:29:12 EST,closed,20160502 17:29:12 EST,84.952,,,2.0,2.0,,CADJPY,,-10.08,-2.0,JPY,100364.62,4.0,1999591.22,100364.62,100388.62,100388.62,-4.5,-6.5
7.0,-8.5,20160502 18:32:53 EST,20160502 18:32:53 EST,20160502 18:32:53 EST,84.921,,CADJPY,short,,20160502 17:42:05 EST,closed,20160502 17:42:05 EST,84.896,,,2.0,2.0,,CADJPY,,-4.5,2.0,JPY,100356.12,4.0,1999595.72,100356.12,100384.12,100384.12,2.34,0.339999999998
8.0,-1.66,20160502 18:48:22 EST,20160502 18:48:22 EST,20160502 18:48:22 EST,84.934,,CADJPY,long,,20160502 18:32:53 EST,closed,20160502 18:32:53 EST,84.921,,,2.0,2.0,,CADJPY,,2.34,-2.0,JPY,100354.46,4.0,1999598.06,100354.46,100386.46,100386.46,-0.540000000003,-2.54
9.0,-2.2,20160502 19:53:19 EST,20160502 19:53:19 EST,20160502 19:53:19 EST,84.96,,CADJPY,long,,20160502 19:35:33 EST,closed,20160502 19:35:33 EST,84.95,,,2.0,2.0,,CADJPY,,1.8,-2.0,JPY,100352.26,4.0,1999599.86,100352.26,100388.26,100388.26,-0.99,-2.99
10.0,37.76,20160502 20:22:41 EST,20160502 20:22:41 EST,20160502 20:22:41 EST,84.728,,CADJPY,short,,20160502 19:53:19 EST,closed,20160502 19:53:19 EST,84.96,,,2.0,2.0,,CADJPY,,41.76,2.0,JPY,100390.02,4.0,1999558.1,100390.02,100430.02,100430.02,1.44,-0.560000000001
