Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160425 07:05:21 EST,paperUSD,100000.0,100000,2000000.0,0.0,0.0,0,USD,100000.0,100000.0,0.0
20160425 07:05:21 EST,paperUSD,99998.0,100000,1977480.8,0.900000000001,-2.0,0,USD,99998.9,100002.9,2.9
20160425 07:09:24 EST,paperUSD,99996.0,100000,1954966.58,-4.9,-4.0,0,USD,99991.1,99999.1,-0.899999999997
20160425 07:10:57 EST,paperUSD,99994.0,100000,1926044.18,-1.94,-6.0,0,USD,99992.06,100004.06,4.06
20160425 07:11:17 EST,paperUSD,99992.0,100000,1906051.23562,-6.02144,-8.0,0,USD,99985.97856,100001.97856,1.97856
20160425 07:11:41 EST,paperUSD,99990.0,100000,1886050.71562,-1.62302,-10.0,0,USD,99988.37698,100008.37698,8.37698
20160425 07:12:02 EST,paperUSD,99988.0,100000,1870618.71562,-4.97338,-12.0,0,USD,99983.02662,100007.02662,7.02662
20160425 07:12:21 EST,paperUSD,99986.0,100000,1850631.99976,-4.91537999999,-14.0,0,USD,99981.08462,100009.08462,9.08462000001
20160425 07:12:43 EST,paperUSD,99984.0,100000,1836888.81976,0.637600000002,-16.0,0,USD,99984.6376,100016.6376,16.6376
20160425 07:13:01 EST,paperUSD,99982.0,100000,1821108.93976,2.66378,-18.0,0,USD,99984.66378,100020.66378,20.66378
20160425 07:13:20 EST,paperUSD,99980.0,100000,1800582.45976,9.57108,-20.0,0,USD,99989.57108,100029.57108,29.57108
20160425 07:13:37 EST,paperUSD,99978.0,100000,1778097.70726,12.40666,-22.0,0,USD,99990.40666,100034.40666,34.40666
20160425 07:13:48 EST,paperUSD,99976.0,100000,1749143.62726,6.74958,-24.0,0,USD,99982.74958,100030.74958,30.74958
20160425 07:14:07 EST,paperUSD,99974.0,100000,1726636.61234,19.05672,-26.0,0,USD,99993.05672,100045.05672,45.05672
20160425 07:14:20 EST,paperUSD,99972.0,100000,1711199.45234,10.15942,-28.0,0,USD,99982.15942,100038.15942,38.15942
20160425 07:14:30 EST,paperUSD,99970.0,100000,1697456.85234,15.03168,-30.0,0,USD,99985.03168,100045.03168,45.03168
