trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl,purebalance,unr_pnl
1.0,-306.468,20160505 16:58:24 EST,20160505 16:58:24 EST,20160505 16:58:24 EST,1615.5,,#GerTech30,long,,20160504 20:56:27 EST,closed,20160504 20:56:27 EST,1618.5,,,2.0,2.0,,#GerTech30,,-300.0,-2.0,USD,99696.769,6.468,2161550.0,99696.769,99700.0,,99700.0,
2.0,-306.468,20160505 17:24:15 EST,20160505 17:24:15 EST,20160505 17:24:15 EST,1618.5,,#GerTech30,short,,20160505 16:58:24 EST,closed,20160505 16:58:24 EST,1615.5,,,2.0,2.0,,#GerTech30,,-300.0,2.0,USD,99393.532,6.468,2323400.0,99393.532,99400.0,,99400.0,
3.0,-306.468,20160505 18:35:17 EST,20160505 18:35:17 EST,20160505 18:35:17 EST,1615.5,,#GerTech30,long,,20160505 17:24:15 EST,closed,20160505 17:24:15 EST,1618.5,,,2.0,2.0,,#GerTech30,,-300.0,-2.0,USD,99090.301,6.468,2484950.0,99090.301,99100.0,,99100.0,
4.0,-306.468,20160505 18:50:16 EST,20160505 18:50:16 EST,20160505 18:50:16 EST,1618.5,,#GerTech30,short,,20160505 18:35:17 EST,closed,20160505 18:35:17 EST,1615.5,,,2.0,2.0,,#GerTech30,,-300.0,2.0,USD,98787.064,6.468,2646800.0,98787.064,98800.0,,98800.0,
5.0,-306.468,20160505 19:54:16 EST,20160505 19:54:16 EST,20160505 19:54:16 EST,1615.5,,#GerTech30,long,,20160505 18:50:16 EST,closed,20160505 18:50:16 EST,1618.5,,,2.0,2.0,,#GerTech30,,-300.0,-2.0,USD,98483.833,6.468,2808350.0,98483.833,98500.0,,98500.0,
6.0,-306.468,20160505 20:10:20 EST,20160505 20:10:20 EST,20160505 20:10:20 EST,1618.5,,#GerTech30,short,,20160505 19:54:16 EST,closed,20160505 19:54:16 EST,1615.5,,,2.0,2.0,,#GerTech30,,-300.0,2.0,USD,98180.596,6.468,2970200.0,98180.596,98200.0,,98200.0,
7.0,-306.468,20160505 23:57:39 EST,20160505 23:57:39 EST,20160505 23:57:39 EST,1615.5,,#GerTech30,long,,20160505 20:10:20 EST,closed,20160505 20:10:20 EST,1618.5,,,2.0,2.0,,#GerTech30,,-300.0,-2.0,USD,97877.365,6.468,3131750.0,97877.365,97900.0,,97900.0,
8.0,-306.468,20160506 00:11:10 EST,20160506 00:11:10 EST,20160506 00:11:10 EST,1618.5,,#GerTech30,short,,20160505 23:57:39 EST,closed,20160505 23:57:39 EST,1615.5,,,2.0,2.0,,#GerTech30,,-300.0,2.0,USD,97574.128,6.468,3293600.0,97574.128,97600.0,,97600.0,
9.0,-2166.4308,20160506 01:31:41 EST,20160506 01:31:41 EST,20160506 01:31:41 EST,1596.9,,#GerTech30,long,,20160506 00:11:10 EST,closed,20160506 00:11:10 EST,1618.5,,,2.0,2.0,,#GerTech30,,-2160.0,-2.0,USD,95410.9342,6.4308,3453290.0,95410.9342,95440.0,,95440.0,
10.0,-776.403,20160506 03:54:55 EST,20160506 03:54:55 EST,20160506 03:54:55 EST,1604.6,,#GerTech30,short,,20160506 01:45:03 EST,closed,20160506 01:45:03 EST,1596.9,,,2.0,2.0,,#GerTech30,,-770.0,2.0,USD,94637.725,6.403,3613750.0,94637.725,94670.0,,94670.0,
11.0,-576.407,20160506 05:47:35 EST,20160506 05:47:35 EST,20160506 05:47:35 EST,1598.9,,#GerTech30,long,,20160506 03:54:55 EST,closed,20160506 03:54:55 EST,1604.6,,,2.0,2.0,,#GerTech30,,-570.0,-2.0,USD,94064.5272,6.407,3773640.0,94064.5272,94100.0,,94100.0,
12.0,-216.3998,20160506 06:21:29 EST,20160506 06:21:29 EST,20160506 06:21:29 EST,1601.0,,#GerTech30,short,,20160506 05:47:35 EST,closed,20160506 05:47:35 EST,1598.9,,,2.0,2.0,,#GerTech30,,-210.0,2.0,USD,93851.3252,6.3998,3933740.0,93851.3252,93890.0,,93890.0,
13.0,-356.397,20160506 06:35:30 EST,20160506 06:35:30 EST,20160506 06:35:30 EST,1597.5,,#GerTech30,long,,20160506 06:21:29 EST,closed,20160506 06:21:29 EST,1601.0,,,2.0,2.0,,#GerTech30,,-350.0,-2.0,USD,93498.1302,6.397,4093490.0,93498.1302,93540.0,,93540.0,
14.0,-416.3982,20160506 07:08:24 EST,20160506 07:08:24 EST,20160506 07:08:24 EST,1601.6,,#GerTech30,short,,20160506 06:35:30 EST,closed,20160506 06:35:30 EST,1597.5,,,2.0,2.0,,#GerTech30,,-410.0,2.0,USD,93084.927,6.3982,4253650.0,93084.927,93130.0,,93130.0,
15.0,-636.3938,20160506 08:59:43 EST,20160506 08:59:43 EST,20160506 08:59:43 EST,1595.3,,#GerTech30,long,,20160506 07:08:24 EST,closed,20160506 07:08:24 EST,1601.6,,,2.0,2.0,,#GerTech30,,-630.0,-2.0,USD,92451.7364,6.3938,4413180.0,92451.7364,92500.0,,92500.0,
16.0,-1016.4014,20160506 10:20:20 EST,20160506 10:20:20 EST,20160506 10:20:20 EST,1605.4,,#GerTech30,short,,20160506 08:59:43 EST,closed,20160506 08:59:43 EST,1595.3,,,2.0,2.0,,#GerTech30,,-1010.0,2.0,USD,91438.5256,6.4014,4573720.0,91438.5256,91490.0,,91490.0,
