trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,10.696,20160323 06:15:07 EST,20160323 06:15:07 EST,20160323 06:15:07 EST,159.642,,GBPJPY,short,,20160323 05:41:04 EST,closed,20160323 05:41:04 EST,159.809,,,1.0,1.0,,GBPJPY,,14.696,1.0,20010.696,4.0,399985.304,20014.696
2.0,9.728,20160323 07:38:24 EST,20160323 07:38:24 EST,20160323 07:38:24 EST,159.694,,GBPJPY,long,,20160323 06:15:07 EST,closed,20160323 06:15:07 EST,159.642,,,3.0,3.0,,GBPJPY,,13.728,-3.0,20020.424,4.0,399999.032,20028.424
3.0,177.392,20160323 10:00:53 EST,20160323 10:00:53 EST,20160323 10:00:53 EST,159.2772,,GBPJPY,short,,20160323 07:38:24 EST,closed,20160323 07:38:24 EST,159.694,,,5.0,5.0,,GBPJPY,,183.392,4.0,20197.816,6.0,399815.64,20211.816
4.0,-6.64,20160323 10:13:27 EST,20160323 10:13:27 EST,20160323 10:13:27 EST,159.225,,GBPJPY,long,,20160323 10:00:53 EST,closed,20160323 10:00:53 EST,159.255,,,1.0,1.0,,GBPJPY,,-2.64,-1.0,20191.176,4.0,399813.0,20209.176
5.0,-43.992,20160323 10:51:41 EST,20160323 10:51:41 EST,20160323 10:51:41 EST,159.2788,,GBPJPY,short,,20160323 10:25:31 EST,closed,20160323 10:13:27 EST,159.197,,,5.0,5.0,,GBPJPY,,-35.992,1.0,20147.184,8.0,399848.992,20173.184
6.0,-16.496,20160323 11:25:24 EST,20160323 11:25:24 EST,20160323 11:25:24 EST,159.132,,GBPJPY,long,,20160323 10:51:41 EST,closed,20160323 10:51:41 EST,159.274,,,1.0,1.0,,GBPJPY,,-12.496,-1.0,20130.688,4.0,399836.496,20160.688
7.0,32.896,20160323 11:41:02 EST,20160323 11:41:02 EST,20160323 11:41:02 EST,159.0436,,GBPJPY,short,,20160323 11:25:24 EST,closed,20160323 11:25:24 EST,159.132,,,5.0,5.0,,GBPJPY,,38.896,1.0,20163.584,6.0,399797.6,20199.584
8.0,-14.384,20160323 11:57:10 EST,20160323 11:57:10 EST,20160323 11:57:10 EST,158.884,,GBPJPY,long,,20160323 11:41:02 EST,closed,20160323 11:41:02 EST,159.002,,,1.0,1.0,,GBPJPY,,-10.384,-1.0,20149.2,4.0,399787.216,20189.2
9.0,-8.136,20160323 12:16:00 EST,20160323 12:16:00 EST,20160323 12:16:00 EST,158.931,,GBPJPY,short,,20160323 11:57:10 EST,closed,20160323 11:57:10 EST,158.884,,,1.0,1.0,,GBPJPY,,-4.136,1.0,20141.064,4.0,399791.352,20185.064
10.0,-8.664,20160323 12:32:37 EST,20160323 12:32:37 EST,20160323 12:32:37 EST,158.878,,GBPJPY,long,,20160323 12:16:00 EST,closed,20160323 12:16:00 EST,158.931,,,1.0,1.0,,GBPJPY,,-4.664,-1.0,20132.4,4.0,399786.688,20180.4
11.0,-1.448,20160323 13:07:47 EST,20160323 13:07:47 EST,20160323 13:07:47 EST,158.755,,GBPJPY,short,,20160323 12:47:47 EST,closed,20160323 12:47:47 EST,158.784,,,1.0,1.0,,GBPJPY,,2.552,1.0,20130.952,4.0,399784.136,20182.952
12.0,-7.256,20160323 13:08:48 EST,20160323 13:08:48 EST,20160323 13:08:48 EST,158.718,,GBPJPY,long,,20160323 13:07:47 EST,closed,20160323 13:07:47 EST,158.755,,,1.0,1.0,,GBPJPY,,-3.256,-1.0,20123.696,4.0,399780.88,20179.696
13.0,-31.44,20160323 13:26:42 EST,20160323 13:26:42 EST,20160323 13:26:42 EST,158.8112,,GBPJPY,short,,20160323 13:23:32 EST,closed,20160323 13:08:48 EST,158.804688,,,5.0,5.0,,GBPJPY,,-11.44,1.0,20092.256,20.0,399792.32,20168.256
14.0,-9.72,20160323 13:28:21 EST,20160323 13:28:21 EST,20160323 13:28:21 EST,158.735,,GBPJPY,long,,20160323 13:26:42 EST,closed,20160323 13:26:42 EST,158.8,,,1.0,1.0,,GBPJPY,,-5.72,-1.0,20082.536,4.0,399786.6,20162.536
15.0,-26.768,20160323 13:31:29 EST,20160323 13:31:29 EST,20160323 13:31:29 EST,158.803,,GBPJPY,short,,20160323 13:29:56 EST,closed,20160323 13:28:21 EST,158.7558,,,5.0,5.0,,GBPJPY,,-20.768,5.0,20055.768,6.0,399807.368,20141.768
16.0,31.512,20160323 13:43:03 EST,20160323 13:43:03 EST,20160323 13:43:03 EST,158.726,,GBPJPY,short,,20160323 13:37:48 EST,closed,20160323 13:33:38 EST,158.7958,,,5.0,5.0,,GBPJPY,,39.512,5.0,20087.28,8.0,399767.856,20181.28
