Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160410 17:15:12 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160410 17:15:12 EST,paperUSD,99998.0,100000.0,1971756.2,-20.2,-2.0,0.0,USD,99977.8,99981.8,-18.2
20160410 19:26:29 EST,paperUSD,100008.4,100012.4,2000012.4,0.0,8.4,12.4,USD,100008.4,100012.4,0.0
20160410 19:26:29 EST,paperUSD,100006.4,100012.4,1971756.2,-31.0,6.4,12.4,USD,99975.4,99983.4,-29.0
20160410 19:51:43 EST,paperUSD,100000.6,100008.6,2000016.2,0.0,0.600000000002,8.6,USD,100000.6,100008.6,0.0
20160410 19:51:43 EST,paperUSD,99998.6,100008.6,1971756.2,-36.4,-1.4,8.6,USD,99962.2,99974.2,-34.4
20160410 20:41:43 EST,paperUSD,99992.8,100004.8,2000012.4,0.0,-7.2,4.8,USD,99992.8,100004.8,0.0
20160410 20:41:43 EST,paperUSD,99990.8,100004.8,1971756.2,-31.0,-9.2,4.8,USD,99959.8,99975.8,-29.0
20160410 22:55:21 EST,paperUSD,99985.0,100001.0,2000016.2,0.0,-15.0,1.0,USD,99985.0,100001.0,0.0
20160410 22:55:21 EST,paperUSD,99983.0,100001.0,1971756.2,-36.4,-17.0,1.0,USD,99946.6,99966.6,-34.4
20160410 22:55:52 EST,paperUSD,99977.2,99997.2,2000012.4,0.0,-22.8,-2.8,USD,99977.2,99997.2,0.0
20160410 22:55:52 EST,paperUSD,99975.2,99997.2,1971756.2,-31.0,-24.8,-2.8,USD,99944.2,99968.2,-29.0
20160410 23:24:08 EST,paperUSD,99969.4,99993.4,2000016.2,0.0,-30.6,-6.6,USD,99969.4,99993.4,0.0
20160410 23:24:08 EST,paperUSD,99967.4,99993.4,1971756.2,-36.4,-32.6,-6.6,USD,99931.0,99959.0,-34.4
20160411 04:13:31 EST,paperUSD,99965.4,99993.4,1943496.2,-70.8,-34.6,-6.6,USD,99894.6,99924.6,-68.8
20160411 04:37:15 EST,paperUSD,99959.6,99989.6,1971752.4,-36.4,-40.4,-10.4,USD,99923.2,99955.2,-34.4
20160411 04:47:55 EST,paperUSD,99957.6,99989.6,1943492.4,-70.8,-42.4,-10.4,USD,99886.8,99920.8,-68.8
20160411 05:01:34 EST,paperUSD,99951.8,99985.8,1971748.6,-36.4,-48.2,-14.2,USD,99915.4,99951.4,-34.4
20160411 07:02:03 EST,paperUSD,99949.8,99985.8,1943488.6,-70.8,-50.2,-14.2,USD,99879.0,99917.0,-68.8
20160411 07:16:39 EST,paperUSD,99944.0,99982.0,1971744.8,-36.4,-56.0,-18.0,USD,99907.6,99947.6,-34.4
20160411 10:05:35 EST,paperUSD,99942.0,99982.0,1943484.8,-70.8,-58.0,-18.0,USD,99871.2,99913.2,-68.8
20160411 10:47:27 EST,paperUSD,99936.2,99978.2,1971741.0,-36.4,-63.8,-21.8,USD,99899.8,99943.8,-34.4
20160411 22:59:52 EST,paperUSD,99930.4,99974.4,1999997.2,0.0,-69.6,-25.6,USD,99930.4,99974.4,0.0
20160411 23:00:22 EST,paperUSD,99928.4,99974.4,1971737.2,-36.4,-71.6,-25.6,USD,99892.0,99940.0,-34.4
20160412 03:10:57 EST,paperUSD,99926.4,99974.4,1943477.2,-70.8,-73.6,-25.6,USD,99855.6,99905.6,-68.8
20160412 03:43:14 EST,paperUSD,99920.6,99970.6,1971733.4,-36.4,-79.4,-29.4,USD,99884.2,99936.2,-34.4
20160412 04:42:07 EST,paperUSD,99918.6,99970.6,1943473.4,-70.8,-81.4,-29.4,USD,99847.8,99901.8,-68.8
20160412 05:02:46 EST,paperUSD,99912.8,99966.8,1971729.6,-36.4,-87.2,-33.2,USD,99876.4,99932.4,-34.4
