permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,0.75465,20000.0,-20000.0,-2.0,SLD,AUD,USD,20160410 17:15:27 EST,,0.0,99998.0,1984907.0,99887.0,0.75465,99891.0,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,0.75638,60000.0,40000.0,-36.6,BOT,AUD,USD,20160410 19:15:27 EST,,-34.6,99961.4,1969779.4,100107.0,0.75638,100113.0,99965.4,-36.6
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,0.75632,20000.0,20000.0,-3.2,SLD,AUD,USD,20160410 19:41:43 EST,,-1.2,99958.2,1984905.8,100030.0,0.75638,100038.0,99964.2,-3.2
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.75632,40000.0,-20000.0,-3.2,SLD,AUD,USD,20160410 20:31:10 EST,,-1.2,99955.0,1984905.8,99877.4,0.75632,99887.4,99963.0,-3.2
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,0.75638,40000.0,20000.0,-3.2,BOT,AUD,USD,20160410 20:57:56 EST,,-1.2,99951.8,1984905.8,100023.6,0.75638,100035.6,99961.8,-3.2
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.75632,40000.0,-20000.0,-3.2,SLD,AUD,USD,20160410 21:22:43 EST,,-1.2,99948.6,1984905.8,99871.0,0.75632,99885.0,99960.6,-3.2
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,0.75638,40000.0,20000.0,-3.2,BOT,AUD,USD,20160410 22:43:55 EST,,-1.2,99945.4,1984905.8,100017.2,0.75638,100033.2,99959.4,-3.2
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,0.75638,20000.0,40000.0,-2.0,BOT,AUD,USD,20160410 23:14:38 EST,,0.0,99943.4,1969778.2,100089.0,0.75638,100107.0,99959.4,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,0.75632,20000.0,20000.0,-3.2,SLD,AUD,USD,20160410 23:36:50 EST,,-1.2,99940.2,1984904.6,100012.0,0.75638,100032.0,99958.2,-3.2
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,0.75632,20000.0,0.0,-3.2,SLD,AUD,USD,20160411 00:42:26 EST,,-1.2,99937.0,2000031.0,99937.0,0.75638,99957.0,99957.0,-3.2
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,0.75638,40000.0,40000.0,-2.0,BOT,AUD,USD,20160411 00:42:57 EST,,0.0,99935.0,1969775.8,100080.6,0.75638,100104.6,99957.0,-2.0
