permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,22.494912,USD,IDEALPRO,1.0,,,1.0,127.812,1000000.0,-1000000.0,-22.494912,SLD,EUR,JPY,20160331 11:29:34 EST,,0.0,19977.505088,-724745.6,127.812,20000.0,-22.494912
2,Paper,Paper,19.76568,USD,IDEALPRO,2.0,,,1.0,112.305,1000000.0,1000000.0,-19.76568,BOT,USD,JPY,20160331 11:29:35 EST,,0.0,19957.739408,-1713029.6,112.305,20000.0,-19.76568
3,Paper,Paper,22.39336,USD,IDEALPRO,3.0,,,1.0,127.235,1000000.0,0.0,5055.20664,BOT,EUR,JPY,20160403 17:15:18 EST,,5077.6,25012.946048,-593361.6,127.812,25077.6,5055.20664
4,Paper,Paper,19.64336,USD,IDEALPRO,4.0,,,1.0,111.61,1000000.0,0.0,-6135.64336,SLD,USD,JPY,20160403 17:15:20 EST,,-6116.0,18877.302688,388806.4,112.305,18961.6,-6135.64336
5,Paper,Paper,15.07968,USD,IDEALPRO,5.0,,,1.0,85.68,1000000.0,-1000000.0,-15.07968,SLD,CAD,JPY,20160403 17:15:21 EST,,0.0,18862.223008,-365177.6,85.68,18961.6,-15.07968
6,Paper,Paper,14.999952,USD,IDEALPRO,6.0,,,1.0,85.227,1000000.0,0.0,3971.400048,BOT,CAD,JPY,20160404 13:14:27 EST,,3986.4,22833.623056,384820.0,85.68,22948.0,3971.400048
7,Paper,Paper,15.00224,USD,IDEALPRO,7.0,,,1.0,85.24,1000000.0,-1000000.0,-15.00224,SLD,CAD,JPY,20160404 13:16:30 EST,,0.0,22818.620816,-365292.0,85.24,22948.0,-15.00224
8,Paper,Paper,14.997664,USD,IDEALPRO,8.0,,,1.0,85.214,1000000.0,0.0,213.802336,BOT,CAD,JPY,20160404 13:18:00 EST,,228.8,23032.423152,384591.2,85.24,23176.8,213.802336
9,Paper,Paper,15.002416,USD,IDEALPRO,9.0,,,1.0,85.241,1000000.0,-1000000.0,-15.002416,SLD,CAD,JPY,20160404 13:26:35 EST,,0.0,23017.420736,-365529.6,85.241,23176.8,-15.002416
10,Paper,Paper,15.002768,USD,IDEALPRO,10.0,,,1.0,85.243,1000000.0,0.0,-32.602768,BOT,CAD,JPY,20160404 13:28:06 EST,,-17.6,22984.817968,384608.8,85.241,23159.2,-32.602768
