trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,2.424,20160323 06:05:10 EST,20160323 06:05:10 EST,20160323 06:05:10 EST,115.465,,CHFJPY,short,,20160323 05:41:14 EST,closed,20160323 05:41:14 EST,115.538,,,1.0,1.0,,CHFJPY,,6.424,1.0,20002.424,4.0,399993.576,20006.424
2.0,-1.184,20160323 06:15:10 EST,20160323 06:15:10 EST,20160323 06:15:10 EST,115.497,,CHFJPY,long,,20160323 06:05:10 EST,closed,20160323 06:05:10 EST,115.465,,,1.0,1.0,,CHFJPY,,2.816,-1.0,20001.24,4.0,399996.392,20009.24
3.0,-1.712,20160323 06:27:47 EST,20160323 06:27:47 EST,20160323 06:27:47 EST,115.471,,CHFJPY,short,,20160323 06:15:10 EST,closed,20160323 06:15:10 EST,115.497,,,1.0,1.0,,CHFJPY,,2.288,1.0,19999.528,4.0,399994.104,20011.528
4.0,11.752,20160323 09:11:04 EST,20160323 09:11:04 EST,20160323 09:11:04 EST,115.65,,CHFJPY,long,,20160323 06:27:47 EST,closed,20160323 06:27:47 EST,115.471,,,1.0,1.0,,CHFJPY,,15.752,-1.0,20011.28,4.0,400009.856,20027.28
5.0,-21.688,20160323 10:43:48 EST,20160323 10:43:48 EST,20160323 10:43:48 EST,115.851,,CHFJPY,short,,20160323 09:11:04 EST,closed,20160323 09:11:04 EST,115.65,,,1.0,1.0,,CHFJPY,,-17.688,1.0,19989.592,4.0,400027.544,20009.592
6.0,-16.584,20160323 11:08:27 EST,20160323 11:08:27 EST,20160323 11:08:27 EST,115.708,,CHFJPY,long,,20160323 10:43:48 EST,closed,20160323 10:43:48 EST,115.851,,,1.0,1.0,,CHFJPY,,-12.584,-1.0,19973.008,4.0,400014.96,19997.008
7.0,20.376,20160323 13:14:56 EST,20160323 13:14:56 EST,20160323 13:14:56 EST,115.431,,CHFJPY,short,,20160323 11:08:27 EST,closed,20160323 11:08:27 EST,115.708,,,1.0,1.0,,CHFJPY,,24.376,1.0,19993.384,4.0,399990.584,20021.384
8.0,-7.256,20160323 13:41:27 EST,20160323 13:41:27 EST,20160323 13:41:27 EST,115.394,,CHFJPY,long,,20160323 13:14:56 EST,closed,20160323 13:14:56 EST,115.431,,,1.0,1.0,,CHFJPY,,-3.256,-1.0,19986.128,4.0,399987.328,20018.128
9.0,-1.976,20160323 14:10:19 EST,20160323 14:10:19 EST,20160323 14:10:19 EST,115.371,,CHFJPY,short,,20160323 13:41:27 EST,closed,20160323 13:41:27 EST,115.394,,,1.0,1.0,,CHFJPY,,2.024,1.0,19984.152,4.0,399985.304,20020.152
10.0,-9.544,20160323 14:40:56 EST,20160323 14:40:56 EST,20160323 14:40:56 EST,115.308,,CHFJPY,long,,20160323 14:10:19 EST,closed,20160323 14:10:19 EST,115.371,,,1.0,1.0,,CHFJPY,,-5.544,-1.0,19974.608,4.0,399979.76,20014.608
11.0,-3.648,20160323 15:10:07 EST,20160323 15:10:07 EST,20160323 15:10:07 EST,115.304,,CHFJPY,short,,20160323 14:40:56 EST,closed,20160323 14:40:56 EST,115.308,,,1.0,1.0,,CHFJPY,,0.351999999999,1.0,19970.96,4.0,399979.408,20014.96
12.0,-1.184,20160323 15:37:36 EST,20160323 15:37:36 EST,20160323 15:37:36 EST,115.336,,CHFJPY,long,,20160323 15:10:07 EST,closed,20160323 15:10:07 EST,115.304,,,1.0,1.0,,CHFJPY,,2.816,-1.0,19969.776,4.0,399982.224,20017.776
13.0,7.792,20160323 20:37:35 EST,20160323 20:37:35 EST,20160323 20:37:35 EST,115.202,,CHFJPY,short,,20160323 15:37:36 EST,closed,20160323 15:37:36 EST,115.336,,,1.0,1.0,,CHFJPY,,11.792,1.0,19977.568,4.0,399970.432,20029.568
14.0,-2.0,,,,0.0,,CHFJPY,long,,20160323 20:37:35 EST,open,20160323 20:37:35 EST,115.202,,,0.0,1.0,,CHFJPY,,0.0,1.0,19975.568,2.0,389832.656,20029.568
