trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl,unr_pnl
2.0,-2.821225,20160406 02:46:51 EST,20160406 02:46:51 EST,20160406 02:46:51 EST,421.89,,bitstampUSD,long,,20160406 02:44:38 EST,closed,20160406 02:44:38 EST,422.6,,,1.0,1.0,,bitstampUSD,,-0.71,-1.0,19996.11885,2.111225,399575.32,19999.29,,,,,
1.0,-1.668725,20160406 02:47:01 EST,20160406 02:47:01 EST,20160406 02:47:01 EST,423.52,,bitfinexUSD,short,,20160406 02:43:58 EST,closed,20160406 02:43:58 EST,423.97,,,1.0,1.0,,bitfinexUSD,,0.45,1.0,19995.51005,2.118725,399998.84,19999.74,,,,,
4.0,-1.81905,20160406 02:55:49 EST,20160406 02:55:49 EST,20160406 02:55:49 EST,423.66,,bitfinexUSD,short,,20160406 02:50:14 EST,closed,20160406 02:50:14 EST,423.96,,,1.0,1.0,,bitfinexUSD,,0.3,1.0,19992.6345,2.11905,399575.94,20000.04,,,,,
3.0,-2.97085,20160406 02:56:10 EST,20160406 02:56:10 EST,20160406 02:56:10 EST,421.74,,bitstampUSD,long,,20160406 02:49:54 EST,closed,20160406 02:49:54 EST,422.6,,,1.0,1.0,,bitstampUSD,,-0.86,-1.0,19990.72015,2.11085,399997.68,19999.18,,,,,
5.0,-2.348075,20160406 03:27:43 EST,20160406 03:27:43 EST,20160406 03:27:43 EST,423.73,,bitfinexUSD,short,,20160406 03:26:42 EST,closed,20160406 03:26:42 EST,423.5,,,1.0,1.0,,bitfinexUSD,,-0.23,1.0,19987.31585,2.118075,399575.42,19998.95,,,,,
6.0,-2.59125,20160406 03:28:24 EST,20160406 03:28:24 EST,20160406 03:28:24 EST,422.01,,bitstampUSD,long,,20160406 03:27:23 EST,closed,20160406 03:27:23 EST,422.49,,,1.0,1.0,,bitstampUSD,,-0.48,-1.0,19985.780825,2.11125,399997.43,19998.47,,,,,
8.0,-2.541075,20160406 03:36:01 EST,20160406 03:36:01 EST,20160406 03:36:01 EST,422.0,,bitstampUSD,long,,20160406 03:34:49 EST,closed,20160406 03:34:49 EST,422.43,,,1.0,1.0,,bitstampUSD,,-0.43,-1.0,19982.181,2.111075,399573.5,19998.04,,,,,
7.0,-1.81675,20160406 03:36:11 EST,20160406 03:36:11 EST,20160406 03:36:11 EST,423.2,,bitfinexUSD,short,,20160406 03:34:09 EST,closed,20160406 03:34:09 EST,423.5,,,1.0,1.0,,bitfinexUSD,,0.3,1.0,19981.423,2.11675,399996.7,19998.34,,,,,
9.0,-2.1055,20160406 14:42:37 EST,20160406 14:42:37 EST,20160406 14:42:37 EST,421.1,,bitstampUSD,long,,20160406 14:30:39 EST,closed,20160406 14:30:39 EST,421.1,,,1.0,1.0,,bitstampUSD,,0.0,-1.0,19978.260625,2.1055,399573.95,19998.34,,,,,
10.0,-2.063625,20160406 14:42:47 EST,20160406 14:42:47 EST,20160406 14:42:47 EST,422.7,,bitfinexUSD,short,,20160406 14:30:59 EST,closed,20160406 14:30:59 EST,422.75,,,1.0,1.0,,bitfinexUSD,,0.05,1.0,19977.253875,2.113625,399996.65,19998.39,,,,,
11.0,-1.9461,20160406 14:50:13 EST,20160406 14:50:13 EST,20160406 14:50:13 EST,421.3,,bitstampUSD,long,,20160406 14:47:00 EST,closed,20160406 14:47:00 EST,421.14,,,1.0,1.0,,bitstampUSD,,0.16,-1.0,19974.251,2.1061,399574.1,19998.55,,,,,
12.0,-2.11355,20160406 14:50:14 EST,20160406 14:50:14 EST,20160406 14:50:14 EST,422.71,,bitfinexUSD,short,,20160406 14:47:01 EST,closed,20160406 14:47:01 EST,422.71,,,1.0,1.0,,bitfinexUSD,,0.0,1.0,19973.194225,2.11355,399996.81,19998.55,,,,,
14.0,-4.41,20160407 15:54:00 EST,20160407 15:54:00 EST,20160407 15:54:00 EST,420.86,,BTCUSD_bitstampUSD,long,,20160407 15:51:57 EST,closed,20160407 15:51:57 EST,421.27,,,1.0,1.0,,BTCUSD_bitstampUSD,,-0.41,-1.0,19966.784225,4.0,399574.25,19998.14,USD,19964.634225,19997.99,-1.01,-3.01
13.0,-3.85,20160407 15:54:51 EST,20160407 15:54:51 EST,20160407 15:54:51 EST,422.0,,BTCUSD_bitfinexUSD,short,,20160407 15:51:46 EST,closed,20160407 15:51:46 EST,422.15,,,1.0,1.0,,BTCUSD_bitfinexUSD,,0.15,1.0,19964.934225,4.0,399996.25,19998.29,USD,19964.934225,19998.29,-0.15,-2.15
16.0,-4.29,20160407 16:03:39 EST,20160407 16:03:39 EST,20160407 16:03:39 EST,420.67,,BTCUSD_bitstampUSD,long,,20160407 16:01:36 EST,closed,20160407 16:01:36 EST,420.96,,,1.0,1.0,,BTCUSD_bitstampUSD,,-0.29,-1.0,19958.644225,4.0,399574.02,19998.0,USD,19956.344225,19997.7,-0.29,-2.29
15.0,-3.7,20160407 16:04:19 EST,20160407 16:04:19 EST,20160407 16:04:19 EST,421.64,,BTCUSD_bitfinexUSD,short,,20160407 16:01:06 EST,closed,20160407 16:01:06 EST,421.94,,,1.0,1.0,,BTCUSD_bitfinexUSD,,0.3,1.0,19956.944225,4.0,399995.66,19998.3,USD,19956.944225,19998.3,-0.3,-2.3
17.0,-4.07,20160407 16:12:48 EST,20160407 16:12:48 EST,20160407 16:12:48 EST,422.19,,BTCUSD_bitfinexUSD,short,,20160407 16:08:42 EST,closed,20160407 16:08:42 EST,422.12,,,1.0,1.0,,BTCUSD_bitfinexUSD,,-0.07,1.0,19950.874225,4.0,399575.73,19998.23,USD,19949.674225,19999.03,-0.1,-2.1
