permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,19.43434324,USD,IDEALPRO,1.0,,,1.0,1.30013,1000000.0,-1000000.0,-19.43434324,SLD,USD,CAD,20160330 08:35:39 EST,,0.0,19980.5656568,-571717.162,1.30013,20000.0,-19.43434324
2,Paper,Paper,19.38949924,USD,IDEALPRO,2.0,,,1.0,1.29713,2000000.0,1000000.0,2222.81050076,BOT,USD,CAD,20160331 04:26:26 EST,,2242.2,22203.3761576,-571717.162,1.29713,22242.2,2222.81050076
3,Paper,Paper,19.36782464,USD,IDEALPRO,3.0,,,1.0,1.29568,2000000.0,-1000000.0,-1103.09782464,SLD,USD,CAD,20160331 04:52:39 EST,,-1083.73,21100.278333,-571717.162,1.29568,21158.47,-1103.09782464
4,Paper,Paper,19.37694292,USD,IDEALPRO,4.0,,,1.0,1.29629,2000000.0,1000000.0,-475.29094292,BOT,USD,CAD,20160331 05:11:55 EST,,-455.914,20624.9873901,-571717.162,1.29629,20702.556,-475.29094292
5,Paper,Paper,19.3755976,USD,IDEALPRO,5.0,,,1.0,1.2962,2000000.0,-1000000.0,-86.6415975999,SLD,USD,CAD,20160331 05:12:26 EST,,-67.2659999999,20538.3457925,-571717.162,1.2962,20635.29,-86.6415975999
6,Paper,Paper,19.32671764,USD,IDEALPRO,6.0,,,1.0,1.29293,2000000.0,1000000.0,2424.67128236,BOT,USD,CAD,20160331 14:24:18 EST,,2443.998,22963.0170749,-571717.162,1.29293,23079.288,2424.67128236
7,Paper,Paper,19.3262692,USD,IDEALPRO,7.0,,,1.0,1.2929,2000000.0,-1000000.0,-41.7482692,SLD,USD,CAD,20160331 16:55:20 EST,,-22.422,22921.2688057,-571717.162,1.2929,23056.866,-41.7482692
8,Paper,Paper,19.32671764,USD,IDEALPRO,8.0,,,1.0,1.29293,2000000.0,1000000.0,-41.74871764,BOT,USD,CAD,20160331 19:27:33 EST,,-22.422,22879.5200881,-571717.162,1.29293,23034.444,-41.74871764
9,Paper,Paper,19.3262692,USD,IDEALPRO,9.0,,,1.0,1.2929,2000000.0,-1000000.0,-41.7482692,SLD,USD,CAD,20160331 22:21:46 EST,,-22.422,22837.7718189,-571717.162,1.2929,23012.022,-41.7482692
10,Paper,Paper,19.32671764,USD,IDEALPRO,10.0,,,1.0,1.29293,2000000.0,1000000.0,-41.74871764,BOT,USD,CAD,20160401 04:34:59 EST,,-22.422,22796.0231013,-571717.162,1.29293,22989.6,-41.74871764
