Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160416 06:54:07 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160416 06:54:07 EST,paperUSD,99978.2925,100000.0,1991317.0,-21.7075,-21.7075,0.0,USD,99956.585,100000.0,0.0
20160416 07:19:49 EST,paperUSD,99959.777,100003.2,1991317.0,-21.7155,-40.223,3.2,USD,99938.0615,100003.2,0.0
20160416 07:31:18 EST,paperUSD,99941.069,100006.2,1991317.0,-21.708,-58.931,6.2,USD,99919.361,100006.2,0.0
20160416 07:56:46 EST,paperUSD,99891.6305,99978.4,1999972.4,0.0,-108.3695,-21.6,USD,99891.6305,99978.4,0.0
20160416 08:08:35 EST,paperUSD,99870.0055,99978.4,1991322.4,-21.625,-129.9945,-21.6,USD,99848.3805,99978.4,0.0
20160416 08:34:44 EST,paperUSD,99838.605,99968.6,1991322.4,-21.6005,-161.395,-31.4,USD,99817.0045,99968.6,0.0
20160416 08:47:24 EST,paperUSD,99817.205,99968.8,1991322.4,-21.6,-182.795,-31.2,USD,99795.605,99968.8,0.0
20160416 08:58:40 EST,paperUSD,99795.605,99968.8,1991322.4,-21.6,-204.395,-31.2,USD,99774.005,99968.8,0.0
20160416 09:53:11 EST,paperUSD,99782.827,99977.6,1991322.4,-21.578,-217.173,-22.4,USD,99761.249,99977.6,0.0
20160416 10:07:42 EST,paperUSD,99760.052,99976.4,1991322.4,-21.575,-239.948,-23.6,USD,99738.477,99976.4,0.0
20160416 10:43:30 EST,paperUSD,99737.4745,99975.4,1991322.4,-21.5775,-262.5255,-24.6,USD,99715.897,99975.4,0.0
20160416 11:08:34 EST,paperUSD,99724.675,99984.2,1991322.4,-21.5995,-275.325,-15.8,USD,99703.0755,99984.2,0.0
20160416 11:57:36 EST,paperUSD,99699.8675,99981.0,1991322.4,-21.6075,-300.1325,-19.0,USD,99678.26,99981.0,0.0
20160416 12:22:54 EST,paperUSD,99688.235,99991.0,1991322.4,-21.6325,-311.765,-9.0,USD,99666.6025,99991.0,0.0
20160416 13:10:19 EST,paperUSD,99686.051,100010.4,1991322.4,-21.584,-313.949,10.4,USD,99664.467,100010.4,0.0
20160416 14:45:31 EST,paperUSD,99668.856,100014.8,1991322.4,-21.595,-331.144,14.8,USD,99647.261,100014.8,0.0
20160416 14:57:09 EST,paperUSD,99645.8575,100013.4,1991322.4,-21.5985,-354.1425,13.4,USD,99624.259,100013.4,0.0
20160416 15:09:28 EST,paperUSD,99613.6855,100002.8,1991322.4,-21.572,-386.3145,2.8,USD,99592.1135,100002.8,0.0
20160416 15:32:44 EST,paperUSD,99587.502,99998.2,1991322.4,-21.5835,-412.498,-1.8,USD,99565.9185,99998.2,0.0
20160416 16:39:26 EST,paperUSD,99563.9235,99996.2,1991322.4,-21.5785,-436.0765,-3.8,USD,99542.345,99996.2,0.0
20160416 16:50:57 EST,paperUSD,99534.325,99988.2,1991322.4,-21.5985,-465.675,-11.8,USD,99512.7265,99988.2,0.0
20160416 17:15:45 EST,paperUSD,99522.103,99997.6,1991322.4,-21.622,-477.897,-2.4,USD,99500.481,99997.6,0.0
20160416 17:28:24 EST,paperUSD,99500.6815,99997.8,1991322.4,-21.6215,-499.3185,-2.2,USD,99479.06,99997.8,0.0
20160416 18:38:15 EST,paperUSD,99467.2895,99986.0,1991322.4,-21.592,-532.7105,-14.0,USD,99445.6975,99986.0,0.0
20160416 19:14:26 EST,paperUSD,99442.4895,99982.8,1991322.4,-21.6,-557.5105,-17.2,USD,99420.8895,99982.8,0.0
20160416 20:02:10 EST,paperUSD,99431.2635,99993.2,1991322.4,-21.626,-568.7365,-6.8,USD,99409.6375,99993.2,0.0
20160416 20:14:15 EST,paperUSD,99413.6475,99997.2,1991322.4,-21.616,-586.3525,-2.8,USD,99392.0315,99997.2,0.0
20160416 21:44:07 EST,paperUSD,99399.6125,100004.8,1991322.4,-21.635,-600.3875,4.8,USD,99377.9775,100004.8,0.0
20160416 22:09:25 EST,paperUSD,99380.985,100007.8,1991322.4,-21.6275,-619.015,7.8,USD,99359.3575,100007.8,0.0
20160416 23:00:13 EST,paperUSD,99340.006,99988.4,1991322.4,-21.579,-659.994,-11.6,USD,99318.427,99988.4,0.0
20160416 23:12:04 EST,paperUSD,99329.254,99999.2,1991322.4,-21.552,-670.746,-0.800000000001,USD,99307.702,99999.2,0.0
