trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,-0.215999999999,20160406 03:19:25 EST,20160406 03:19:25 EST,20160406 03:19:25 EST,125.363,,EURJPY,short,,20160406 03:18:19 EST,closed,20160406 03:18:19 EST,125.406,,,1.0,1.0,,EURJPY,,3.784,1.0,19997.784,4.0,389860.904,20003.784
2.0,-9.632,20160406 03:19:55 EST,20160406 03:19:55 EST,20160406 03:19:55 EST,115.11,,CHFJPY,long,,20160406 03:18:20 EST,closed,20160406 03:18:20 EST,115.174,,,1.0,1.0,,CHFJPY,,-5.632,-1.0,19990.152,4.0,399990.584,19998.152
3.0,6.648,20160406 06:10:36 EST,20160406 06:10:36 EST,20160406 06:10:36 EST,125.205,,EURJPY,short,,20160406 03:20:28 EST,closed,20160406 03:20:28 EST,125.326,,,1.0,1.0,,EURJPY,,10.648,1.0,19994.8,4.0,389853.776,20008.8
4.0,-18.784,20160406 06:10:38 EST,20160406 06:10:38 EST,20160406 06:10:38 EST,114.902,,CHFJPY,long,,20160406 03:21:02 EST,closed,20160406 03:21:02 EST,115.07,,,1.0,1.0,,CHFJPY,,-14.784,-1.0,19978.016,4.0,399965.152,19994.016
6.0,-4.0,20160406 06:46:16 EST,20160406 06:46:16 EST,20160406 06:46:16 EST,114.906,,CHFJPY,long,,20160406 06:14:18 EST,closed,20160406 06:14:18 EST,114.906,,,1.0,1.0,,CHFJPY,,0.0,-1.0,19972.016,4.0,388947.904,19994.016
5.0,-4.528,20160406 06:46:50 EST,20160406 06:46:50 EST,20160406 06:46:50 EST,125.202,,EURJPY,short,,20160406 06:14:13 EST,closed,20160406 06:14:13 EST,125.196,,,1.0,1.0,,EURJPY,,-0.528,1.0,19969.488,4.0,399965.68,19993.488
8.0,-4.44,20160406 06:59:46 EST,20160406 06:59:46 EST,20160406 06:59:46 EST,114.913,,CHFJPY,long,,20160406 06:50:02 EST,closed,20160406 06:50:02 EST,114.918,,,1.0,1.0,,CHFJPY,,-0.44,-1.0,19963.048,4.0,388943.504,19993.048
7.0,0.224000000001,20160406 07:00:20 EST,20160406 07:00:20 EST,20160406 07:00:20 EST,125.199,,EURJPY,short,,20160406 06:49:59 EST,closed,20160406 06:49:59 EST,125.247,,,1.0,1.0,,EURJPY,,4.224,1.0,19965.272,4.0,399961.016,19997.272
9.0,1.632,20160406 07:30:53 EST,20160406 07:30:53 EST,20160406 07:30:53 EST,125.149,,EURJPY,short,,20160406 07:03:26 EST,closed,20160406 07:03:26 EST,125.213,,,1.0,1.0,,EURJPY,,5.632,1.0,19964.904,4.0,389845.152,20002.904
10.0,-7.52,20160406 07:31:28 EST,20160406 07:31:28 EST,20160406 07:31:28 EST,114.849,,CHFJPY,long,,20160406 07:03:27 EST,closed,20160406 07:03:27 EST,114.889,,,1.0,1.0,,CHFJPY,,-3.52,-1.0,19959.384,4.0,399951.864,19999.384
12.0,-24.064,20160406 14:29:09 EST,20160406 14:29:09 EST,20160406 14:29:09 EST,114.716,,CHFJPY,long,,20160406 12:39:50 EST,closed,20160406 12:39:50 EST,114.944,,,1.0,1.0,,CHFJPY,,-20.064,-1.0,19933.32,4.0,388905.136,19979.32
11.0,24.248,20160406 14:47:24 EST,20160406 14:47:24 EST,20160406 14:47:24 EST,124.982,,EURJPY,short,,20160406 12:39:20 EST,closed,20160406 12:39:20 EST,125.303,,,1.0,1.0,,EURJPY,,28.248,1.0,19957.568,4.0,389807.664,20007.568
13.0,-12.536,20160406 14:47:25 EST,20160406 14:47:25 EST,20160406 14:47:25 EST,114.629,,CHFJPY,long,,20160406 14:30:10 EST,closed,20160406 14:30:10 EST,114.726,,,1.0,1.0,,CHFJPY,,-8.536,-1.0,19947.032,4.0,399895.016,19999.032
