trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,-9.9241,20160323 06:25:49 EST,20160323 06:25:49 EST,20160323 06:25:49 EST,0.78975,,EURGBP,short,,20160323 05:41:11 EST,closed,20160323 05:41:11 EST,0.78933,,,1.0,1.0,,EURGBP,,-5.9241,1.0,19990.0759,4.0,400005.9241,19994.0759
2.0,-1.03795,20160323 06:47:28 EST,20160323 06:47:28 EST,20160323 06:47:28 EST,0.78996,,EURGBP,long,,20160323 06:25:49 EST,closed,20160323 06:25:49 EST,0.78975,,,1.0,1.0,,EURGBP,,2.96205,-1.0,19989.03795,4.0,400008.88615,19997.03795
3.0,8.9766,20160323 07:00:45 EST,20160323 07:00:45 EST,20160323 07:00:45 EST,0.78904,,EURGBP,short,,20160323 06:47:28 EST,closed,20160323 06:47:28 EST,0.78996,,,1.0,1.0,,EURGBP,,12.9766,1.0,19998.01455,4.0,399995.90955,20010.01455
4.0,-4.5642,20160323 07:14:40 EST,20160323 07:14:40 EST,20160323 07:14:40 EST,0.789,,EURGBP,long,,20160323 07:00:45 EST,closed,20160323 07:00:45 EST,0.78904,,,1.0,1.0,,EURGBP,,-0.564199999999,-1.0,19993.45035,4.0,399995.34535,20009.45035
5.0,-5.83365,20160323 07:28:19 EST,20160323 07:28:19 EST,20160323 07:28:19 EST,0.78913,,EURGBP,short,,20160323 07:14:40 EST,closed,20160323 07:14:40 EST,0.789,,,1.0,1.0,,EURGBP,,-1.83365,1.0,19987.6167,4.0,399997.179,20007.6167
6.0,-0.19165,20160323 07:52:27 EST,20160323 07:52:27 EST,20160323 07:52:27 EST,0.7894,,EURGBP,long,,20160323 07:28:19 EST,closed,20160323 07:28:19 EST,0.78913,,,1.0,1.0,,EURGBP,,3.80835,-1.0,19987.42505,4.0,400000.98735,20011.42505
7.0,-2.16635,20160323 08:46:49 EST,20160323 08:46:49 EST,20160323 08:46:49 EST,0.78927,,EURGBP,short,,20160323 07:52:27 EST,closed,20160323 07:52:27 EST,0.7894,,,1.0,1.0,,EURGBP,,1.83365,1.0,19985.2587,4.0,399999.1537,20013.2587
8.0,4.1809,20160323 09:03:33 EST,20160323 09:03:33 EST,20160323 09:03:33 EST,0.78985,,EURGBP,long,,20160323 08:46:49 EST,closed,20160323 08:46:49 EST,0.78927,,,1.0,1.0,,EURGBP,,8.1809,-1.0,19989.4396,4.0,400007.3346,20021.4396
9.0,-19.2334,20160323 09:23:47 EST,20160323 09:23:47 EST,20160323 09:23:47 EST,0.79093,,EURGBP,short,,20160323 09:03:33 EST,closed,20160323 09:03:33 EST,0.78985,,,1.0,1.0,,EURGBP,,-15.2334,1.0,19970.2062,4.0,400022.568,20006.2062
10.0,0.936749999999,20160323 10:36:43 EST,20160323 10:36:43 EST,20160323 10:36:43 EST,0.79128,,EURGBP,long,,20160323 09:23:47 EST,closed,20160323 09:23:47 EST,0.79093,,,1.0,1.0,,EURGBP,,4.93675,-1.0,19971.14295,4.0,400027.50475,20011.14295
11.0,-13.8735,20160323 11:24:32 EST,20160323 11:24:32 EST,20160323 11:24:32 EST,0.79198,,EURGBP,short,,20160323 10:36:43 EST,closed,20160323 10:36:43 EST,0.79128,,,1.0,1.0,,EURGBP,,-9.8735,1.0,19957.26945,4.0,400037.37825,20001.26945
12.0,-4.42315,20160323 11:50:42 EST,20160323 11:50:42 EST,20160323 11:50:42 EST,0.79195,,EURGBP,long,,20160323 11:24:32 EST,closed,20160323 11:24:32 EST,0.79198,,,1.0,1.0,,EURGBP,,-0.42315,-1.0,19952.8463,4.0,400036.9551,20000.8463
13.0,-4.2821,20160323 12:19:17 EST,20160323 12:19:17 EST,20160323 12:19:17 EST,0.79197,,EURGBP,short,,20160323 11:50:42 EST,closed,20160323 11:50:42 EST,0.79195,,,1.0,1.0,,EURGBP,,-0.282099999999,1.0,19948.5642,4.0,400037.2372,20000.5642
14.0,4.03985,20160323 13:34:25 EST,20160323 13:34:25 EST,20160323 13:34:25 EST,0.79254,,EURGBP,long,,20160323 12:19:17 EST,closed,20160323 12:19:17 EST,0.79197,,,1.0,1.0,,EURGBP,,8.03985,-1.0,19952.60405,4.0,400045.27705,20008.60405
15.0,-3.7179,20160323 14:03:56 EST,20160323 14:03:56 EST,20160323 14:03:56 EST,0.79252,,EURGBP,short,,20160323 13:34:25 EST,closed,20160323 13:34:25 EST,0.79254,,,1.0,1.0,,EURGBP,,0.282099999999,1.0,19948.88615,4.0,400044.99495,20008.88615
16.0,-8.09045,20160323 15:04:21 EST,20160323 15:04:21 EST,20160323 15:04:21 EST,0.79223,,EURGBP,long,,20160323 14:03:56 EST,closed,20160323 14:03:56 EST,0.79252,,,1.0,1.0,,EURGBP,,-4.09045,-1.0,19940.7957,4.0,400040.9045,20004.7957
17.0,-2.5895,20160323 17:15:36 EST,20160323 17:15:36 EST,20160323 17:15:36 EST,0.79213,,EURGBP,short,,20160323 15:04:21 EST,closed,20160323 15:04:21 EST,0.79223,,,1.0,1.0,,EURGBP,,1.4105,1.0,19938.2062,4.0,400039.494,20006.2062
18.0,-3.01265,20160323 18:31:14 EST,20160323 18:31:14 EST,20160323 18:31:14 EST,0.7922,,EURGBP,long,,20160323 17:15:36 EST,closed,20160323 17:15:36 EST,0.79213,,,1.0,1.0,,EURGBP,,0.98735,-1.0,19935.19355,4.0,400040.48135,20007.19355
19.0,-4.14105,20160323 19:30:59 EST,20160323 19:30:59 EST,20160323 19:30:59 EST,0.79221,,EURGBP,short,,20160323 18:31:14 EST,closed,20160323 18:31:14 EST,0.7922,,,1.0,1.0,,EURGBP,,-0.141049999999,1.0,19931.0525,4.0,400040.6224,20007.0525
20.0,-8.2315,20160323 19:59:34 EST,20160323 19:59:34 EST,20160323 19:59:34 EST,0.79191,,EURGBP,long,,20160323 19:30:59 EST,closed,20160323 19:30:59 EST,0.79221,,,1.0,1.0,,EURGBP,,-4.2315,-1.0,19922.821,4.0,400036.3909,20002.821
21.0,-10.06515,20160323 20:31:54 EST,20160323 20:31:54 EST,20160323 20:31:54 EST,0.79234,,EURGBP,short,,20160323 19:59:34 EST,closed,20160323 19:59:34 EST,0.79191,,,1.0,1.0,,EURGBP,,-6.06515,1.0,19912.75585,4.0,400042.45605,19996.75585
22.0,-2.0,,,,0.0,,EURGBP,long,,20160323 20:31:54 EST,open,20160323 20:31:54 EST,0.79234,,,0.0,1.0,,EURGBP,,0.0,1.0,19910.75585,2.0,388866.50035,19996.75585
