trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,-2.0,,,,0.0,,EURJPY,long,,20160329 19:20:29 EST,open,20160329 19:20:29 EST,127.287,,,0.0,1.0,,EURJPY,,0.0,1.0,19998.0,2.0,388798.744,20000.0
3.0,-2.0,,,,0.0,,GBPUSD,long,,20160329 19:20:31 EST,open,20160329 19:20:31 EST,1.43799,,,0.0,1.0,,GBPUSD,,0.0,1.0,19994.0,2.0,363129.744,20000.0
5.0,-2.0,,,,0.0,,USDJPY,short,,20160329 19:20:33 EST,open,20160329 19:20:33 EST,112.749,,,0.0,1.0,,USDJPY,,0.0,-1.0,19990.0,2.0,343423.4007,20000.0
6.0,-2.0,,,,0.0,,AUDUSD,long,,20160329 19:20:36 EST,open,20160329 19:20:36 EST,0.76334,,,0.0,1.0,,AUDUSD,,0.0,1.0,19988.0,2.0,335790.0007,20000.0
7.0,-2.0,,,,0.0,,USDCAD,short,,20160329 19:20:37 EST,open,20160329 19:20:37 EST,1.30664,,,0.0,1.0,,USDCAD,,0.0,-1.0,19986.0,2.0,326024.17334,20000.0
8.0,-2.0,,,,0.0,,NZDJPY,long,,20160329 19:20:39 EST,open,20160329 19:20:39 EST,77.28,,,0.0,1.0,,NZDJPY,,0.0,1.0,19984.0,2.0,319223.53334,20000.0
9.0,-2.0,,,,0.0,,CADJPY,long,,20160329 19:20:40 EST,open,20160329 19:20:40 EST,86.292,,,0.0,1.0,,CADJPY,,0.0,1.0,19982.0,2.0,311629.83734,20000.0
15.0,-6.5,20160329 19:34:51 EST,20160329 19:34:51 EST,20160329 19:34:51 EST,0.68515,,NZDUSD,long,,20160329 19:20:45 EST,closed,20160329 19:20:45 EST,0.6854,,,1.0,1.0,,NZDUSD,,-2.5,-1.0,19965.5,4.0,257400.66639,19997.5
14.0,-5.936,20160329 19:37:04 EST,20160329 19:37:04 EST,20160329 19:37:04 EST,86.05,,AUDJPY,long,,20160329 19:20:44 EST,closed,20160329 19:20:44 EST,86.072,,,1.0,1.0,,AUDJPY,,-1.936,-1.0,19959.564,4.0,258121.56639,19995.564
4.0,-3.19024,20160329 19:53:48 EST,20160329 19:53:48 EST,20160329 19:53:48 EST,0.96673,,USDCHF,long,,20160329 19:20:32 EST,closed,20160329 19:20:32 EST,0.96665,,,1.0,1.0,,USDCHF,,0.80976,-1.0,19956.37376,4.0,260334.40745,19996.37376
16.0,-18.2,20160329 20:03:38 EST,20160329 20:03:38 EST,20160329 20:03:38 EST,0.68657,,NZDUSD,short,,20160329 19:34:51 EST,closed,20160329 19:34:51 EST,0.68515,,,1.0,1.0,,NZDUSD,,-14.2,1.0,19938.17376,4.0,257414.86639,19982.17376
19.0,-2.0,,,,0.0,,NZDUSD,long,,20160329 20:03:38 EST,open,20160329 20:03:38 EST,0.68657,,,0.0,1.0,,NZDUSD,,0.0,1.0,19936.17376,2.0,250549.16639,19982.17376
12.0,-30.048,20160329 20:10:46 EST,20160329 20:10:46 EST,20160329 20:10:46 EST,161.84,,GBPJPY,long,,20160329 19:20:43 EST,closed,20160329 19:20:43 EST,162.136,,,1.0,1.0,,GBPJPY,,-26.048,-1.0,19908.12576,4.0,264791.08639,19956.12576
17.0,0.136,20160329 20:10:46 EST,20160329 20:10:46 EST,20160329 20:10:46 EST,86.003,,AUDJPY,short,,20160329 19:37:04 EST,closed,20160329 19:37:04 EST,86.05,,,1.0,1.0,,AUDJPY,,4.136,1.0,19908.26176,4.0,258117.43039,19960.26176
21.0,-2.0,,,,0.0,,AUDJPY,long,,20160329 20:10:46 EST,open,20160329 20:10:46 EST,86.003,,,0.0,1.0,,AUDJPY,,0.0,1.0,19906.26176,2.0,250549.16639,19960.26176
11.0,-2.44845,20160329 20:20:10 EST,20160329 20:20:10 EST,20160329 20:20:10 EST,0.7849,,EURGBP,short,,20160329 19:20:43 EST,closed,20160329 19:20:43 EST,0.78501,,,1.0,1.0,,EURGBP,,1.55155,1.0,19905.81331,4.0,261620.18089,19961.81331
20.0,-10.072,20160329 21:30:46 EST,20160329 21:30:46 EST,20160329 21:30:46 EST,161.909,,GBPJPY,short,,20160329 20:10:46 EST,closed,20160329 20:10:46 EST,161.84,,,1.0,1.0,,GBPJPY,,-6.072,1.0,19895.74131,4.0,264797.15839,19955.74131
23.0,-2.0,,,,0.0,,GBPJPY,long,,20160329 21:30:46 EST,open,20160329 21:30:46 EST,161.909,,,0.0,1.0,,GBPJPY,,0.0,1.0,19893.74131,2.0,250549.16639,19955.74131
10.0,-13.504,20160329 21:40:56 EST,20160329 21:40:56 EST,20160329 21:40:56 EST,116.53,,CHFJPY,long,,20160329 19:20:42 EST,closed,20160329 19:20:42 EST,116.638,,,1.0,1.0,,CHFJPY,,-9.504,-1.0,19882.23731,4.0,260803.80639,19946.23731
22.0,1.21885,20160329 21:54:17 EST,20160329 21:54:17 EST,20160329 21:54:17 EST,0.78527,,EURGBP,long,,20160329 20:20:10 EST,closed,20160329 20:20:10 EST,0.7849,,,1.0,1.0,,EURGBP,,5.21885,-1.0,19883.45616,4.0,261625.39974,19951.45616
25.0,-2.0,,,,0.0,,EURGBP,short,,20160329 21:54:17 EST,open,20160329 21:54:17 EST,0.78527,,,0.0,1.0,,EURGBP,,0.0,-1.0,19881.45616,2.0,250549.16639,19951.45616
18.0,-5.0122,20160329 21:59:28 EST,20160329 21:59:28 EST,20160329 21:59:28 EST,0.96683,,USDCHF,short,,20160329 19:53:48 EST,closed,20160329 19:53:48 EST,0.96673,,,1.0,1.0,,USDCHF,,-1.0122,1.0,19878.44396,4.0,260335.41965,19950.44396
26.0,-2.0,,,,0.0,,USDCHF,long,,20160329 21:59:28 EST,open,20160329 21:59:28 EST,0.96683,,,0.0,1.0,,USDCHF,,0.0,1.0,19876.44396,2.0,250549.16639,19950.44396
