trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,-6.4233,20160418 05:24:35 EST,20160418 05:24:35 EST,20160418 05:24:35 EST,382.98,,BTCUSD_btcdeEUR,short,,20160418 04:52:56 EST,closed,20160418 04:52:56 EST,381.68,,,2.0,2.0,,BTCUSD_btcdeEUR,,-2.6,2.0,USD,99993.5767,3.8233,2000002.6,99993.5767,99997.4,99997.4,0.0,-1.9084
2.0,-3.37095,20160418 05:38:43 EST,20160418 05:38:43 EST,20160418 05:38:43 EST,383.21,,BTCUSD_btcdeEUR,long,,20160418 05:24:35 EST,closed,20160418 05:24:35 EST,382.98,,,2.0,2.0,,BTCUSD_btcdeEUR,,0.46,-2.0,USD,99990.20575,3.83095,2000003.06,99990.20575,99997.86,99997.86,0.0,-1.9149
3.0,5.61145,20160418 05:54:35 EST,20160418 05:54:35 EST,20160418 05:54:35 EST,378.5,,BTCUSD_btcdeEUR,short,,20160418 05:38:43 EST,closed,20160418 05:38:43 EST,383.21,,,2.0,2.0,,BTCUSD_btcdeEUR,,9.42,2.0,USD,99995.8172,3.80855,1999993.64,99995.8172,100007.28,100007.28,0.0,-1.91605
4.0,4.993,20160418 06:05:49 EST,20160418 06:05:49 EST,20160418 06:05:49 EST,382.9,,BTCUSD_btcdeEUR,long,,20160418 05:54:35 EST,closed,20160418 05:54:35 EST,378.5,,,2.0,2.0,,BTCUSD_btcdeEUR,,8.8,-2.0,USD,100000.8102,3.807,2000002.44,100000.8102,100016.08,100016.08,0.0,-1.8925
5.0,-4.0295,20160418 07:06:05 EST,20160418 07:06:05 EST,20160418 07:06:05 EST,383.0,,BTCUSD_btcdeEUR,short,,20160418 06:05:49 EST,closed,20160418 06:05:49 EST,382.9,,,2.0,2.0,,BTCUSD_btcdeEUR,,-0.2,2.0,USD,99996.7807,3.8295,2000002.64,99996.7807,100015.88,100015.88,0.0,-1.9145
6.0,-15.002,20160418 07:55:59 EST,20160418 07:55:59 EST,20160418 07:55:59 EST,377.4,,BTCUSD_btcdeEUR,long,,20160418 07:06:05 EST,closed,20160418 07:06:05 EST,383.0,,,2.0,2.0,,BTCUSD_btcdeEUR,,-11.2,-2.0,USD,99981.7787,3.802,1999991.44,99981.7787,100004.68,100004.68,0.0,-1.915
7.0,-13.29775,20160418 08:27:56 EST,20160418 08:27:56 EST,20160418 08:27:56 EST,382.15,,BTCUSD_btcdeEUR,short,,20160418 07:55:59 EST,closed,20160418 07:55:59 EST,377.4,,,2.0,2.0,,BTCUSD_btcdeEUR,,-9.5,2.0,USD,99968.48095,3.79775,2000000.94,99968.48095,99995.18,99995.18,0.0,-1.887
8.0,-14.45485,20160418 08:41:46 EST,20160418 08:41:46 EST,20160418 08:41:46 EST,376.82,,BTCUSD_btcdeEUR,long,,20160418 08:27:56 EST,closed,20160418 08:27:56 EST,382.15,,,2.0,2.0,,BTCUSD_btcdeEUR,,-10.66,-2.0,USD,99954.0261,3.79485,1999990.28,99954.0261,99984.52,99984.52,0.0,-1.91075
9.0,-2.38475,20160418 08:59:17 EST,20160418 08:59:17 EST,20160418 08:59:17 EST,376.13,,BTCUSD_btcdeEUR,short,,20160418 08:41:46 EST,closed,20160418 08:41:46 EST,376.82,,,2.0,2.0,,BTCUSD_btcdeEUR,,1.38,2.0,USD,99951.64135,3.76475,1999988.9,99951.64135,99985.9,99985.9,0.0,-1.8841
10.0,6.79225,20160418 09:30:42 EST,20160418 09:30:42 EST,20160418 09:30:42 EST,381.42,,BTCUSD_btcdeEUR,long,,20160418 08:59:17 EST,closed,20160418 08:59:17 EST,376.13,,,2.0,2.0,,BTCUSD_btcdeEUR,,10.58,-2.0,USD,99958.4336,3.78775,1999999.48,99958.4336,99996.48,99996.48,0.0,-1.88065
