permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,83.145,20000.0,-20000.0,-2.0,SLD,CAD,JPY,20160410 17:15:09 EST,,0.0,99998.0,1985366.48,99915.04,83.145,99919.04,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,83.381,40000.0,20000.0,-43.536,BOT,CAD,JPY,20160410 18:52:11 EST,,-41.536,99954.464,1985366.48,99989.952,83.381,99995.952,99958.464,-43.536
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,83.381,20000.0,40000.0,-2.0,BOT,CAD,JPY,20160410 19:02:46 EST,,0.0,99952.464,1970691.424,100025.44,83.381,100033.44,99958.464,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,83.368,60000.0,-20000.0,-6.576,SLD,CAD,JPY,20160410 19:33:00 EST,,-4.576,99945.888,1985364.192,99902.176,83.368,99912.176,99953.888,-6.576
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,83.381,40000.0,20000.0,-4.288,BOT,CAD,JPY,20160410 20:02:48 EST,,-2.288,99941.6,1985364.192,99977.088,83.381,99989.088,99951.6,-4.288
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,83.368,40000.0,-20000.0,-4.288,SLD,CAD,JPY,20160410 21:02:49 EST,,-2.288,99937.312,1985364.192,99893.6,83.368,99907.6,99949.312,-4.288
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,83.368,20000.0,-40000.0,-2.0,SLD,CAD,JPY,20160410 21:32:36 EST,,0.0,99935.312,1970691.424,99849.888,83.368,99865.888,99949.312,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,83.381,20000.0,-20000.0,-4.288,BOT,CAD,JPY,20160410 22:07:23 EST,,-2.288,99931.024,1985366.48,99887.312,83.368,99905.312,99947.024,-4.288
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,83.381,60000.0,40000.0,-4.288,BOT,CAD,JPY,20160410 22:32:35 EST,,-2.288,99926.736,1970691.424,99999.712,83.381,100019.712,99944.736,-4.288
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,83.368,80000.0,-40000.0,-6.576,SLD,CAD,JPY,20160410 23:04:24 EST,,-4.576,99920.16,1970691.424,99834.736,83.368,99856.736,99940.16,-6.576
