Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160504 20:56:10 EST,paperUSD,100000.0,100000.0,2000000.0,0,0.0,0.0,USD,100000.0,100000.0,0
20160505 01:16:15 EST,paperUSD,99791.442,99800.0,2427900.0,0,-208.558,-200.0,USD,99791.442,99800.0,0
20160505 15:07:05 EST,paperUSD,99582.884,99600.0,2855800.0,0,-417.116,-400.0,USD,99582.884,99600.0,0
20160505 16:44:46 EST,paperUSD,99374.33,99400.0,3283500.0,0,-625.67,-600.0,USD,99374.33,99400.0,0
20160505 17:00:17 EST,paperUSD,99165.772,99200.0,3711400.0,0,-834.228,-800.0,USD,99165.772,99200.0,0
20160505 18:40:40 EST,paperUSD,98957.218,99000.0,4139100.0,0,-1042.782,-1000.0,USD,98957.218,99000.0,0
20160505 18:52:17 EST,paperUSD,98748.66,98800.0,4567000.0,0,-1251.34,-1200.0,USD,98748.66,98800.0,0
20160505 20:27:13 EST,paperUSD,98540.106,98600.0,4994700.0,0,-1459.894,-1400.0,USD,98540.106,98600.0,0
20160505 21:03:44 EST,paperUSD,98331.548,98400.0,5422600.0,0,-1668.452,-1600.0,USD,98331.548,98400.0,0
20160505 22:52:13 EST,paperUSD,98122.994,98200.0,5850300.0,0,-1877.006,-1800.0,USD,98122.994,98200.0,0
20160506 01:00:08 EST,paperUSD,93114.536,93200.0,6273200.0,0,-6885.464,-6800.0,USD,93114.536,93200.0,0
20160506 01:18:06 EST,paperUSD,92906.074,93000.0,6696300.0,0,-7093.926,-7000.0,USD,92906.074,93000.0,0
20160506 02:38:20 EST,paperUSD,90347.663,90450.0,7116850.0,0,-9652.337,-9550.0,USD,90347.663,90450.0,0
20160506 03:16:07 EST,paperUSD,89589.237,89700.0,7538150.0,0,-10410.763,-10300.0,USD,89589.237,89700.0,0
20160506 03:41:04 EST,paperUSD,90680.789,90800.0,7960550.0,0,-9319.211,-9200.0,USD,90680.789,90800.0,0
20160506 04:12:16 EST,paperUSD,91072.349,91200.0,8382550.0,0,-8927.651,-8800.0,USD,91072.349,91200.0,0
20160506 04:49:04 EST,paperUSD,91063.909,91200.0,8804550.0,0,-8936.091,-8800.0,USD,91063.909,91200.0,0
20160506 05:35:09 EST,paperUSD,91405.476,91550.0,9226200.0,0,-8594.524,-8450.0,USD,91405.476,91550.0,0
20160506 08:46:13 EST,paperUSD,91697.113,91850.0,9644350.0,0,-8302.887,-8150.0,USD,91697.113,91850.0,0
20160506 09:36:07 EST,paperUSD,93238.719,93400.0,10064050.0,0,-6761.281,-6600.0,USD,93238.719,93400.0,0
