Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:52 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:52 EST,paperUSD,9998.0,20199.88,0,-2.0,USD
20160318 06:26:34 EST,paperUSD,9995.032,29999.032,0,-4.968,USD
20160318 06:33:56 EST,paperUSD,9992.592,39799.592,0,-7.408,USD
20160318 06:35:22 EST,paperUSD,9991.648,49600.768,0,-8.352,USD
20160318 06:43:37 EST,paperUSD,9983.576,59406.96,0,-16.424,USD
20160318 06:53:17 EST,paperUSD,9988.088,69213.592,0,-11.912,USD
20160318 07:05:39 EST,paperUSD,9980.28,79019.52,0,-19.72,USD
20160318 07:10:20 EST,paperUSD,9982.768,88824.128,0,-17.232,USD
20160318 07:16:49 EST,paperUSD,9974.344,98630.672,0,-25.656,USD
20160318 07:20:41 EST,paperUSD,9980.792,108439.24,0,-19.208,USD
20160318 07:22:31 EST,paperUSD,9967.616,118250.536,0,-32.384,USD
20160318 07:23:39 EST,paperUSD,9975.912,128060.952,0,-24.088,USD
20160318 07:26:44 EST,paperUSD,9967.488,137867.496,0,-32.512,USD
20160318 07:27:29 EST,paperUSD,9970.856,147672.984,0,-29.144,USD
20160318 07:28:25 EST,paperUSD,9962.696,157479.264,0,-37.304,USD
20160318 07:30:29 EST,paperUSD,9968.088,167286.776,0,-31.912,USD
20160318 07:34:31 EST,paperUSD,9958.696,177094.288,0,-41.304,USD
20160318 07:36:33 EST,paperUSD,9962.416,186900.128,0,-37.584,USD
