Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:51 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:51 EST,paperUSD,9998.0,20179.73682,0,-2.0,USD
20160318 06:24:31 EST,paperUSD,10002.37686,29993.62314,0,2.37686,USD
20160318 06:27:29 EST,paperUSD,9992.38048,39805.88994,0,-7.61952,USD
20160318 06:29:34 EST,paperUSD,9996.35246,49620.18114,0,-3.64754,USD
20160318 06:33:45 EST,paperUSD,9985.4451,59431.53696,0,-14.5549,USD
20160318 06:43:37 EST,paperUSD,9987.59512,69247.65012,0,-12.40488,USD
20160318 06:46:18 EST,paperUSD,9980.33168,79062.64986,0,-19.66832,USD
20160318 06:54:44 EST,paperUSD,9981.26706,88879.97766,0,-18.73294,USD
20160318 06:59:10 EST,paperUSD,9971.77678,98692.75056,0,-28.22322,USD
20160318 07:02:14 EST,paperUSD,9980.80976,108501.98076,0,-19.19024,USD
20160318 07:08:11 EST,paperUSD,9965.54994,118308.98412,0,-34.45006,USD
20160318 07:10:08 EST,paperUSD,9978.32806,128114.46918,0,-21.67194,USD
20160318 07:16:27 EST,paperUSD,9957.8048,137916.2091,0,-42.1952,USD
20160318 07:20:41 EST,paperUSD,9974.83416,147717.44292,0,-25.16584,USD
20160318 07:22:31 EST,paperUSD,9957.04384,157521.91578,0,-42.95616,USD
20160318 07:23:28 EST,paperUSD,9968.30366,167328.91914,0,-31.69634,USD
20160318 07:27:29 EST,paperUSD,9948.2865,177131.16516,0,-51.7135,USD
20160318 07:28:25 EST,paperUSD,9964.30366,186933.41118,0,-35.69634,USD
20160318 07:33:24 EST,paperUSD,9942.66698,196734.03768,0,-57.33302,USD
20160318 07:36:33 EST,paperUSD,9959.79756,206535.17028,0,-40.20244,USD
20160318 07:38:32 EST,paperUSD,9936.94624,216334.58214,0,-63.05376,USD
20160318 07:39:30 EST,paperUSD,9955.29146,226134.5001,0,-44.70854,USD
20160318 07:43:35 EST,paperUSD,9927.58158,235929.0534,0,-72.41842,USD
20160318 07:44:35 EST,paperUSD,9950.88658,245724.01158,0,-49.11342,USD
20160318 07:45:37 EST,paperUSD,9925.60598,255520.99416,0,-74.39402,USD
20160318 07:46:39 EST,paperUSD,9946.07682,265318.7865,0,-53.92318,USD
20160318 07:48:39 EST,paperUSD,9921.50476,275116.47762,0,-78.49524,USD
20160318 07:50:34 EST,paperUSD,9941.4695,284914.77606,0,-58.5305,USD
20160318 07:52:39 EST,paperUSD,9915.1767,294710.74644,0,-84.8233,USD
20160318 07:53:35 EST,paperUSD,9938.07682,304506.1095,0,-61.92318,USD
20160318 07:54:33 EST,paperUSD,9911.1767,314301.47256,0,-88.8233,USD
20160318 07:55:33 EST,paperUSD,9932.76096,324098.15148,0,-67.23904,USD
20160318 07:56:33 EST,paperUSD,9907.1767,333894.8304,0,-92.8233,USD
20160318 07:58:31 EST,paperUSD,9929.36828,343690.902,0,-70.63172,USD
20160318 08:04:22 EST,paperUSD,9901.75962,353485.55652,0,-98.24038,USD
20160318 08:06:51 EST,paperUSD,9925.87438,363279.70494,0,-74.12562,USD
20160318 08:13:42 EST,paperUSD,9893.1035,373069.19724,0,-106.8965,USD
20160318 08:15:21 EST,paperUSD,9920.4573,382860.10662,0,-79.5427,USD
20160318 08:30:14 EST,paperUSD,9891.83644,392653.74894,0,-108.16356,USD
20160318 08:34:11 EST,paperUSD,9914.02802,402449.82054,0,-85.97198,USD
20160318 08:36:21 EST,paperUSD,9886.6218,412244.6775,0,-113.3782,USD
20160318 08:43:32 EST,paperUSD,9910.33168,422039.2308,0,-89.66832,USD
20160318 08:45:20 EST,paperUSD,9878.77544,431829.93774,0,-121.22456,USD
20160318 08:47:29 EST,paperUSD,9908.35608,441618.62028,0,-91.64392,USD
20160318 08:49:51 EST,paperUSD,9878.01448,451410.54186,0,-121.98552,USD
20160318 08:52:34 EST,paperUSD,9899.49752,461207.322,0,-100.50248,USD
20160318 08:54:11 EST,paperUSD,9870.97788,471001.06554,0,-129.02212,USD
20160318 09:13:39 EST,paperUSD,9891.75238,480798.55422,0,-108.24762,USD
20160318 09:28:30 EST,paperUSD,9861.71444,490590.77946,0,-138.28556,USD
20160318 09:29:39 EST,paperUSD,9888.66336,500382.09372,0,-111.33664,USD
20160318 09:41:25 EST,paperUSD,9857.30956,510173.0031,0,-142.69044,USD
20160318 10:04:34 EST,paperUSD,9880.91822,519967.65762,0,-119.08178,USD
20160318 10:09:30 EST,paperUSD,9848.75466,529757.75724,0,-151.24534,USD
20160318 10:18:22 EST,paperUSD,9876.91822,539547.85686,0,-123.08178,USD
20160318 10:24:38 EST,paperUSD,9844.55222,549337.75404,0,-155.44778,USD
20160318 10:25:54 EST,paperUSD,9870.59016,559129.97928,0,-129.40984,USD
20160318 10:27:36 EST,paperUSD,9839.64124,568921.29354,0,-160.35876,USD
20160318 10:29:48 EST,paperUSD,9867.8048,578711.39316,0,-132.1952,USD
20160318 10:32:45 EST,paperUSD,9836.65344,588502.50498,0,-163.34656,USD
20160318 10:34:27 EST,paperUSD,9859.2499,598298.1717,0,-140.7501,USD
20160318 10:35:22 EST,paperUSD,9830.32538,608091.51036,0,-169.67462,USD
20160318 10:37:26 EST,paperUSD,9854.54136,617885.55756,0,-145.45864,USD
20160318 10:39:31 EST,paperUSD,9820.8595,627674.13888,0,-179.1405,USD
20160318 10:41:23 EST,paperUSD,9851.85722,637461.40434,0,-148.14278,USD
20160318 10:44:26 EST,paperUSD,9821.00952,647252.81982,0,-178.99048,USD
20160318 10:45:28 EST,paperUSD,9850.48894,657041.60358,0,-149.51106,USD
20160318 10:49:38 EST,paperUSD,9817.9205,666831.29832,0,-182.0795,USD
20160318 10:51:35 EST,paperUSD,9847.09626,676620.38574,0,-152.90374,USD
20160318 10:53:43 EST,paperUSD,9814.73026,686410.28292,0,-185.26974,USD
20160318 10:56:30 EST,paperUSD,9842.7926,696200.48376,0,-157.2074,USD
20160318 10:57:30 EST,paperUSD,9810.4266,705990.38094,0,-189.5734,USD
20160318 10:58:41 EST,paperUSD,9834.84502,715784.2257,0,-165.15498,USD
20160318 10:59:41 EST,paperUSD,9807.23636,725578.88022,0,-192.76364,USD
20160318 11:02:19 EST,paperUSD,9829.93404,735374.44572,0,-170.06596,USD
20160318 11:08:21 EST,paperUSD,9805.66564,745172.4405,0,-194.33436,USD
20160318 11:10:22 EST,paperUSD,9824.41574,754971.95358,0,-175.58426,USD
20160318 11:13:16 EST,paperUSD,9800.14734,764769.94836,0,-199.85266,USD
