permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,19.084,USD,BITCOIN,1.0,,,1.0,381.68,20.0,-20.0,-19.084,SLD,BTCUSD_btcdeEUR,USD,20160418 04:52:56 EST,,0.0,99980.916,1992366.4,99961.832,381.68,100000.0,100000.0,-19.084
2,Paper,Paper,19.149,USD,BITCOIN,2.0,,,1.0,382.98,40.0,20.0,-45.149,BOT,BTCUSD_btcdeEUR,USD,20160418 05:24:35 EST,,-26.0,99935.767,1992366.4,99916.618,382.98,99974.0,99974.0,-45.149
3,Paper,Paper,19.1605,USD,BITCOIN,3.0,,,1.0,383.21,40.0,-20.0,-14.5605,SLD,BTCUSD_btcdeEUR,USD,20160418 05:38:43 EST,,4.6,99921.2065,1992366.4,99902.046,383.21,99978.6,99978.6,-14.5605
4,Paper,Paper,18.925,USD,BITCOIN,4.0,,,1.0,378.5,40.0,20.0,75.275,BOT,BTCUSD_btcdeEUR,USD,20160418 05:54:35 EST,,94.2,99996.4815,1992366.4,99977.5565,378.5,100072.8,100072.8,75.275
5,Paper,Paper,19.145,USD,BITCOIN,5.0,,,1.0,382.9,40.0,-20.0,68.855,SLD,BTCUSD_btcdeEUR,USD,20160418 06:05:49 EST,,88.0,100065.3365,1992366.4,100046.1915,382.9,100160.8,100160.8,68.855
6,Paper,Paper,19.15,USD,BITCOIN,6.0,,,1.0,383.0,40.0,20.0,-21.15,BOT,BTCUSD_btcdeEUR,USD,20160418 07:06:05 EST,,-2.0,100044.1865,1992366.4,100025.0365,383.0,100158.8,100158.8,-21.15
7,Paper,Paper,18.87,USD,BITCOIN,7.0,,,1.0,377.4,40.0,-20.0,-130.87,SLD,BTCUSD_btcdeEUR,USD,20160418 07:55:59 EST,,-112.0,99913.3165,1992366.4,99894.4465,377.4,100046.8,100046.8,-130.87
8,Paper,Paper,19.1075,USD,BITCOIN,8.0,,,1.0,382.15,40.0,20.0,-114.1075,BOT,BTCUSD_btcdeEUR,USD,20160418 08:27:56 EST,,-95.0,99799.209,1992366.4,99780.1015,382.15,99951.8,99951.8,-114.1075
9,Paper,Paper,18.841,USD,BITCOIN,9.0,,,1.0,376.82,40.0,-20.0,-125.441,SLD,BTCUSD_btcdeEUR,USD,20160418 08:41:46 EST,,-106.6,99673.768,1992366.4,99654.927,376.82,99845.2,99845.2,-125.441
10,Paper,Paper,18.8065,USD,BITCOIN,10.0,,,1.0,376.13,40.0,20.0,-5.0065,BOT,BTCUSD_btcdeEUR,USD,20160418 08:59:17 EST,,13.8,99668.7615,1992366.4,99649.955,376.13,99859.0,99859.0,-5.0065
