Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160425 07:05:16 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160425 07:05:16 EST,paperUSD,99998.0,100000.0,1980009.3126,1.69324,-2.0,0.0,USD,99999.69324,100003.69324,3.69324
20160425 07:16:20 EST,paperUSD,99992.10158,99996.10158,2000003.89842,0.0,-7.89842,-3.89842,USD,99992.10158,99996.10158,0.0
20160425 07:16:20 EST,paperUSD,99990.10158,99996.10158,1980009.3126,-2.0,-9.89842,-3.89842,USD,99988.10158,99996.10158,0.0
20160425 07:59:27 EST,paperUSD,99983.17726,99991.17726,1999998.9741,0.0,-16.82274,-8.82274,USD,99983.17726,99991.17726,0.0
20160425 08:09:23 EST,paperUSD,99981.17726,99991.17726,1980019.16124,4.66835,-18.82274,-8.82274,USD,99985.84561,99997.84561,6.66835
20160425 08:42:15 EST,paperUSD,99964.81466,99976.81466,2000013.3367,0.0,-35.18534,-23.18534,USD,99964.81466,99976.81466,0.0
20160425 08:42:15 EST,paperUSD,99962.81466,99976.81466,1980019.16124,-3.23108,-37.18534,-23.18534,USD,99959.58358,99975.58358,-1.23108
20160425 09:07:09 EST,paperUSD,99975.17726,99991.17726,2000027.6993,0.0,-24.82274,-8.82274,USD,99975.17726,99991.17726,0.0
20160425 09:07:09 EST,paperUSD,99973.17726,99991.17726,1980019.16124,-3.33367,-26.82274,-8.82274,USD,99969.84359,99989.84359,-1.33367
20160425 09:28:32 EST,paperUSD,99968.92028,99988.92028,2000029.95628,0.0,-31.07972,-11.07972,USD,99968.92028,99988.92028,0.0
20160425 09:28:32 EST,paperUSD,99966.92028,99988.92028,1980019.16124,-3.43626,-33.07972,-11.07972,USD,99963.48402,99987.48402,-1.43626
20160425 11:35:15 EST,paperUSD,99946.2489,99970.2489,2000011.2849,0.0,-53.7511,-29.7511,USD,99946.2489,99970.2489,0.0
20160425 11:35:15 EST,paperUSD,99944.2489,99970.2489,1980019.16124,-2.41036,-55.7511,-29.7511,USD,99941.83854,99969.83854,-0.41036
20160502 10:00:47 EST,paperUSD,100337.83594,100365.83594,1999615.69786,0.0,337.83594,365.83594,USD,100337.83594,100365.83594,0.0
20160502 10:00:47 EST,paperUSD,100335.83594,100365.83594,1980019.16124,11.54188,335.83594,365.83594,USD,100347.37782,100379.37782,13.54188
20160502 10:58:16 EST,paperUSD,100334.04112,100366.04112,1999615.90304,0.0,334.04112,366.04112,USD,100334.04112,100366.04112,0.0
20160502 13:28:34 EST,paperUSD,100332.04112,100366.04112,1980040.49996,-2.41036,332.04112,366.04112,USD,100329.63076,100365.63076,-0.41036
20160502 13:59:26 EST,paperUSD,100348.09696,100384.09696,1999633.95888,0.0,348.09696,384.09696,USD,100348.09696,100384.09696,0.0
20160502 13:59:26 EST,paperUSD,100346.09696,100384.09696,1980040.49996,-0.666330000003,346.09696,384.09696,USD,100345.43063,100385.43063,1.33367
20160502 14:53:16 EST,paperUSD,100349.22646,100389.22646,1999628.82938,0.0,349.22646,389.22646,USD,100349.22646,100389.22646,0.0
20160502 15:20:53 EST,paperUSD,100347.22646,100389.22646,1980029.21506,-5.69324,347.22646,389.22646,USD,100341.53322,100385.53322,-3.69324
20160502 15:48:15 EST,paperUSD,100343.37984,100387.37984,1999626.98276,0.0,343.37984,387.37984,USD,100343.37984,100387.37984,0.0
