permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,113.8,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  00:48:10,,0.0,19998.0,349928.0,20000.84,113.8,20004.84,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.11615,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  00:56:22,,0.0,19996.0,294120.5,19987.01,1.11615,19995.01,20000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.11615,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  00:56:25,,0.0,19994.0,238313.0,19983.52775,1.11615,19993.76,20000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.1163,50000.0,50000.0,5.5,SLD,EUR,USD,20160314  00:59:08,,7.5,19999.5,294128.0,20023.61,1.11615,20035.61,20007.5,5.5
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.1163,50000.0,0.0,5.5,SLD,EUR,USD,20160314  00:59:13,,7.5,20005.0,349943.0,20022.36,1.11615,20034.36,20015.0,5.5
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.1161,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:02:08,,0.0,20003.0,294138.0,20021.33,1.1161,20037.33,20015.0,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.11615,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:02:13,,0.0,20001.0,238330.5,20019.34769,1.116125,20037.58,20015.0,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.11595,50000.0,50000.0,-10.75,SLD,EUR,USD,20160314  01:05:13,,-8.75,19990.25,294128.0,19977.62,1.116125,19997.62,20006.25,-10.75
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.11595,50000.0,0.0,-10.75,SLD,EUR,USD,20160314  01:05:16,,-8.75,19979.5,349925.5,19982.12,1.116125,20002.12,19997.5,-10.75
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.11588,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:08:27,,0.0,19977.5,294131.5,19967.57,1.11588,19991.57,19997.5,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.11585,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:08:30,,0.0,19975.5,238339.0,19965.08831,1.115865,19991.32,19997.5,-2.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.1159,50000.0,50000.0,-0.25,SLD,EUR,USD,20160314  01:11:54,,1.75,19975.25,294134.0,19972.24,1.115865,20000.24,19999.25,-0.25
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.1159,50000.0,0.0,-0.25,SLD,EUR,USD,20160314  01:11:54,,1.75,19975.0,349929.0,19971.24,1.115865,19999.24,20001.0,-0.25
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,0.7588,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  01:12:02,,0.0,19973.0,311989.0,19963.48,0.7588,19995.48,20001.0,-2.0
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.11625,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:15:17,,0.0,19971.0,256176.5,19957.84,1.11625,19993.84,20001.0,-2.0
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,1.11625,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:15:21,,0.0,19969.0,200364.0,19955.85749,1.11625,19994.09,20001.0,-2.0
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,1.11625,50000.0,50000.0,-2.0,SLD,EUR,USD,20160314  01:18:09,,0.0,19967.0,256176.5,19982.17,1.11625,20022.17,20001.0,-2.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,1.11625,50000.0,0.0,-2.0,SLD,EUR,USD,20160314  01:18:12,,0.0,19965.0,311989.0,19974.42,1.11625,20014.42,20001.0,-2.0
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,1.1165,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:21:18,,0.0,19963.0,256164.0,19986.5,1.1165,20030.5,20001.0,-2.0
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,1.1165,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:21:21,,0.0,19961.0,200339.0,19985.76694,1.1165,20032.0,20001.0,-2.0
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,1.11635,50000.0,50000.0,-9.5,SLD,EUR,USD,20160314  01:24:34,,-7.5,19951.5,256156.5,19961.53,1.1165,20009.53,19993.5,-9.5
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,1.11635,50000.0,0.0,-9.5,SLD,EUR,USD,20160314  01:24:34,,-7.5,19942.0,311974.0,19962.03,1.1165,20010.03,19986.0,-9.5
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,1.11635,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:27:22,,0.0,19940.0,256156.5,19948.28,1.11635,20000.28,19986.0,-2.0
24,Paper,Paper,2.0,USD,IDEALPRO,24.0,,,1.0,1.11635,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:27:28,,0.0,19938.0,200339.0,19942.04746,1.11635,19996.28,19986.0,-2.0
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,1.1162,50000.0,50000.0,-9.49999999999,SLD,EUR,USD,20160314  01:30:17,,-7.49999999999,19928.5,256149.0,19936.67,1.11635,19992.67,19978.5,-9.49999999999
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,1.1162,50000.0,0.0,-9.49999999999,SLD,EUR,USD,20160314  01:30:21,,-7.49999999999,19919.0,311959.0,19940.67,1.11635,19996.67,19971.0,-9.49999999999
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,1.1163,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:33:57,,0.0,19917.0,256144.0,19962.61,1.1163,20022.61,19971.0,-2.0
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,1.1163,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:34:03,,0.0,19915.0,200329.0,19969.03725,1.1163,20031.27,19971.0,-2.0
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,0.75775,50000.0,0.0,50.5,BOT,AUD,USD,20160314  01:38:45,,52.5,19965.5,238216.5,20008.00687,0.7588,20070.24,20023.5,50.5
30,Paper,Paper,2.0,USD,IDEALPRO,30.0,,,1.0,1.11655,50000.0,50000.0,10.5,SLD,EUR,USD,20160314  01:38:53,,12.5,19976.0,294044.0,20005.49,1.1163,20069.49,20036.0,10.5
31,Paper,Paper,2.0,USD,IDEALPRO,31.0,,,1.0,1.11655,50000.0,0.0,10.5,SLD,EUR,USD,20160314  01:38:53,,12.5,19986.5,349871.5,20004.74,1.1163,20068.74,20048.5,10.5
32,Paper,Paper,2.0,USD,IDEALPRO,32.0,,,1.0,1.11645,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:42:19,,0.0,19984.5,294049.0,19986.89,1.11645,20054.89,20048.5,-2.0
33,Paper,Paper,2.0,USD,IDEALPRO,33.0,,,1.0,1.1164,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:42:33,,0.0,19982.5,238229.0,19985.40717,1.116425,20055.64,20048.5,-2.0
34,Paper,Paper,2.0,USD,IDEALPRO,34.0,,,1.0,1.1163,50000.0,50000.0,-8.25,SLD,EUR,USD,20160314  01:45:19,,-6.25,19974.25,294044.0,19983.26,1.116425,20055.26,20042.25,-8.25
35,Paper,Paper,2.0,USD,IDEALPRO,35.0,,,1.0,1.1163,50000.0,0.0,-8.25,SLD,EUR,USD,20160314  01:45:22,,-6.25,19966.0,349859.0,19982.26,1.116425,20054.26,20036.0,-8.25
36,Paper,Paper,2.0,USD,IDEALPRO,36.0,,,1.0,1.11595,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:48:36,,0.0,19964.0,294061.5,19966.38,1.11595,20042.38,20036.0,-2.0
37,Paper,Paper,2.0,USD,IDEALPRO,37.0,,,1.0,1.11595,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:48:40,,0.0,19962.0,238264.0,19964.1481,1.11595,20042.38,20036.0,-2.0
38,Paper,Paper,2.0,USD,IDEALPRO,38.0,,,1.0,1.1158,50000.0,50000.0,-9.5,SLD,EUR,USD,20160314  01:51:34,,-7.5,19952.5,294054.0,19918.38,1.11595,19998.38,20028.5,-9.5
39,Paper,Paper,2.0,USD,IDEALPRO,39.0,,,1.0,1.1158,50000.0,0.0,-9.5,SLD,EUR,USD,20160314  01:51:40,,-7.5,19943.0,349844.0,19919.88,1.11595,19999.88,20021.0,-9.5
40,Paper,Paper,2.0,USD,IDEALPRO,40.0,,,1.0,0.75675,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  01:51:48,,0.0,19941.0,312006.5,19917.88,0.75675,20001.88,20021.0,-2.0
41,Paper,Paper,2.0,USD,IDEALPRO,41.0,,,1.0,1.11595,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:55:43,,0.0,19939.0,256209.0,19935.0,1.11595,20023.0,20021.0,-2.0
42,Paper,Paper,2.0,USD,IDEALPRO,42.0,,,1.0,1.11595,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:55:46,,0.0,19937.0,200411.5,19932.7681,1.11595,20023.0,20021.0,-2.0
43,Paper,Paper,2.0,USD,IDEALPRO,43.0,,,1.0,113.78,50000.0,0.0,6.8,BOT,USD,JPY,20160314  01:55:52,,8.8,19943.8,250474.7,19936.0681,113.8,20026.3,20029.8,6.8
44,Paper,Paper,2.0,USD,IDEALPRO,44.0,,,1.0,1.3229,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  01:55:57,,0.0,19941.8,201037.927,19930.1996,1.3229,20024.4315,20029.8,-2.0
45,Paper,Paper,2.0,USD,IDEALPRO,45.0,,,1.0,1.11585,50000.0,50000.0,-7.0,SLD,EUR,USD,20160314  01:59:22,,-5.0,19934.8,256830.427,19946.34755,1.11595,20042.34755,20024.8,-7.0
46,Paper,Paper,2.0,USD,IDEALPRO,46.0,,,1.0,1.11585,50000.0,0.0,-7.0,SLD,EUR,USD,20160314  01:59:25,,-5.0,19927.8,312622.927,19949.09755,1.11595,20045.09755,20019.8,-7.0
47,Paper,Paper,2.0,USD,IDEALPRO,47.0,,,1.0,1.11635,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  02:02:53,,0.0,19925.8,256805.427,19981.56895,1.11635,20081.56895,20019.8,-2.0
48,Paper,Paper,2.0,USD,IDEALPRO,48.0,,,1.0,1.11635,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  02:02:56,,0.0,19923.8,200987.927,19979.33625,1.11635,20081.56895,20019.8,-2.0
49,Paper,Paper,2.0,USD,IDEALPRO,49.0,,,1.0,1.116,50000.0,50000.0,-19.5,SLD,EUR,USD,20160314  02:07:03,,-17.5,19904.3,256787.927,19967.8561,1.11635,20071.8561,20002.3,-19.5
50,Paper,Paper,2.0,USD,IDEALPRO,50.0,,,1.0,1.116,50000.0,0.0,-19.5,SLD,EUR,USD,20160314  02:07:06,,-17.5,19884.8,312587.927,19967.8561,1.11635,20071.8561,19984.8,-19.5
51,Paper,Paper,2.0,USD,IDEALPRO,51.0,,,1.0,113.785,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  03:58:30,,0.0,19882.8,262522.527,20169.84655,113.785,20277.84655,19984.8,-2.0
52,Paper,Paper,2.0,USD,IDEALPRO,52.0,,,1.0,113.75,50000.0,0.0,13.4,BOT,USD,JPY,20160314  04:05:18,,15.4,19896.2,312572.527,20220.93,113.785,20328.93,20000.2,13.4
53,Paper,Paper,2.0,USD,IDEALPRO,53.0,,,1.0,113.74,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  04:09:22,,0.0,19894.2,262526.927,20219.16,113.74,20331.16,20000.2,-2.0
54,Paper,Paper,2.0,USD,IDEALPRO,54.0,,,1.0,1.326,50000.0,0.0,113.847,SLD,USD,CAD,20160314  05:08:29,,115.847,20008.047,312079.547,20250.617,1.3229,20362.617,20116.047,113.847
